,Longitude,Latitude,TN [mg/kg]
1539,1.1002,41.5807,4000.0
1540,1.2202,41.5907,6500.0
1541,1.3402,42.0007,2800.0
1542,1.4503,42.0107,3800.0
1543,1.5703,42.0207,4200.0
1544,2.0903,42.0207,3800.0
1545,2.2103,42.0307,3300.0
1546,2.3303,42.0407,4000.0
1547,2.4403,42.0407,2100.0
1548,2.5603,42.0507,1200.0
1549,-6.0902,41.0407,800.0
1550,-5.4601,41.0707,1000.0
1551,-4.1401,41.1907,400.0
1552,-4.0301,41.2007,3100.0
1553,1.3502,41.5207,2200.0
1554,1.4603,41.5207,2800.0
1555,1.5803,41.5307,3500.0
1556,2.1003,41.5407,2800.0
1557,2.2203,41.5507,3200.0
1558,2.3403,41.5507,4300.0
1559,2.4503,41.5607,700.0
1560,-5.2101,41.0207,300.0
1561,-4.2401,41.0907,800.0
1562,-4.1201,41.1007,900.0
1563,-4.0101,41.1207,2300.0
1564,-3.26,41.1607,1600.0
1565,-2.17,41.2307,1900.0
1566,-1.5299,41.2607,2500.0
1567,1.5903,41.4507,3500.0
1568,2.1103,41.4507,5300.0
1569,2.2303,41.4607,1800.0
1570,2.517,41.8174,2900.0
1571,-5.5301,40.4906,2600.0
1572,-2.38,41.1307,2000.0
1573,-2.0299,41.1607,1800.0
1574,-1.2899,41.2007,5800.0
1575,-0.5399,41.2307,10700.0
1576,1.1302,41.3307,5800.0
1577,1.4903,41.3607,8200.0
1578,2.1203,41.3707,1000.0
1579,-6.2502,40.3507,2400.0
1580,-6.0202,40.3907,4100.0
1581,-5.5101,40.4007,5400.0
1582,-5.4001,40.4207,2000.0
1583,-3.11,41.0007,4900.0
1584,-2.13,41.0707,2600.0
1585,-2.0199,41.0807,1900.0
1586,0.1602,41.2007,4300.0
1587,0.4002,41.2207,2900.0
1588,0.5102,41.2307,5300.0
1589,1.0402,41.2507,4300.0
1590,1.2602,41.2607,3500.0
1591,1.3802,41.2607,3700.0
1592,-6.3402,40.2507,3100.0
1593,-5.3801,40.3307,4800.0
1594,-4.0601,40.4507,2600.0
1595,-3.09,40.5207,3100.0
1596,-2.46,40.5507,2400.0
1597,-2.12,40.5807,5300.0
1598,-1.9999,40.5907,1600.0
1599,-1.2599,41.0307,4200.0
1600,-0.3899,41.0707,1400.0
1601,0.0602,41.1107,600.0
1602,0.1802,41.1207,5800.0
1603,1.0402,41.1507,4200.0
1604,-6.5502,40.1407,3200.0
1605,-6.4302,40.1507,2500.0
1606,-6.2102,40.1907,2600.0
1607,-5.4701,40.2407,3800.0
1608,-5.3601,40.2507,2200.0
1609,-4.2701,40.3407,1600.0
1610,-2.45,40.4607,2600.0
1611,-2.33,40.4707,1900.0
1612,-2.22,40.4907,4300.0
1613,-2.0999,40.5007,1200.0
1614,-1.4699,40.5207,4800.0
1615,-1.0099,40.5707,1400.0
1616,-0.2598,41.0007,3500.0
1617,0.1902,41.0407,1700.0
1618,-5.5601,40.1407,7700.0
1619,-5.1101,40.2007,4500.0
1620,-4.3701,40.2407,6300.0
1621,-2.2,40.4007,2900.0
1622,-2.0799,40.4107,1800.0
1623,-0.4799,40.4907,2300.0
1624,-0.0198,40.5307,2000.0
1625,-6.0502,40.0407,3600.0
1626,-5.5401,40.0507,800.0
1627,-4.2301,40.1707,3800.0
1628,-2.0699,40.3307,1900.0
1629,-1.4399,40.3507,5400.0
1630,-1.0999,40.3907,2800.0
1631,-0.0098,40.4507,4000.0
1632,0.1002,40.4607,6300.0
1633,0.3302,40.4807,1800.0
1634,-6.2502,39.5207,1000.0
1635,-5.4001,39.5807,1700.0
1636,-5.0701,40.0307,700.0
1637,-4.3301,40.0807,1000.0
1638,-3.25,40.1607,2500.0
1639,-2.0499,40.2507,2200.0
1640,-1.5399,40.2607,5900.0
1641,-1.4199,40.2707,2700.0
1642,-1.3099,40.2807,6000.0
1643,-1.1999,40.2907,3900.0
1644,-0.3399,40.3307,3100.0
1645,-2.49,40.1107,3400.0
1646,-2.0399,40.1607,3900.0
1647,-1.5199,40.1707,5700.0
1648,-1.2899,40.2007,2900.0
1649,-1.1799,40.2107,3800.0
1650,-0.5499,40.2307,6500.0
1651,-0.4399,40.2407,5400.0
1652,-0.3199,40.2507,3300.0
1653,-7.0502,39.2907,1800.0
1654,-6.4302,39.3207,2200.0
1655,-5.1401,39.4507,1000.0
1656,-5.0301,39.4607,3400.0
1657,-2.0199,40.0807,2700.0
1658,-1.5099,40.0907,2700.0
1659,-1.2799,40.1107,1700.0
1660,-1.1699,40.1207,2400.0
1661,-0.5399,40.1407,4500.0
1662,-0.4199,40.1607,3100.0
1663,-0.3099,40.1707,3900.0
1664,-7.1402,39.1907,2800.0
1665,-7.0302,39.2007,1500.0
1666,-5.3401,39.3307,3900.0
1667,-2.12,39.5807,1300.0
1668,-1.4899,40.0107,3500.0
1669,-1.2599,40.0307,3700.0
1670,-1.0399,40.0507,4100.0
1671,-0.5199,40.0607,2600.0
1672,-0.4099,40.0707,1400.0
1673,-0.1798,40.0907,2200.0
1674,-6.2802,39.1707,1800.0
1675,-4.2501,39.3407,3500.0
1676,-1.5899,39.5107,1500.0
1677,-1.3599,39.5307,2800.0
1678,-1.1399,39.5507,4100.0
1679,-0.5099,39.5807,2900.0
1680,-0.3999,39.5907,700.0
1681,-0.2798,40.0007,4200.0
1682,-6.3702,39.0707,1100.0
1683,-4.5701,39.2107,5300.0
1684,-1.5699,39.4307,1900.0
1685,-1.4599,39.4407,1200.0
1686,-1.2299,39.4607,1200.0
1687,-1.0099,39.4807,3400.0
1688,-0.4999,39.4907,1200.0
1689,-0.4999,39.4907,900.0
1690,-4.1001,39.1907,3000.0
1691,-3.48,39.2107,1900.0
1692,-1.3299,39.3607,8700.0
1693,3.8337,40.034,1400.0
1694,4.0604,40.0107,1400.0
1695,-4.3101,39.0707,800.0
1696,-2.28,39.2207,2400.0
1697,-1.3199,39.2807,3800.0
1698,2.9669,39.7673,3300.0
1699,-7.1402,38.3506,1800.0
1700,-6.0802,38.4506,2100.0
1701,-5.5701,38.4706,1200.0
1702,-5.0201,38.5506,900.0
1703,-1.1899,39.2107,1300.0
1704,-1.0799,39.2207,2200.0
1705,-0.5699,39.2307,6000.0
1706,2.517,39.6178,3100.0
1707,-7.1202,38.2706,2100.0
1708,-2.58,39.0107,2300.0
1709,2.7306,39.8041,3300.0
1710,-5.5301,38.3006,3500.0
1711,-4.3601,38.4106,1500.0
1712,-2.23,38.5706,2700.0
1713,-0.4299,39.0707,2000.0
1714,-6.4502,38.1406,1200.0
1715,-5.2901,38.2506,1700.0
1716,-3.39,38.3906,1900.0
1717,-2.21,38.4806,2200.0
1718,-5.2701,38.1606,1300.0
1719,-5.0501,38.2006,2100.0
1720,-4.5401,38.2106,1300.0
1721,-4.3201,38.2406,3500.0
1722,-3.59,38.2806,1800.0
1723,-2.2,38.4006,4500.0
1724,-2.09,38.4106,800.0
1725,-1.4699,38.4306,1700.0
1726,-7.1302,37.5206,1200.0
1727,-6.5202,37.5506,2600.0
1728,-6.4102,37.5706,2300.0
1729,-6.3002,37.5806,1300.0
1730,-6.1902,38.0006,1300.0
1731,-5.2501,38.0806,1500.0
1732,-5.0301,38.1106,2200.0
1733,-4.4101,38.1406,2500.0
1734,-4.3001,38.1606,1500.0
1735,-4.1901,38.1706,1200.0
1736,-4.0801,38.1806,2700.0
1737,-3.35,38.2306,2200.0
1738,-2.51,38.2806,800.0
1739,-6.5002,37.4706,3500.0
1740,-5.3401,37.5806,2200.0
1741,-5.1201,38.0106,1500.0
1742,-4.5001,38.0406,1700.0
1743,-4.3901,38.0606,3400.0
1744,-4.2801,38.0706,1300.0
1745,-4.0601,38.1006,1700.0
1746,-3.56,38.1106,1500.0
1747,-3.34,38.1406,1900.0
1748,-2.39,38.2106,2800.0
1749,-0.9999,38.3106,1400.0
1750,-7.2002,37.3306,2200.0
1751,-7.0902,37.3506,1900.0
1752,-6.5802,37.3706,1100.0
1753,-6.3702,37.4006,1000.0
1754,-6.2602,37.4206,1900.0
1755,-5.1001,37.5306,2300.0
1756,-4.4801,37.5606,3600.0
1757,-4.3701,37.5706,1600.0
1758,-2.48,38.1106,700.0
1759,-2.37,38.1206,2700.0
1760,-2.26,38.1306,2100.0
1761,-2.15,38.1506,2100.0
1762,-1.5299,38.1706,2800.0
1763,-0.5799,38.2306,1000.0
1764,-6.4502,37.3006,2500.0
1765,-2.57,38.0106,1700.0
1766,-2.46,38.0206,4100.0
1767,-2.35,38.0406,900.0
1768,-2.14,38.0606,3800.0
1769,-1.2999,38.1106,400.0
1770,-3.5,37.4606,1300.0
1771,-2.56,37.5306,3500.0
1772,-2.34,37.5506,1300.0
1773,-2.23,37.5606,1800.0
1774,-2.0099,37.5906,2700.0
1775,-1.4999,38.0006,2000.0
1776,-1.0599,38.0506,500.0
1777,-6.4102,37.1306,2600.0
1778,-5.4701,37.2106,1900.0
1779,-3.27,37.4006,2200.0
1780,-2.54,37.4406,1400.0
1781,-2.1,37.4906,3700.0
1782,-3.47,37.2906,700.0
1783,-2.52,37.3606,4900.0
1784,-4.0601,37.1806,5800.0
1785,-3.56,37.1906,1400.0
1786,-3.45,37.2106,4000.0
1787,-3.34,37.2206,1000.0
1788,-2.51,37.2706,900.0
1789,-3.43,37.1206,1200.0
1790,-3.22,37.1506,300.0
1791,-2.38,37.2006,4200.0
1792,-4.0301,37.0106,1300.0
1793,-3.09,37.0806,1400.0
1794,-2.58,37.0906,3700.0
1795,-5.3501,36.3106,3400.0
1796,-5.3301,36.2206,4200.0
1797,1.2702,41.1707,3200.0
1798,1.5103,41.1907,800.0
1799,1.1702,41.0807,1400.0
1800,1.3302,39.0106,1400.0
1801,-0.4599,42.5708,1000.0
1802,-0.0598,40.0207,1500.0
1803,-6.1668,36.9673,1700.0
1804,-6.0168,36.9339,2300.0
1805,-5.9335,36.9839,2100.0
1806,-5.7668,37.1839,1000.0
1807,-2.5501,37.7366,430.0
1808,-3.8667,40.7507,2600.0
1809,-3.8667,40.784,3800.0
1810,-3.9001,40.784,7000.0
1811,-3.85,40.734,2400.0
1812,-3.8653,40.734,9000.0
1813,-3.8667,40.7342,6600.0
1814,-5.3506,36.7505,2000.0
1815,-5.3503,36.7505,3800.0
1816,-5.3501,36.7507,11600.0
1817,-5.4169,36.767,2000.0
1818,-5.4168,36.7673,2200.0
1819,-5.3495,36.7499,7400.0
1820,-5.3502,36.7516,200.0
1821,-5.3668,36.7506,600.0
1822,-5.3501,36.7506,5000.0
1823,-5.3497,36.7508,3300.0
1824,-5.3501,36.7506,1300.0
1825,-0.0498,38.7006,3200.0
1826,-0.0498,38.8006,4300.0
1827,-1.7999,38.1006,2000.0
1828,-0.6999,38.1006,900.0
1829,-0.6999,38.1006,660.0
1830,-1.2335,38.2507,6290.0
1831,-1.2332,38.2506,5740.0
1832,-1.2005,38.2707,2870.0
1833,-1.202,38.2675,5950.0
1834,-1.2,38.2673,6440.0
1835,-1.2018,38.2786,4590.0
1836,-1.1999,38.2673,4310.0
1837,-1.2001,38.2675,5380.0
1838,-1.2011,38.2673,2000.0
1839,-1.2017,38.2674,5180.0
1840,-1.2017,38.2674,4760.0
1841,-1.1999,38.2686,4780.0
1842,-1.2005,38.269,3950.0
1843,-2.45,38.5506,3200.0
1844,-0.8332,39.8507,5710.0
1845,1.999,41.3332,10200.0
1846,0.1668,41.3174,10500.0
1847,0.0502,41.3674,7290.0
1848,0.0502,41.3007,13190.0
1849,0.0835,41.3841,11740.0
1850,0.0172,41.3508,3630.0
1851,0.0168,41.3509,3650.0
1852,1.7336,41.484,2060.0
1853,-1.5833,37.5673,1270.0
1854,-1.2828,37.6004,440.0
1855,-1.2999,37.6005,1660.0
1856,-1.3001,37.6008,1900.0
1857,-1.3499,37.5673,1300.0
1858,-1.2832,37.5969,350.0
1859,-1.2666,37.6339,2330.0
1860,-1.2914,37.5974,1000.0
1861,-1.2825,37.5982,1200.0
1862,-1.5499,37.6006,2140.0
1863,-1.3499,37.5999,2350.0
1864,-1.2833,37.5999,1250.0
1865,-2.0166,38.1506,1490.0
1866,-1.9999,38.1673,1670.0
1867,-1.9333,38.184,1090.0
1868,-1.9499,38.184,1020.0
1869,-1.8999,38.1006,2480.0
1870,-1.8999,38.1506,2550.0
1871,-2.0833,38.0173,1970.0
1872,-1.8521,38.1005,3490.0
1873,-1.8833,38.1173,2180.0
1874,-1.7333,37.6674,2140.0
1875,-1.6833,37.5839,980.0
1876,-1.6529,37.7173,1470.0
1877,-1.5666,37.4839,1790.0
1878,-1.6333,37.734,1080.0
1879,-1.6501,37.7075,1120.0
1880,-1.7331,37.6673,860.0
1881,-1.5499,37.6339,560.0
1882,-1.7999,37.5506,2500.0
1883,-1.6499,37.6506,1510.0
1884,-1.5999,37.5506,1850.0
1885,-1.6666,37.6339,980.0
1886,-1.7333,37.6506,850.0
1887,1.7003,41.8341,6500.0
1888,0.7835,41.6341,7800.0
1889,0.6335,41.6341,9600.0
1890,0.6502,41.5507,5300.0
1891,0.6502,41.5341,4100.0
1892,0.9169,41.8674,17500.0
1893,0.7669,41.6507,4900.0
1894,0.7835,41.6507,2600.0
1895,0.9669,41.5507,10000.0
1896,0.5502,41.7507,8100.0
1897,0.6335,41.8174,12800.0
1898,0.6669,41.6507,15100.0
1899,0.6335,41.7174,8600.0
1900,0.6502,41.7007,9100.0
1901,0.7008,41.6343,17300.0
1902,0.7502,41.334,9500.0
1903,0.7669,41.7507,11800.0
1904,0.8002,41.7341,15500.0
1905,0.6169,41.7507,8000.0
1906,0.7169,41.6007,11000.0
1907,-0.5332,41.4674,4500.0
1908,0.7669,41.8674,10500.0
1909,0.7002,41.9174,6300.0
1910,0.5501,41.9341,3700.0
1911,0.5669,41.8674,3500.0
1912,0.4853,41.6943,13000.0
1913,0.6007,41.6007,800.0
1914,0.6669,41.5841,7600.0
1915,0.6002,41.6015,14800.0
1916,0.6002,41.5841,7100.0
1917,0.7169,41.5174,4000.0
1918,0.9669,41.4007,8400.0
1919,0.8335,41.4341,6900.0
1920,0.9502,41.8007,7400.0
1921,-0.9332,41.7841,4900.0
1922,-0.9342,41.7829,15000.0
1923,-0.9329,41.7833,8500.0
1924,0.8335,41.8841,7300.0
1925,0.7835,41.8841,12000.0
1926,-0.9666,41.5507,4300.0
1927,-0.7499,41.4507,5900.0
1928,-0.3665,41.2007,8000.0
1929,-0.3332,41.1836,6600.0
1930,-0.3336,41.1841,4000.0
1931,-0.4665,41.0674,9900.0
1932,-0.4665,41.1174,6200.0
1933,-0.5497,41.1674,4600.0
1934,-0.5499,41.1674,5000.0
1935,-0.883,41.4353,8400.0
1936,-0.8832,41.4341,6400.0
1937,0.6668,41.6507,7000.0
1938,0.6671,41.6507,11300.0
1939,0.6665,41.6505,6700.0
1940,-0.5663,41.4007,6100.0
1941,-0.5665,41.4012,4700.0
1942,-0.4332,41.3174,3300.0
1943,-0.4332,41.3172,7700.0
1944,-0.4665,41.334,5600.0
1945,-0.4624,41.3344,4100.0
1946,-0.4476,41.3372,2500.0
1947,-0.4165,41.4174,2000.0
1948,-0.4165,41.4175,5700.0
1949,-0.4165,41.3841,3700.0
1950,0.6669,41.6174,18000.0
1951,0.6502,41.6007,11300.0
1952,0.6669,41.6007,4800.0
1953,2.8341,42.0174,2900.0
1954,2.8335,42.0174,4300.0
1955,0.5502,41.934,2600.0
1956,0.7002,41.6341,2800.0
1957,2.8712,42.0177,1800.0
1958,2.8337,42.0173,1100.0
1959,2.8659,42.0165,1100.0
1960,2.8688,42.0167,1600.0
1961,2.8654,42.0173,1000.0
1962,2.867,42.0174,300.0
1963,2.8669,42.0158,1200.0
1964,2.8675,42.0174,2000.0
1965,2.8676,42.0172,3000.0
1966,2.8663,42.0166,1600.0
1967,2.8659,42.0173,1000.0
1968,2.8654,42.0173,3000.0
1969,2.8663,42.0173,6500.0
1970,2.867,42.0174,12600.0
1971,2.8669,42.0175,4100.0
1972,2.8668,42.0174,3100.0
1973,2.8837,42.0174,3400.0
1974,2.8837,42.0174,3600.0
1975,-0.7499,38.484,200.0
1976,-0.7499,38.6173,190.0
1977,-0.6603,38.6002,680.0
1978,-0.7332,38.484,1860.0
1979,-0.6844,38.5646,1410.0
1980,-0.5665,38.534,2810.0
1981,-0.6499,38.584,2610.0
1982,-0.7614,38.6975,2540.0
1983,-0.7165,38.534,1920.0
1984,-0.7165,38.6673,2670.0
1985,-0.6499,38.7173,2270.0
1986,-0.5499,38.5506,5670.0
1987,-0.6646,38.5521,3270.0
1988,-0.6665,38.7006,3100.0
1989,-0.7165,38.4673,1960.0
1990,-0.6832,38.634,3090.0
1991,1.501,42.0,1000.0
1992,1.5003,42.0007,1600.0
1993,1.4997,41.9998,8200.0
1994,1.5002,42.0006,4100.0
1995,1.5001,42.0002,8900.0
1996,1.5002,42.0173,5100.0
1997,1.5001,42.0176,3400.0
1998,1.5003,42.0341,6800.0
1999,1.5001,42.0172,3800.0
2000,1.5003,42.0341,2100.0
2001,-5.5835,40.0008,2990.0
2002,-5.5834,40.0007,5100.0
2003,-5.4001,40.4507,4170.0
2004,-0.1257,42.637,2400.0
2005,-0.1312,42.6184,2200.0
2006,-0.1331,42.6188,1250.0
2007,-0.13,42.6194,1650.0
2008,-0.1335,42.6183,2180.0
2009,-0.1314,42.6179,1570.0
2010,-0.1281,42.6218,1300.0
2011,-0.1337,42.6175,880.0
2012,-0.1349,42.6181,1150.0
2013,-0.1333,42.6174,2600.0
2014,-0.1291,42.6177,3900.0
2015,-0.133,42.6171,3000.0
2016,-0.133,42.6171,2600.0
2017,-0.1346,42.6194,3400.0
2018,-0.1354,42.6175,1800.0
2019,-0.1307,42.6188,7600.0
2020,-0.1271,42.619,12500.0
2021,-0.1302,42.6197,4350.0
2022,-0.1323,42.6203,1700.0
2023,-0.1325,42.6202,2900.0
2024,-0.1245,42.6181,2900.0
2025,-0.1298,42.6255,3930.0
2026,-0.1315,42.6197,2800.0
2027,-0.1326,42.6183,3500.0
2028,-0.1282,42.6182,3900.0
2029,-0.1301,42.6191,2300.0
2030,-0.1309,42.6306,4300.0
2031,-0.1328,42.6201,2950.0
2032,-0.1204,42.621,4560.0
2033,-0.1256,42.6172,7800.0
2034,-0.1266,42.6144,3200.0
2035,-0.1206,42.618,2550.0
2036,-0.1195,42.6172,2000.0
2037,-0.1329,42.6221,1400.0
2038,-0.1137,42.617,7100.0
2039,-0.1129,42.6207,4700.0
2040,-0.1213,42.6176,1600.0
2041,-0.1318,42.6192,2600.0
2042,-6.9169,42.7841,3300.0
2043,-6.9169,42.7841,3400.0
2044,-6.9169,42.7841,3500.0
2045,-1.4999,41.8507,1800.0
2046,-4.1501,40.5665,3800.0
2047,-4.1513,40.5674,3900.0
2048,-4.1501,40.584,2500.0
2049,-4.1167,40.7007,3600.0
2050,-5.7501,37.834,2000.0
2051,-1.8177,41.8007,800.0
2052,-0.8165,41.7341,1310.0
2053,-0.7832,41.6674,1230.0
2054,-0.8999,42.0507,560.0
2055,-0.6999,41.6174,1510.0
2056,-1.6666,41.8341,2660.0
2057,-2.1666,42.8341,1600.0
2058,-2.1666,42.8508,700.0
2059,-2.1666,42.8508,500.0
2060,-6.1835,40.5507,1800.0
2061,-6.1168,40.5674,940.0
2062,-6.4502,40.4674,860.0
2063,-8.267,42.7008,3200.0
2064,-3.8667,40.9007,2400.0
2065,-3.75,40.6507,2300.0
2066,-4.0167,39.8507,1700.0
2067,-3.6667,38.834,3400.0
2068,-5.3835,39.3673,1600.0
2069,-5.3834,39.3673,1800.0
2070,-5.7168,40.1175,1400.0
2071,-5.7168,40.1174,1700.0
2072,-2.5512,37.7506,430.0
2073,-2.7333,37.5506,1120.0
2074,-2.5645,37.5833,1560.0
2075,-2.5704,37.584,610.0
2076,-2.5666,37.5839,230.0
2077,-2.5666,37.584,260.0
2078,-2.5662,37.5841,600.0
2079,-2.7,37.6006,330.0
2080,-3.7167,37.1005,420.0
2081,-3.718,37.0997,500.0
2082,-3.9167,37.0839,460.0
2083,-3.6,39.8673,1600.0
2084,-3.4667,39.7673,1800.0
2085,-1.9499,43.0008,7600.0
2086,-2.0666,42.8175,4900.0
2087,-2.3833,37.6173,2200.0
2088,-2.2333,37.6506,1700.0
2089,-2.3833,37.5506,1800.0
2090,-2.4498,37.6006,2000.0
2091,-2.4506,37.6006,900.0
2092,-2.45,37.5999,2100.0
2093,-1.8666,37.0506,470.0
2094,-1.83,37.3808,800.0
2095,-1.8166,37.3006,800.0
2096,-1.8275,37.0504,1240.0
2097,-1.8162,37.1673,1030.0
2098,-1.8333,37.1339,700.0
2099,-1.8499,37.1339,620.0
2100,-1.8999,37.1673,1400.0
2101,-1.7666,37.3173,900.0
2102,-1.816,37.1673,390.0
2103,-1.8333,37.1506,720.0
2104,-1.8499,37.1173,1130.0
2105,-1.8333,37.1839,1200.0
2106,-1.8333,37.2006,500.0
2107,-1.8999,37.0506,300.0
2108,-2.2166,36.7673,440.0
2109,-2.2,36.8173,900.0
2110,-2.05,36.8173,1180.0
2111,-2.1,36.8173,850.0
2112,-2.1166,36.7839,730.0
2113,-2.233,36.7854,780.0
2114,-2.2189,36.7643,570.0
2115,-2.2166,36.7673,870.0
2116,-2.1189,37.3665,1500.0
2117,-1.8999,37.4839,1300.0
2118,-2.0666,37.4673,1200.0
2119,-2.3666,37.0506,500.0
2120,-1.8666,37.4673,2100.0
2121,-2.1166,37.3673,900.0
2122,-2.1,37.684,1560.0
2123,-2.1361,37.5039,1540.0
2124,-1.8502,38.1017,2200.0
2125,-2.5666,37.4839,1880.0
2126,-1.7002,37.6643,5210.0
2127,-1.7002,37.6675,1750.0
2128,-2.45,37.7003,1500.0
2129,-2.45,37.7006,700.0
2130,-2.4553,37.7007,1600.0
2131,-2.8833,37.3173,920.0
2132,-2.8667,37.2839,1020.0
2133,-3.1333,37.3009,1520.0
2134,-2.8333,37.2839,1980.0
2135,-2.8333,37.2838,1200.0
2136,-3.1167,37.2839,2050.0
2137,-2.9833,37.3173,1630.0
2138,-2.95,37.3339,1420.0
2139,-2.9667,37.2673,8200.0
2140,-3.0833,37.3173,5500.0
2141,-2.8834,37.2504,580.0
2142,-2.9992,37.1673,670.0
2143,-3.15,37.3006,400.0
2144,-3.1831,37.3173,670.0
2145,-2.8667,37.2173,390.0
2146,-3.1333,37.3006,510.0
2147,-2.8333,37.3839,5620.0
2148,-2.7167,37.4673,480.0
2149,-2.8333,37.4173,4070.0
2150,-2.5833,37.3339,870.0
2151,-2.7649,37.483,1210.0
2152,-2.7667,37.4673,440.0
2153,-2.5833,37.3673,370.0
2154,-2.5833,37.4499,3880.0
2155,-2.75,37.4576,730.0
2156,-2.749,37.4704,3000.0
2157,-2.7644,37.4666,2000.0
2158,-2.7667,37.4673,2200.0
2159,-2.8167,37.1006,3950.0
2160,-2.7667,37.3506,2470.0
2161,-2.7499,37.4673,2220.0
2162,-5.4001,38.0506,800.0
2163,-6.5835,37.7506,700.0
2164,-4.6501,40.5174,5010.0
2165,-4.6668,40.4674,3640.0
2166,-4.5168,40.534,6650.0
2167,-4.4001,40.5674,4310.0
2168,-4.4237,40.5671,3260.0
2169,-6.7002,40.2674,3800.0
2170,-6.7002,40.2007,2360.0
2171,-6.6002,40.2174,2400.0
2172,-6.6669,40.1507,2000.0
2173,-6.5002,40.1674,1820.0
2174,-5.7502,40.1007,3160.0
2175,-5.8335,40.034,960.0
2176,-5.7502,40.0507,1810.0
2177,-5.6501,40.1174,860.0
2178,-5.4667,40.1007,1470.0
2179,-5.4501,40.1174,1700.0
2180,-6.3169,40.3007,3140.0
2181,-6.4169,40.234,2920.0
2182,-6.4669,40.4507,4010.0
2183,-6.3502,40.5007,2220.0
2184,-6.1835,40.5674,31400.0
2185,-6.3502,40.5174,12500.0
2186,-6.1843,40.5675,12200.0
2187,-6.1169,40.5674,8700.0
2188,-5.0168,40.3174,49400.0
2189,-5.7001,40.4007,14400.0
2190,-2.7,38.0006,1800.0
2191,-2.7,38.0006,2300.0
2192,-2.6998,37.9766,3700.0
2193,-2.9266,37.9006,5800.0
2194,-2.9,37.9006,3400.0
2195,-4.6001,41.2674,910.0
2196,-4.6334,41.5174,720.0
2197,-5.051,41.2674,370.0
2198,-5.7502,40.3507,9200.0
2199,-3.75,41.0007,6100.0
2200,-6.3524,37.0519,600.0
2201,-6.3519,37.0503,3100.0
2202,-6.3402,37.0352,4200.0
2203,-2.9667,37.9006,5400.0
2204,-2.9501,38.0673,8000.0
2205,-2.9477,38.0662,8300.0
2206,-2.9594,38.0673,5100.0
2207,-2.9467,38.0667,15100.0
2208,-2.6166,42.5174,2270.0
2209,-6.34,37.0404,600.0
2210,-6.3494,37.0541,700.0
2211,-6.3365,37.051,1790.0
2212,-6.3505,37.0496,2090.0
2213,-6.4085,37.0864,2790.0
2214,-2.9019,37.8985,10100.0
2215,-2.8833,37.9006,6400.0
2216,-2.9024,37.8993,9700.0
2217,-2.95,38.0674,4100.0
2218,-2.9027,37.8923,7200.0
2219,-2.9003,37.9003,4000.0
2220,-3.1499,37.0673,2350.0
2221,-3.15,37.0673,1250.0
2222,-3.15,37.0673,1640.0
2223,-4.2667,43.0674,7300.0
2224,-3.9667,40.7674,7800.0
2225,-3.9167,40.784,5970.0
2226,-8.5337,42.8674,5500.0
2227,-8.5336,42.8668,7600.0
2228,-8.5338,42.8676,8700.0
2229,-8.5336,42.8674,10100.0
2230,-8.5336,42.8668,10600.0
2231,-3.4334,40.1673,840.0
2232,-3.4,40.1174,2160.0
2233,-3.4294,40.1674,870.0
2234,-3.4167,40.1507,1700.0
2235,-2.9,37.5506,3160.0
2236,-3.1,37.1006,3090.0
2237,-2.1499,42.8174,2300.0
2238,-2.15,42.8174,1060.0
2239,-2.2333,42.8174,5060.0
2240,-2.06,42.8174,930.0
2241,-1.7166,43.0008,3000.0
2242,-4.5501,40.1674,7200.0
2243,-4.3001,40.2674,3800.0
2244,-4.5398,40.165,6500.0
2245,-4.7501,40.1507,1500.0
2246,-4.7168,40.134,1600.0
2247,-4.8834,39.884,2500.0
2248,-4.9334,39.634,5800.0
2249,-4.8001,39.5673,2300.0
2250,-3.9,39.9007,10300.0
2251,-3.3167,39.8673,4800.0
2252,-3.3333,39.834,9500.0
2253,-1.8499,41.7674,4700.0
2254,-1.6164,41.9507,4900.0
2255,-1.8499,41.7841,15700.0
2256,-1.8154,41.7999,3200.0
2257,-1.8166,41.8006,4300.0
2258,-1.8166,41.7507,4200.0
2259,-1.8166,41.7507,3000.0
2260,-1.7833,41.8341,4200.0
2261,-1.6833,41.8174,5200.0
2262,-1.5999,41.8841,1700.0
2263,-1.6006,41.8841,5100.0
2264,-1.6166,41.9501,17900.0
2265,-3.9165,38.984,160.0
2266,-3.9167,38.9839,2250.0
2267,-3.2167,39.1007,1060.0
2268,-0.1164,42.7015,4600.0
2269,-0.1165,42.7008,900.0
2270,-0.1165,42.7008,3500.0
2271,-0.4499,42.6507,6700.0
2272,-0.4498,42.6508,7800.0
2273,-0.8499,42.7841,3700.0
2274,-0.8665,42.8008,5500.0
2275,-0.9165,42.7841,4500.0
2276,-0.9332,42.435,3000.0
2277,-0.9329,42.4341,2300.0
2278,-0.7832,42.6341,8400.0
2279,-0.7666,42.6341,11200.0
2280,-0.7665,42.6342,5500.0
2281,-0.7332,42.8838,8000.0
2282,-0.7305,42.884,10600.0
2283,-0.1831,42.7016,5000.0
2284,-0.1831,42.7008,6300.0
2285,-0.1833,42.7008,5100.0
2286,0.5836,42.5843,9100.0
2287,0.5835,42.5841,6300.0
2288,0.6335,42.6008,8700.0
2289,0.6835,42.7174,7000.0
2290,0.6834,42.7008,5000.0
2291,0.6835,42.7008,8200.0
2292,1.9832,42.3174,6000.0
2293,1.9837,42.3175,3900.0
2294,1.9836,42.3174,8400.0
