,Longitude,Latitude,pH
2425,-6.9157,39.0507,5.2
2426,-6.853,39.0812,5.7
2427,-6.8669,39.1173,7.0
2428,-6.7169,39.184,5.7
2429,-6.0502,39.0507,5.3
2430,-5.9835,39.0673,5.1
2431,-5.9502,39.0173,5.0
2432,-5.8335,39.084,5.8
2433,-5.8002,39.1173,4.9
2434,-5.7001,39.034,5.8
2435,-5.6501,39.034,5.7
2436,-7.0502,38.8506,5.7
2437,-6.9835,38.9006,7.8
2438,-6.9669,38.8506,8.2
2439,-6.853,38.7912,7.7
2440,-6.8483,38.794,7.1
2441,-6.8463,38.7893,6.3
2442,-6.8424,38.794,7.0
2443,-6.7169,38.9673,6.1
2444,-6.5669,38.934,6.7
2445,-6.6169,38.8673,7.6
2446,-6.5835,38.834,7.0
2447,-6.4669,38.834,8.2
2448,-6.4669,38.8506,6.1
2449,-6.4169,38.884,6.7
2450,-6.3669,38.8673,7.7
2451,-6.3502,38.8506,6.4
2452,-6.1668,38.8506,7.7
2453,-6.0835,38.884,6.8
2454,-6.0668,38.984,6.0
2455,-5.9668,38.9507,5.8
2456,-5.8168,38.984,7.4
2457,-5.8168,38.9673,7.7
2458,-5.7668,38.984,7.0
2459,-5.7001,38.934,5.5
2460,-5.6501,39.0173,6.0
2461,-5.2668,38.984,5.1
2462,-7.0836,38.8173,6.9
2463,-7.0502,38.784,5.7
2464,-7.0335,38.7673,7.3
2465,-6.9669,38.7173,6.3
2466,-6.8335,38.8006,6.9
2467,-6.6835,38.8006,6.0
2468,-6.4335,38.8006,6.3
2469,-6.6835,38.684,8.2
2470,-6.5169,38.7673,8.1
2471,-6.4057,38.7212,7.9
2472,-6.3657,38.7029,7.6
2473,-6.2835,38.684,7.7
2474,-6.1141,38.8312,6.4
2475,-5.8502,38.784,6.0
2476,-5.8502,38.7006,5.8
2477,-5.7501,38.784,5.1
2478,-5.6335,38.734,6.4
2479,-5.5501,38.7506,5.7
2480,-6.9002,38.5506,5.4
2481,-6.8335,38.5465,5.2
2482,-6.8002,38.634,7.2
2483,-6.7002,38.6506,6.4
2484,-6.4835,38.6173,6.8
2485,-6.4169,38.584,7.8
2486,-6.3168,38.584,6.9
2487,-6.2835,38.5506,7.7
2488,-5.8668,38.584,6.2
2489,-5.7835,38.634,6.1
2490,-5.7335,38.6506,7.3
2491,-5.6501,38.634,5.7
2492,-5.6001,38.584,6.0
2493,-5.5168,38.6173,5.7
2494,-6.8169,38.4173,4.5
2495,-6.7669,38.6173,6.4
2496,-6.6002,38.434,5.9
2497,-6.5169,38.4006,5.8
2498,-6.3335,38.4673,7.8
2499,-6.3502,38.3673,6.6
2500,-6.2502,37.984,6.5
2501,-5.8502,38.484,5.5
2502,-7.0835,38.234,5.8
2503,-7.0002,38.284,5.3
2504,-6.7835,38.3173,7.6
2505,-6.6896,38.2251,6.2
2506,-6.6558,38.194,6.0
2507,-6.4835,38.2173,5.5
2508,-5.7168,38.284,7.7
2509,-6.5669,38.134,6.6
2510,-6.5335,38.034,6.1
2511,1.8003,42.1841,7.7
2512,1.8669,42.2341,6.1
2513,2.0336,42.2341,7.8
2514,2.167,41.8841,8.1
2515,2.1836,41.9341,8.0
2516,2.2003,41.9674,8.4
2517,2.3003,41.9507,7.8
2518,2.417,41.9674,5.7
2519,2.4336,41.9507,6.0
2520,2.467,41.9007,6.0
2521,2.3336,41.8841,7.2
2522,1.8003,41.7007,7.4
2523,2.0336,41.6674,7.6
2524,2.237,41.8213,7.5
2525,2.3253,41.8118,4.2
2526,2.3892,41.7785,5.4
2527,2.3336,41.7674,4.5
2528,2.3947,41.7285,6.4
2529,2.4392,41.7618,6.5
2530,1.5183,41.6202,7.3
2531,1.5169,41.5174,7.6
2532,2.0336,41.6174,7.2
2533,1.4336,41.5007,5.5
2534,2.367,41.534,6.1
2535,2.317,41.5007,6.8
2536,2.3586,41.5368,7.5
2537,2.3586,41.5229,7.7
2538,1.553,41.4515,7.9
2539,1.6749,41.428,7.7
2540,1.6269,41.3515,7.2
2541,1.8669,41.4007,7.0
2542,1.9305,41.3889,7.5
2543,1.9503,41.334,6.7
2544,1.9169,41.3007,7.4
2545,1.967,41.284,7.7
2546,1.967,41.3174,7.0
2547,2.0108,41.3302,6.5
2548,1.9528,41.2882,7.6
2549,1.9455,41.2696,7.4
2550,2.367,41.6841,6.1
2551,-3.8167,42.9174,4.2
2552,-3.4,42.9674,8.0
2553,-3.45,42.7341,8.9
2554,-3.4334,42.7674,6.1
2555,-3.1667,42.8174,4.9
2556,-3.1,42.6508,8.2
2557,-3.0668,42.1341,4.2
2558,-3.0667,42.1341,5.5
2559,-3.0167,42.0424,4.1
2560,-3.2833,41.9507,6.6
2561,-3.0333,41.9841,4.3
2562,-3.0167,41.9841,5.8
2563,-3.15,41.8674,4.3
2564,-4.0167,41.7341,8.2
2565,-3.9334,41.7507,6.3
2566,-3.8834,41.7674,6.8
2567,-3.8667,41.7507,7.8
2568,-3.9167,41.7174,8.0
2569,-3.8834,41.7007,7.5
2570,-3.8,41.7674,7.6
2571,-3.7667,41.7341,8.4
2572,-3.6334,41.7841,7.2
2573,-3.7334,41.7007,8.3
2574,-3.6834,41.7174,7.5
2575,-3.6334,41.7341,7.5
2576,-3.6167,41.7841,6.1
2577,-3.55,41.7174,6.1
2578,-3.4834,41.8174,8.4
2579,-3.5,41.7507,8.3
2580,-3.5167,41.7007,8.4
2581,-3.45,41.7007,8.7
2582,-3.8167,41.6507,7.7
2583,-3.5834,41.6174,7.2
2584,-3.5667,41.6341,8.1
2585,-3.5167,41.6841,6.8
2586,-3.9667,41.8174,8.0
2587,-3.9501,41.7507,8.3
2588,-3.55,41.7674,8.3
2589,-6.2502,40.3507,5.4
2590,-6.7001,40.1998,5.0
2591,-6.6919,40.2424,4.1
2592,-6.5002,40.2507,4.8
2593,-6.1502,40.2174,6.1
2594,-6.0502,40.2507,5.2
2595,-5.6168,40.0174,5.0
2596,-5.7001,40.2674,5.1
2597,-6.4669,40.034,5.2
2598,-6.3169,40.084,5.4
2599,-6.0335,40.0507,5.3
2600,-6.0002,40.034,5.8
2601,-5.8835,40.1507,6.6
2602,-5.8668,40.134,5.0
2603,-5.8335,40.134,5.4
2604,-5.5668,40.1507,5.9
2605,-5.5835,40.1174,6.0
2606,-5.8335,40.1146,4.6
2607,-5.6001,40.0174,6.0
2608,-5.3668,40.134,4.9
2609,-6.8669,39.8673,6.2
2610,-6.5169,39.9173,5.3
2611,-6.4002,39.8673,6.7
2612,-6.0502,39.884,5.9
2613,-5.9168,39.934,5.5
2614,-5.6835,39.9174,6.3
2615,-5.6001,39.934,5.6
2616,-5.5835,39.6673,5.7
2617,-6.3335,39.7173,5.9
2618,-5.5668,39.734,7.6
2619,-5.3501,39.8007,6.5
2620,-5.2168,39.7673,7.1
2621,-7.0836,39.6007,5.5
2622,-6.6502,39.6007,5.7
2623,-6.2668,39.6007,6.5
2624,-5.8668,39.5507,5.0
2625,-5.7835,39.584,5.5
2626,-5.6335,39.634,5.5
2627,-5.3335,39.5507,6.1
2628,-6.6835,39.384,6.6
2629,-6.4169,39.4507,7.6
2630,-6.2835,39.434,6.1
2631,-5.9168,39.3507,5.3
2632,-5.7001,39.384,6.0
2633,-5.3335,39.484,4.9
2634,-6.5946,39.2701,5.4
2635,-6.5002,39.284,6.4
2636,-6.2168,39.334,5.3
2637,-5.346,39.3312,5.1
2638,-6.0168,39.1507,5.4
2639,-5.9168,39.1173,6.5
2640,-5.7168,39.134,5.2
2641,-6.8072,40.1646,4.8
2642,-5.8502,40.2674,5.5
2643,-5.8835,40.2507,5.4
2644,-5.8668,40.234,5.7
2645,-6.8669,40.2174,5.2
2646,-6.7669,40.234,4.3
2647,-6.7835,40.2174,5.0
2648,-5.5668,40.1007,5.7
2649,-5.4668,39.884,6.3
2650,-6.7835,40.184,4.8
2651,-6.6335,40.2174,5.0
2652,-6.5835,40.0174,5.3
2653,-6.5669,40.0174,6.3
2654,-6.5502,40.034,5.6
2655,-6.5502,40.0174,5.7
2656,-6.5502,40.0007,6.0
2657,-5.6835,40.0174,5.0
2658,-5.5668,40.034,5.5
2659,-5.5335,40.0674,5.2
2660,-5.4335,40.1007,4.3
2661,-5.4335,40.0507,5.3
2662,-5.4001,40.1174,5.2
2663,-6.5669,39.984,6.1
2664,-6.3169,39.984,6.7
2665,-6.3169,39.9173,6.1
2666,-6.4002,39.9507,5.8
2667,-6.3835,39.9007,6.0
2668,-5.7001,36.9006,7.7
2669,-5.1168,36.9673,7.6
2670,-5.1001,36.9173,7.3
2671,-5.1168,36.9506,6.9
2672,-6.1835,36.7506,7.6
2673,-6.0502,36.7006,7.9
2674,-6.0779,36.6841,7.9
2675,-5.7335,36.7339,7.0
2676,-5.6668,36.7673,7.0
2677,-5.6168,36.8006,7.5
2678,-5.5835,36.8173,7.0
2679,-6.0502,36.5173,7.9
2680,-5.7001,36.5006,5.6
2681,-6.0835,36.4839,6.9
2682,-5.8335,36.2339,7.6
2683,-5.4335,36.3006,7.0
2684,-5.3835,36.3173,6.1
2685,-5.4001,36.2506,6.3
2686,-5.4335,36.2006,6.9
2687,-5.3946,36.1837,7.8
2688,-4.3681,43.3936,6.1
2689,-4.3387,43.3519,4.7
2690,-4.2834,43.3675,7.1
2691,-4.1167,43.4008,6.2
2692,-4.0834,43.4008,7.3
2693,-4.0334,43.4175,6.4
2694,-4.0667,43.3508,5.3
2695,-3.7773,43.3966,5.4
2696,-3.775,43.3958,6.9
2697,-3.65,43.3841,7.4
2698,-3.6167,43.3841,6.8
2699,-3.45,43.3841,7.0
2700,-3.2667,43.3841,4.4
2701,-4.0923,43.3575,5.1
2702,-4.5334,43.3175,4.8
2703,-4.6668,43.2508,6.9
2704,-4.6168,43.2341,7.4
2705,-4.2667,43.2341,4.6
2706,-4.2334,43.2841,6.4
2707,-4.2001,43.3008,4.7
2708,-4.3001,43.1841,5.3
2709,-4.1001,43.3008,7.0
2710,-4.0834,43.2008,4.2
2711,-3.9501,43.2008,4.6
2712,-3.8,43.1841,4.7
2713,-3.75,43.2675,4.9
2714,-3.6334,43.3008,5.0
2715,-3.6,43.2174,4.8
2716,-3.7909,43.1986,5.6
2717,-3.4667,43.3008,6.1
2718,-3.35,43.3175,5.3
2719,-4.7001,43.1508,4.9
2720,-4.7168,43.0841,4.7
2721,-4.6668,43.0674,4.9
2722,-4.5168,43.1341,4.2
2723,-4.2501,43.1341,5.0
2724,-4.2445,43.0897,4.9
2725,-4.0834,43.1174,5.5
2726,-4.1501,43.0341,4.6
2727,-3.9334,43.0841,4.9
2728,-3.75,43.1341,4.7
2729,-3.9328,43.1533,5.2
2730,-3.45,43.1508,5.8
2731,-4.1001,42.9508,6.7
2732,-4.0167,42.8841,5.2
2733,-3.9667,42.8508,4.9
2734,-0.1665,40.7507,8.0
2735,-0.1665,40.7174,8.0
2736,-0.2165,40.5507,7.9
2737,-0.1332,40.6174,7.8
2738,-0.0832,40.6507,7.8
2739,-0.0498,40.6007,7.8
2740,0.0002,40.584,7.9
2741,0.2168,40.584,7.9
2742,0.0668,40.3507,7.9
2743,0.3835,40.3674,7.6
2744,-0.2999,40.3007,7.3
2745,0.0668,40.284,8.0
2746,-0.1498,39.784,8.3
2747,-0.3999,40.1507,8.3
2748,-0.3165,40.1174,8.5
2749,-0.4665,40.0507,8.2
2750,-0.4332,40.0174,8.2
2751,0.0335,40.1507,8.0
2752,0.0668,40.134,7.4
2753,0.0668,40.1007,6.9
2754,0.1002,40.084,7.1
2755,-0.4499,39.9174,6.0
2756,-0.4165,39.9007,7.3
2757,-0.2165,39.884,6.5
2758,-0.2665,39.8507,6.6
2759,-0.0498,39.884,8.6
2760,-0.5665,39.8007,7.5
2761,-0.4332,39.7673,7.8
2762,-0.4499,39.8007,7.2
2763,-0.1998,39.7507,8.0
2764,-0.1637,39.7673,8.0
2765,-4.887,39.4451,5.5
2766,-4.7801,39.4465,5.4
2767,-4.6668,39.3673,5.2
2768,-3.2167,39.4007,7.5
2769,-2.9333,39.3507,7.8
2770,-3.7334,39.2673,6.4
2771,-3.5667,39.234,7.8
2772,-3.4334,39.2673,7.7
2773,-3.1833,39.3173,7.8
2774,-2.8667,39.284,7.7
2775,-4.1765,39.0523,7.8
2776,-4.157,39.0348,6.7
2777,-3.2417,39.1118,8.3
2778,-3.1167,39.1173,8.0
2779,-3.8334,38.834,6.4
2780,-3.6945,38.8687,7.9
2781,-3.6536,38.9257,7.7
2782,-3.3947,38.837,7.9
2783,-3.2667,38.884,7.9
2784,-3.0833,38.9173,8.0
2785,-4.0801,38.734,7.6
2786,-3.8956,38.722,7.4
2787,-3.4334,38.8006,7.7
2788,-3.0167,38.7006,7.8
2789,-2.9833,38.8173,8.0
2790,-2.8667,38.7673,8.0
2791,-2.7167,38.684,7.8
2792,-3.6,38.634,7.1
2793,-3.8903,38.5826,6.7
2794,-3.4667,38.6006,7.8
2795,-3.4834,38.6006,7.5
2796,-3.2833,38.584,7.0
2797,-3.4639,39.259,8.0
2798,-3.2333,39.309,7.5
2799,-3.3333,38.8173,7.7
2800,-3.4084,38.8006,7.7
2801,-3.0167,39.1895,7.9
2802,-3.1542,39.3173,8.3
2803,-4.9168,38.634,6.0
2804,-5.1668,38.384,5.4
2805,-4.9001,38.584,7.0
2806,-4.8834,38.4006,8.3
2807,-4.9334,38.3506,5.7
2808,-4.807,38.4409,4.8
2809,-4.8168,38.3979,5.3
2810,-4.8043,38.3562,5.0
2811,-4.7584,38.3812,5.4
2812,-4.7376,38.3451,5.9
2813,-4.6501,38.3506,6.2
2814,-4.5834,38.4006,5.4
2815,-4.5459,38.4534,5.6
2816,-4.5904,38.409,6.3
2817,-4.6001,38.3673,4.8
2818,-5.3335,38.2673,6.0
2819,-5.3501,38.234,5.7
2820,-4.8834,38.2006,7.0
2821,-4.7834,38.2506,6.0
2822,-4.8168,38.2006,6.5
2823,-5.3668,38.084,6.6
2824,-5.3501,38.1006,6.7
2825,-4.9001,38.0173,4.1
2826,-4.8334,38.0506,5.9
2827,-4.4001,38.0506,7.3
2828,-5.0668,37.934,6.1
2829,-4.8501,37.9673,6.6
2830,-4.8001,37.984,6.5
2831,-4.8001,37.8673,8.0
2832,-5.2501,37.7339,7.9
2833,-5.0987,37.7784,8.0
2834,-5.0765,37.8034,7.9
2835,-5.0168,37.784,7.7
2836,-4.9987,37.7312,7.6
2837,-4.7834,37.8173,7.8
2838,-4.7834,37.7673,7.5
2839,-4.9334,37.5173,7.0
2840,-4.6668,37.5173,7.7
2841,-4.2667,37.4673,7.3
2842,-4.4667,37.3673,7.9
2843,-4.1334,37.3839,7.3
2844,-4.3667,37.3173,7.5
2845,-7.9975,43.6994,6.0
2846,-8.117,43.6008,5.7
2847,-7.9836,43.5841,6.6
2848,-8.0503,43.4841,4.7
2849,-8.8337,43.2174,5.3
2850,-8.767,43.2174,6.0
2851,-8.3836,43.2841,5.6
2852,-8.2003,43.3008,7.2
2853,-8.2072,43.3105,8.4
2854,-8.1336,43.3174,4.1
2855,-8.0836,43.1841,4.8
2856,-7.967,43.1841,5.3
2857,-8.8337,43.1341,4.9
2858,-8.8003,43.1674,5.3
2859,-8.7003,43.1674,5.4
2860,-8.7337,43.1174,4.6
2861,-8.5837,43.1341,4.8
2862,-8.5003,43.1174,5.3
2863,-8.3503,43.0674,5.1
2864,-8.1336,43.1508,5.4
2865,-8.0836,43.1341,4.5
2866,-8.017,43.0674,5.0
2867,-8.0003,43.0841,6.0
2868,-9.0837,42.8508,5.3
2869,-9.0504,42.8841,5.1
2870,-9.017,42.9508,5.1
2871,-8.9503,42.9674,4.7
2872,-8.8003,42.9341,5.2
2873,-8.6503,42.9841,5.3
2874,-8.717,42.8841,5.1
2875,-8.6837,42.8841,6.1
2876,-8.567,42.9008,4.3
2877,-8.367,42.8841,4.4
2878,-8.1336,42.9341,6.5
2879,-8.017,42.898,5.8
2880,-8.867,42.7508,5.5
2881,-8.7003,42.8174,4.8
2882,-8.7837,42.7841,4.8
2883,-8.7003,42.7341,4.5
2884,-8.4003,42.8008,5.4
2885,-8.217,43.3091,7.1
2886,-2.55,40.3507,7.9
2887,-2.2333,40.4674,8.3
2888,-2.2333,40.4674,8.6
2889,-1.8666,40.4007,7.6
2890,-1.8499,40.384,7.6
2891,-1.9166,40.384,7.5
2892,-2.8333,40.2007,8.1
2893,-2.55,40.2174,7.7
2894,-2.0333,40.2507,7.9
2895,-1.9166,40.2507,7.4
2896,-1.9166,40.2174,7.6
2897,-1.8333,40.2507,7.1
2898,-3.0667,40.0507,8.1
2899,-2.7,40.084,7.6
2900,-2.55,40.134,7.4
2901,-2.5166,40.1174,8.1
2902,-2.3666,40.084,8.4
2903,-2.1,40.1674,7.9
2904,-2.0333,40.1674,6.7
2905,-2.0333,40.1673,7.8
2906,-1.9499,40.034,7.1
2907,-1.8999,40.034,7.3
2908,-1.6666,40.1007,7.7
2909,-1.6666,40.0507,6.7
2910,-2.0333,39.884,7.8
2911,-1.9833,39.9674,7.6
2912,-1.9833,39.9507,7.7
2913,-1.9333,39.984,6.8
2914,-1.9333,39.9674,7.7
2915,-1.6833,39.984,7.7
2916,-2.9,39.8173,8.1
2917,-2.7333,39.5173,8.2
2918,-2.7167,39.4673,8.6
2919,-2.7333,39.4507,8.6
2920,-2.75,39.384,8.7
2921,-2.5166,40.5007,8.1
2922,-2.7833,40.284,8.2
2923,-2.4333,40.2007,8.9
2924,-1.7963,40.4118,7.6
2925,-1.7708,40.2124,7.1
2926,-1.7944,40.3813,7.6
2927,2.1336,42.2341,7.7
2928,2.1503,42.3007,6.8
2929,2.2003,42.3174,6.8
2930,2.1836,42.2841,4.1
2931,2.167,42.2507,8.5
2932,2.4892,42.2602,6.6
2933,2.4906,42.2144,6.4
2934,2.7003,42.2841,8.2
2935,2.6837,42.2674,7.6
2936,2.2003,42.3174,7.6
2937,2.5198,42.1521,5.5
2938,2.7337,42.1341,7.9
2939,2.4281,41.8424,4.8
2940,2.4225,41.8396,5.5
2941,2.7837,41.9841,6.8
2942,2.7837,41.9507,7.8
2943,2.7503,41.9285,6.2
2944,2.7642,41.8368,5.0
2945,3.017,41.9507,6.5
2946,3.0337,41.9341,6.4
2947,3.1672,41.9201,6.4
2948,2.4378,41.8479,6.0
2949,2.7156,41.7696,6.8
2950,2.7503,42.1507,7.1
2951,-2.55,37.6506,8.7
2952,-2.45,37.7506,8.4
2953,-2.4333,37.8173,8.1
2954,-3.6,37.4228,7.2
2955,-3.5667,37.4006,7.9
2956,-3.3,37.4006,8.4
2957,-2.7667,37.4839,8.1
2958,-2.7667,37.3673,7.6
2959,-2.5833,37.4506,8.1
2960,-3.7334,37.2173,8.1
2961,-3.7334,37.1673,8.3
2962,-3.55,37.2506,8.2
2963,-3.55,37.2673,8.1
2964,-3.5167,37.2673,6.4
2965,-4.1001,37.3173,8.2
2966,-3.1833,37.3172,7.9
2967,-3.0667,37.3173,7.2
2968,-3.1833,37.2673,8.0
2969,-2.8833,37.2506,7.8
2970,-3.1167,37.2339,7.1
2971,-3.0167,37.1839,7.5
2972,-4.0834,37.1673,6.8
2973,-2.8167,37.3339,7.6
2974,-4.0834,37.0506,7.9
2975,-4.0334,37.0839,8.3
2976,-4.0334,37.0173,8.0
2977,-3.9167,37.084,8.7
2978,-3.4834,37.0506,5.0
2979,-3.4667,37.1006,7.6
2980,-3.3834,37.1006,5.8
2981,-3.25,37.1506,5.4
2982,-3.2833,37.0173,5.4
2983,-3.0833,37.0173,6.3
2984,-3.0667,37.1506,6.7
2985,-3.8,36.9839,7.9
2986,-3.5334,37.0006,8.2
2987,-3.35,36.9339,7.5
2988,-3.3,36.9006,8.0
2989,-3.2833,36.9839,7.0
2990,-3.0833,36.9506,8.0
2991,-3.15,36.8673,6.5
2992,-3.05,36.8839,8.3
2993,-3.7,36.7839,7.1
2994,-3.5167,36.7839,8.4
2995,-3.6,36.7839,8.2
2996,-3.55,36.7673,7.7
2997,-3.3653,36.7806,7.0
2998,-3.3686,36.7609,7.2
2999,-3.3661,36.7417,7.8
3000,-2.575,37.634,8.4
3001,-2.55,37.6339,8.3
3002,-2.55,37.6339,8.7
3003,-2.5499,37.6339,8.8
3004,-2.5847,37.6423,8.5
3005,-3.7166,37.1006,8.0
3006,-3.2833,41.084,6.2
3007,-3.2333,41.0507,6.2
3008,-3.1667,41.134,5.7
3009,-2.6833,41.1007,7.8
3010,-2.5166,41.134,7.7
3011,-2.3666,41.034,7.6
3012,-3.2722,40.8618,6.2
3013,-3.2167,40.9674,6.1
3014,-3.15,40.8507,5.7
3015,-3.1333,40.9007,8.0
3016,-3.1,40.9507,7.7
3017,-2.8667,40.8507,7.6
3018,-2.7167,40.884,7.3
3019,-1.8666,40.9674,8.2
3020,-3.4278,40.709,7.1
3021,-3.1167,40.7674,7.8
3022,-3.0833,40.7674,8.0
3023,-2.9833,40.784,7.8
3024,-2.9667,40.7674,7.8
3025,-2.6667,40.8007,8.1
3026,-1.6999,40.7507,7.9
3027,-1.6499,40.8007,7.8
3028,-1.5499,40.784,7.9
3029,-3.3167,40.6007,7.1
3030,-3.1708,40.5326,7.7
3031,-3.0833,40.3007,7.9
3032,-3.2458,40.9146,5.8
3033,-3.15,40.734,7.9
3034,-3.3167,40.6007,7.1
3035,-3.2917,41.059,6.2
3036,-3.1,40.934,7.7
3037,-1.5833,40.7757,7.9
3038,-2.95,40.9507,5.9
3039,-3.4167,40.7049,6.5
3040,-2.8667,40.7674,7.7
3041,-3.1667,40.5674,6.0
3042,-3.0667,40.9924,7.9
3043,-1.8333,43.3675,4.2
3044,-1.7833,43.0341,4.8
3045,-2.4166,43.2174,5.0
3046,-2.35,43.2841,5.8
3047,-2.2677,43.2107,6.6
3048,-2.2002,43.3008,7.3
3049,-2.15,43.2341,4.9
3050,-2.0833,43.2841,6.6
3051,-2.0666,43.3008,5.5
3052,-1.8994,43.2445,4.9
3053,-2.5333,43.0008,4.7
3054,-2.5,43.0341,5.0
3055,-2.8333,43.2675,4.4
3056,-2.7,43.3175,4.6
3057,-2.35,43.0841,4.6
3058,-2.2166,43.1508,5.1
3059,-2.25,43.0841,5.5
3060,-2.2666,43.0341,6.2
3061,-2.1166,43.0508,4.8
3062,-2.0499,43.1341,6.4
3063,-1.9333,43.1508,5.1
3064,-2.4166,43.0008,7.1
3065,-2.3,42.9674,4.6
3066,-6.6727,38.0728,5.8
3067,-6.4366,38.0092,6.5
3068,-7.1669,37.984,5.9
3069,-7.1169,37.9673,6.5
3070,-7.0569,37.8392,5.1
3071,-6.4059,36.9166,7.5
3072,-6.9224,37.9573,5.8
3073,-6.8685,37.9459,6.7
3074,-6.8685,37.9328,6.1
3075,-6.7335,37.8673,4.9
3076,-6.6269,37.949,5.7
3077,-6.6502,37.884,7.0
3078,-6.5835,37.8673,5.3
3079,-6.4724,37.8837,6.5
3080,-6.2002,37.9173,6.5
3081,-7.1419,37.7687,6.8
3082,-7.1419,37.7687,5.5
3083,-6.9155,37.6687,6.2
3084,-6.8935,37.7164,4.6
3085,-6.7155,37.7728,5.1
3086,-6.7127,37.7256,4.7
3087,-6.5835,37.7839,5.5
3088,-6.5669,37.5751,5.0
3089,-7.121,37.5751,5.2
3090,-7.121,37.5895,4.7
3091,-6.9169,37.5534,5.7
3092,-6.8919,37.6173,5.2
3093,-7.0002,37.3503,5.6
3094,-6.3502,37.4673,8.3
3095,-6.4669,37.4006,5.9
3096,-6.3724,37.3728,7.7
3097,-7.1699,37.2087,7.7
3098,-6.9335,37.2007,5.8
3099,-6.9332,37.2006,7.6
3100,-6.8502,37.2006,6.6
3101,-6.7335,37.2006,4.5
3102,-6.5835,37.1839,6.2
3103,-6.4962,37.2505,5.6
3104,-6.4335,37.2839,6.3
3105,-6.5169,37.2173,6.2
3106,-6.5002,37.2006,5.5
3107,-6.8169,37.1506,5.6
3108,-6.6835,37.1006,6.2
3109,-6.5044,37.017,5.0
3110,-6.5132,37.1012,6.1
3111,-6.4786,37.1483,5.2
3112,-6.4502,36.9839,6.2
3113,-0.7332,42.8341,5.2
3114,-0.7165,42.8508,5.2
3115,-0.8165,42.7341,8.1
3116,-0.7165,42.7174,7.7
3117,-0.5665,42.6841,7.8
3118,-0.3998,42.8008,6.2
3119,-0.3998,42.7841,5.1
3120,-0.2998,42.7174,7.0
3121,-0.2332,42.7841,4.5
3122,-0.8499,42.6063,5.8
3123,-0.8499,42.6008,8.4
3124,-0.7832,42.5841,7.1
3125,-0.7499,42.5508,5.3
3126,-0.5499,42.5508,6.9
3127,-0.4665,42.5341,7.7
3128,-0.3332,42.6008,5.7
3129,0.0168,42.6341,7.1
3130,-0.0498,42.6008,6.7
3131,0.2335,42.6341,5.9
3132,0.6169,42.5841,5.1
3133,-0.5832,42.4674,6.2
3134,0.1502,42.4674,7.3
3135,0.0335,42.4341,7.5
3136,-0.2665,42.4174,7.8
3137,-0.4665,42.4508,7.5
3138,0.5502,42.4841,6.3
3139,-0.6999,42.4008,5.7
3140,-0.6499,42.3007,6.4
3141,-0.2332,42.2007,8.7
3142,0.5002,42.2007,8.3
3143,-0.7499,42.0007,8.1
3144,-0.5832,42.0341,7.9
3145,-0.7832,41.9841,8.3
3146,-0.7665,41.9674,8.0
3147,-0.6832,42.0007,7.8
3148,-0.3665,41.9757,9.8
3149,-0.2832,41.9466,8.7
3150,-0.2832,41.941,8.5
3151,-0.3498,41.9257,8.4
3152,-0.2707,41.8702,9.5
3153,-0.1998,41.8868,8.8
3154,-0.4499,41.7507,8.1
3155,-0.4165,41.7507,8.4
3156,0.3335,41.6007,8.0
3157,-0.1832,42.6174,7.8
3158,0.0668,42.6008,5.2
3159,0.0168,42.5841,5.8
3160,-0.1332,42.5341,8.0
3161,0.3002,42.6008,7.4
3162,0.2335,42.6174,7.1
3163,0.3835,42.5674,5.3
3164,0.3502,42.5841,7.4
3165,-2.7592,38.509,6.4
3166,-3.9303,38.1656,6.0
3167,-2.7,38.5006,7.8
3168,-2.6166,38.5006,8.0
3169,-2.6,38.4006,6.5
3170,-3.9042,38.3145,6.8
3171,-4.2334,38.0673,7.2
3172,-4.1042,38.037,7.5
3173,-4.0973,38.0437,6.5
3174,-4.0576,38.0356,8.5
3175,-4.0101,38.0595,7.3
3176,-4.0142,38.0437,8.2
3177,-3.9981,38.1117,5.5
3178,-3.92,38.0659,7.4
3179,-3.8839,38.1012,6.3
3180,-3.8834,38.134,6.0
3181,-3.6534,38.3251,8.1
3182,-3.7667,38.0006,7.9
3183,-2.9,38.0506,8.1
3184,-2.7833,38.0673,7.9
3185,-4.0345,37.964,7.4
3186,-3.9167,37.9662,7.6
3187,-3.8667,37.9395,7.6
3188,-3.7456,37.9834,7.7
3189,-3.7478,37.9831,7.6
3190,-3.0667,37.834,7.7
3191,-3.05,37.9673,8.1
3192,-2.9,37.9673,8.0
3193,-3.8175,37.7645,7.5
3194,-3.8167,37.7506,7.5
3195,-3.85,37.734,7.2
3196,-3.8167,37.7173,7.8
3197,-3.0,37.8006,8.0
3198,-3.0192,37.6545,8.1
3199,-2.9,42.3508,7.6
3200,-2.1138,42.4091,7.9
3201,-1.8527,42.2202,7.1
3202,-2.0166,42.1174,8.0
3203,-1.9499,42.1174,7.8
3204,-5.0835,43.1508,6.4
3205,-5.0501,43.1341,5.4
3206,-4.8668,43.1174,4.9
3207,-5.1501,42.7174,4.8
3208,-5.2835,42.6008,6.4
3209,-5.6168,42.4008,6.4
3210,-5.5668,42.3507,7.6
3211,-5.5835,42.3507,7.8
3212,-5.5001,42.4008,4.7
3213,-5.4668,42.4174,6.0
3214,-4.9834,42.4674,5.1
3215,-6.2169,42.3174,5.2
3216,-5.8335,42.2341,4.7
3217,-6.1168,42.3007,5.3
3218,-6.0502,42.3007,5.1
