,Longitude,Latitude,Mg [mg/kg]
2421,-4.6692,39.5673,2.0
2422,-4.6667,39.5673,1.0
2423,-4.6662,39.5682,1.0
2424,-4.6679,39.5687,1.0
2425,-4.6676,39.5678,1.0
2426,-4.668,39.568,1.0
2427,-4.6668,39.5673,1.0
2428,-3.2,38.2506,1.0
2429,0.1343,41.434,1.0
2430,0.1335,41.4348,2.0
2431,0.1335,41.4341,2.0
2432,-0.5999,41.5674,2.0
2433,-0.5165,41.5352,1.0
2434,-0.5995,41.5675,3.0
2435,-0.533,41.5341,2.0
2436,-0.7196,41.5716,5.0
2437,-0.5331,41.5373,1.0
2438,-0.4665,41.4841,2.0
2439,-0.8396,41.5721,3.0
2440,-0.4665,41.4341,1.0
2441,2.1938,41.6363,1.0
2442,2.1804,41.6189,2.0
2443,-0.9077,42.0007,1.0
2444,-0.8582,42.0007,4.0
2445,-2.4666,42.5674,1.0
2446,-1.0332,37.6673,5.0
2447,-1.2334,37.734,3.0
2448,-3.4167,40.184,5.0
2449,-3.4167,40.134,3.0
2450,-1.1305,38.3979,1.0
2451,-1.1193,38.4409,1.0
2452,-4.5756,37.6506,1.0
2453,-4.7268,37.5556,1.0
2454,-4.6168,37.4673,2.0
2455,-4.5801,37.5478,1.0
2456,-1.4996,42.2007,1.0
2457,-1.4999,42.2006,1.0
