,Longitude,Latitude,Sand [%]
2421,-1.8166,43.0897,26.5
2422,-0.8604,42.8124,13.0
2423,-0.8615,42.7702,33.4
2424,-1.0866,42.6785,14.2
2425,-1.0907,42.6952,22.8
2426,-1.5746,43.1719,65.8
2427,-1.7035,43.2155,14.3
2428,-1.481,43.2452,28.0
2429,-1.5355,43.1891,34.6
2430,-1.9122,43.0377,52.4
2431,-1.8638,43.0961,25.6
2432,-1.8424,43.1424,66.1
2433,-1.9055,43.0341,35.7
2434,-1.8919,43.1952,16.9
2435,-1.9299,43.0969,57.8
2436,-2.7538,42.5972,43.4
2437,-2.1617,42.3425,66.6
2438,-0.8932,42.6113,55.4
2439,0.3178,41.7023,50.6
2440,-0.7517,42.7329,32.5
2441,-0.4832,42.5301,23.4
2442,0.0161,42.427,53.0
2443,0.5436,42.1941,51.1
2444,-0.0835,42.6565,41.3
2445,-0.469,42.5198,58.0
2446,0.1576,42.3612,51.5
2447,0.931,41.4691,36.3
2448,0.9905,41.6359,44.4
2449,1.5476,42.1153,62.4
2450,1.6741,42.0196,39.4
2451,1.2658,42.1555,42.2
2452,1.2452,42.3745,36.4
2453,2.7332,41.9202,57.7
2454,2.7871,41.846,62.1
2455,2.9666,41.83,65.7
2456,2.8192,42.2225,64.8
2457,2.7106,42.1286,49.2
2458,2.8927,42.0934,21.8
2459,2.3782,41.786,42.3
2460,2.491,42.1207,62.4
2461,0.2481,41.1076,54.4
2462,1.6786,41.6287,46.5
2463,2.0015,41.6275,41.5
2464,1.9639,41.3542,50.6
2465,1.9629,41.3416,14.8
2466,2.2528,41.4889,68.9
2467,0.5992,40.7538,79.6
2468,0.7312,40.8249,58.6
2469,0.8955,41.2343,51.4
2470,-1.1995,42.1338,75.5
2471,-1.7181,41.617,63.0
2472,-1.3671,41.16,63.5
2473,-1.8386,41.117,42.2
2474,-1.1778,41.4102,63.5
2475,0.064,41.1782,57.4
2476,-1.2067,42.1578,46.8
2477,-2.519,42.0541,4.1
2478,-2.4961,42.0549,47.0
2479,-2.5372,42.0259,76.5
2480,-2.5482,42.0254,52.5
2481,-2.552,42.002,49.0
2482,-2.5436,41.9984,54.0
2483,-2.4631,42.0908,50.5
2484,-3.1975,42.6161,50.2
2485,-2.9833,42.0424,57.3
2486,-3.0667,42.1369,61.5
2487,-5.0262,43.1314,37.8
2488,-5.0249,43.1296,25.2
2489,-5.0218,43.1153,60.9
2490,-5.4139,41.3327,62.2
2491,-5.9342,41.9519,69.1
2492,-5.3589,41.6608,44.8
2493,-5.413,41.9667,80.6
2494,-5.7356,41.538,58.3
2495,-5.7942,41.2547,79.5
2496,-5.6378,41.4602,68.1
2497,-6.2113,41.6646,77.6
2498,-7.0052,42.0729,58.0
2499,-6.1095,41.8188,51.5
2500,-6.3682,42.0272,46.8
2501,-5.1262,41.2312,85.3
2502,-5.2794,41.2093,76.6
2503,-4.8907,41.3988,46.1
2504,-4.2252,41.569,71.1
2505,-4.5222,41.3714,86.5
2506,-4.366,41.621,39.5
2507,-4.6181,41.4768,75.0
2508,-4.5877,41.4578,64.2
2509,-4.4339,41.5409,92.6
2510,-4.7289,41.2297,92.0
2511,-4.791,41.1882,93.8
2512,-4.6125,41.299,94.9
2513,-4.6126,41.3521,90.0
2514,-4.7083,41.5372,92.2
2515,-4.5826,41.3976,61.0
2516,-4.5776,41.4368,69.9
2517,-5.1986,41.3613,63.6
2518,-4.5482,41.3566,73.0
2519,-4.9135,41.2601,83.9
2520,-4.6789,41.4899,84.4
2521,-4.6144,41.2782,75.1
2522,-4.6845,41.4979,80.5
2523,-5.2252,41.3331,80.5
2524,-4.8569,41.4718,78.1
2525,-4.0784,41.6106,78.9
2526,-5.0293,41.3361,64.7
2527,-4.3772,41.4957,73.7
2528,-4.3608,41.6004,81.2
2529,-5.0697,41.2151,58.3
2530,-4.7025,41.2706,42.5
2531,-5.823,40.7289,50.4
2532,-5.9044,40.5044,29.3
2533,-6.7351,41.0412,45.9
2534,-5.7433,40.5183,83.3
2535,-6.2799,41.2025,83.1
2536,-5.194,41.1515,88.5
2537,-5.2383,40.9129,71.5
2538,-5.4989,40.9895,80.0
2539,-5.4989,40.9895,89.0
2540,-5.5179,41.0837,69.0
2541,-5.6503,40.987,44.8
2542,-5.6945,41.167,78.0
2543,-6.0105,40.7134,63.3
2544,-5.7462,40.8785,62.0
2545,-5.8079,40.9329,51.5
2546,-5.2321,41.0815,56.5
2547,-5.2298,41.0842,76.5
2548,-5.201,41.0757,76.0
2549,-5.275,40.805,76.5
2550,-5.3224,40.7383,56.0
2551,-5.4085,40.9572,75.0
2552,-5.3185,41.0653,76.5
2553,-5.4373,40.9638,82.0
2554,-5.3743,40.9133,84.5
2555,-5.3198,40.8843,76.0
2556,-5.1959,40.9579,87.5
2557,-5.1911,40.8508,64.0
2558,-5.3947,41.0665,71.5
2559,-5.3165,40.4303,73.0
2560,-5.5068,40.3629,87.0
2561,-5.041,40.7112,69.5
2562,-5.1075,40.192,70.1
2563,-4.6033,40.9487,84.5
2564,-4.6862,40.9367,92.0
2565,-4.9579,40.9477,55.0
2566,-5.3305,40.2553,74.5
2567,-4.8757,40.7906,68.1
2568,-4.7699,40.8449,72.2
2569,-5.2493,40.3596,63.0
2570,-5.1809,40.3537,71.8
2571,-4.9855,40.3987,69.5
2572,-5.2258,40.3605,67.4
2573,-3.5951,41.1912,56.8
2574,-3.7076,41.1239,39.2
2575,-4.5001,40.56,41.0
2576,-4.2064,40.6448,67.0
2577,-4.3244,40.6346,65.0
2578,-3.4121,40.3438,29.0
2579,-3.2473,40.3623,22.0
2580,-3.4477,40.3797,28.0
2581,-3.4598,40.4337,35.0
2582,-3.2471,40.3533,30.0
2583,-3.2353,40.2903,31.0
2584,-3.2817,40.119,37.0
2585,-3.5998,40.2619,32.0
2586,-3.9678,40.5027,74.0
2587,-3.875,40.6295,65.0
2588,-4.2841,40.3825,58.0
2589,-3.7575,40.6754,28.0
2590,-3.5922,40.7394,42.0
2591,-2.5024,40.7669,65.0
2592,-3.5229,40.965,47.0
2593,-3.8082,40.9723,67.0
2594,-3.7722,40.9456,57.0
2595,-3.4377,40.659,54.0
2596,-3.3429,40.6323,15.0
2597,-3.5054,40.2263,20.0
2598,-3.8006,40.3418,72.0
2599,-3.7303,40.3693,21.0
2600,-3.6259,40.5411,59.0
2601,-3.5539,40.4063,40.0
2602,-3.1575,40.7354,48.0
2603,-2.5425,41.1256,11.0
2604,-1.8732,40.9778,46.0
2605,-3.0888,40.7544,52.0
2606,-1.6524,40.7876,72.0
2607,-1.7073,40.7661,43.0
2608,-3.2311,40.7813,48.0
2609,-2.9879,40.7788,30.0
2610,-3.1059,40.2905,41.0
2611,-2.9644,40.7752,19.0
2612,-3.1421,40.4593,16.0
2613,-3.383,40.8169,33.0
2614,-2.6583,41.0774,8.6
2615,-3.2796,41.0316,71.1
2616,-3.0921,40.9386,20.5
2617,-3.1401,40.9116,18.5
2618,-1.8954,41.0708,33.9
2619,-1.6975,40.6958,57.6
2620,-3.1243,40.7075,47.0
2621,-1.651,40.7979,83.3
2622,-2.2622,40.9449,84.9
2623,-3.1728,41.1444,55.8
2624,-1.578,40.7763,51.1
2625,-1.5865,40.4864,66.8
2626,-1.3132,40.2773,55.1
2627,-1.3606,40.3356,88.4
2628,-1.3601,40.3347,78.4
2629,-1.4912,40.3149,37.4
2630,-0.4848,40.5433,41.8
2631,-1.4889,40.2599,59.6
2632,0.1354,40.3541,36.0
2633,-0.4561,40.1436,47.0
2634,-0.1973,40.5835,40.0
2635,-0.3954,40.136,79.0
2636,0.0369,40.2904,37.0
2637,0.3954,40.3585,31.0
2638,-0.3125,40.3021,72.0
2639,-0.4197,39.1271,44.7
2640,-0.4067,39.1822,49.2
2641,-0.4152,40.9372,31.5
2642,-0.4862,39.1578,36.4
2643,-0.467,39.1772,12.9
2644,-0.4327,39.1359,82.0
2645,-0.4081,39.1336,80.3
2646,-0.398,39.1334,68.7
2647,-0.414,39.14,64.2
2648,-0.4111,39.1255,80.9
2649,-0.4066,39.12,73.5
2650,-0.4408,39.1352,75.0
2651,-0.4419,39.1353,77.4
2652,-0.3624,39.0974,55.7
2653,-0.3794,39.1059,48.1
2654,-0.3817,39.169,59.2
2655,-0.9034,39.2188,43.6
2656,-0.996,39.2195,34.8
2657,-0.9731,39.1916,21.1
2658,-1.1475,39.1855,25.5
2659,-0.9239,39.3079,17.8
2660,-0.9721,39.2457,34.7
2661,-0.9839,39.2369,44.8
2662,-0.9585,39.2672,8.2
2663,-1.0874,39.2656,17.5
2664,-1.0655,39.2208,56.5
2665,-1.2497,39.7277,1.0
2666,-1.2004,39.8273,74.0
2667,0.0727,38.7274,37.9
2668,-0.0681,38.8048,26.7
2669,-0.3735,38.7337,33.7
2670,-1.1152,37.9947,58.0
2671,-1.1779,37.9677,56.4
2672,-1.2471,38.0526,72.0
2673,-1.4277,38.2399,56.6
2674,-1.3511,37.8829,51.8
2675,-1.4148,37.8297,53.2
2676,-1.6061,37.5081,58.0
2677,-1.8514,38.106,74.4
2678,-1.9748,38.0495,71.4
2679,-1.4459,37.8094,31.6
2680,-1.6366,37.5702,25.7
2681,-0.8493,37.7405,57.0
2682,-1.2394,38.0881,52.8
2683,-0.947,37.8188,68.6
2684,-0.8677,40.5699,87.4
2685,-0.9108,37.6722,71.6
2686,-1.3819,38.5231,96.2
2687,-1.1382,38.6114,67.8
2688,-2.2643,37.9935,79.2
2689,-1.106,38.0427,67.2
2690,-0.8339,37.6456,73.4
2691,-1.5159,37.4344,84.2
2692,-1.9467,37.6202,84.6
2693,-1.08,37.9472,81.6
2694,-1.427,37.6847,55.6
2695,-1.2714,38.0836,76.8
2696,-1.8486,38.2096,71.0
2697,-1.4901,38.3146,87.2
2698,-1.1447,37.9068,50.2
2699,-1.2568,38.0248,84.8
2700,-1.1009,38.108,77.8
2701,-1.3217,38.2267,80.8
2702,-1.1659,37.9261,81.2
2703,-0.7424,37.7115,98.4
2704,-2.3892,38.4462,34.8
2705,-2.6991,38.6132,29.6
2706,-2.7002,38.6078,28.1
2707,-2.7001,38.6087,31.3
2708,-2.7002,38.6106,43.6
2709,-2.7025,38.6105,33.1
2710,-2.263,40.4431,58.8
2711,-3.068,40.049,9.5
2712,-2.865,40.1535,49.5
2713,-2.5809,40.3312,57.7
2714,-2.3774,40.0537,22.5
2715,-2.5921,40.0357,13.5
2716,-2.5227,40.0778,49.7
2717,-2.334,40.0642,50.1
2718,-2.5586,40.2311,40.0
2719,-2.2309,40.4699,52.8
2720,-4.0731,40.227,68.0
2721,-4.165,40.1702,62.0
2722,-4.5023,40.0222,65.0
2723,-4.3688,40.2563,55.0
2724,-2.4321,39.9612,27.0
2725,-3.4366,39.9392,23.0
2726,-3.2626,39.7392,38.0
2727,-3.4789,39.7985,28.0
2728,-3.4636,39.7823,26.0
2729,-3.3577,39.6196,36.0
2730,-4.2355,40.1046,74.0
2731,-4.0086,39.914,69.0
2732,-3.9546,39.8154,67.0
2733,-4.1988,40.023,63.0
2734,-3.5442,39.4882,44.0
2735,-3.8612,39.5917,31.0
2736,-4.1282,39.7192,58.0
2737,-3.7092,39.5865,33.0
2738,-4.978,39.8961,55.0
2739,-4.4989,39.5943,45.0
2740,-4.6414,39.7608,46.0
2741,-4.6716,39.609,38.0
2742,-4.6676,39.6379,44.0
2743,-3.7036,39.3747,27.0
2744,-3.9129,39.5801,44.0
2745,-4.5005,39.6438,69.0
2746,-2.9195,39.2268,36.0
2747,-3.232,39.328,62.0
2748,-3.2378,39.3136,52.0
2749,-3.4311,39.24,33.0
2750,-3.3358,38.8294,47.0
2751,-3.5806,39.243,41.0
2752,-3.4182,38.8228,57.0
2753,-3.1643,39.1497,53.0
2754,-3.5515,39.0061,44.0
2755,-3.0023,39.194,63.0
2756,-2.9594,39.3075,84.0
2757,-3.1612,39.3182,92.0
2758,-3.0115,38.8011,50.0
2759,-2.8607,38.7667,27.0
2760,-2.7113,38.7124,36.0
2761,-3.0458,38.7096,36.0
2762,-3.1148,38.9182,16.0
2763,-3.2346,39.3915,42.0
2764,-3.2825,38.8935,23.0
2765,-3.3452,38.6275,25.0
2766,-3.3481,38.632,39.0
2767,-6.7772,40.243,73.4
2768,-6.2646,40.3032,29.7
2769,-7.2671,39.3703,71.1
2770,-5.5909,40.1146,83.2
2771,-5.8787,40.2898,80.7
2772,-6.7326,40.2764,69.1
2773,-5.6553,40.1411,70.6
2774,-5.6664,40.2742,72.6
2775,-5.8361,40.326,67.0
2776,-6.6745,40.1869,52.2
2777,-6.6859,40.2475,52.3
2778,-6.6739,40.2216,67.7
2779,-5.7224,40.0576,78.0
2780,-6.0142,39.9912,37.9
2781,-5.324,39.4577,40.6
2782,-5.6655,39.3914,69.9
2783,-5.5902,40.0669,62.4
2784,-6.4128,39.4652,77.2
2785,-6.2083,39.319,81.7
2786,-6.8485,39.8466,81.4
2787,-6.6902,39.6179,61.7
2788,-5.4725,39.3344,63.7
2789,-5.4147,39.6086,65.7
2790,-5.8131,40.127,70.3
2791,-5.3508,39.3198,49.6
2792,-5.1732,39.7827,37.2
2793,-5.6101,40.0034,72.4
2794,-5.3487,40.1342,69.0
2795,-6.7156,40.204,83.2
2796,-6.946,38.9222,72.8
2797,-5.7966,38.9667,95.5
2798,-5.7689,38.9948,97.4
2799,-6.4977,38.7441,71.5
2800,-6.429,38.7349,48.4
2801,-6.4178,38.7257,59.2
2802,-6.5173,39.0414,40.7
2803,-6.4155,38.5828,39.2
2804,-6.427,38.7268,45.7
2805,-5.512,38.7822,59.6
2806,-6.8581,39.1193,75.2
2807,-5.6311,38.766,85.6
2808,-5.7301,38.5079,38.3
2809,-5.8352,38.6892,75.8
2810,-6.3406,38.778,66.5
2811,-6.8266,38.8259,76.4
2812,-5.7885,38.6115,69.3
2813,-5.8254,38.4538,78.6
2814,-5.5691,38.5115,68.8
2815,-6.3652,38.8276,34.5
2816,-5.7998,38.9599,57.7
2817,-6.409,38.7156,62.9
2818,-6.5794,38.9481,41.9
2819,-6.6883,38.6475,50.7
2820,-6.7087,37.7288,62.4
2821,-6.7113,37.7739,63.9
2822,-6.7135,37.7758,39.8
2823,-6.7199,37.7344,55.9
2824,-6.4379,37.7025,59.8
2825,-6.4709,37.7158,58.8
2826,-6.4029,37.7135,46.5
2827,-5.679,37.8833,37.2
2828,-5.6607,37.8643,48.5
2829,-5.8604,37.7236,60.4
2830,-5.8435,37.578,34.0
2831,-5.9794,37.4666,43.6
2832,-6.1238,36.9023,77.0
2833,-6.3099,37.2257,18.4
2834,-6.0333,36.864,90.7
2835,-6.3335,37.3848,30.7
2836,-5.7501,37.1603,57.5
2837,-5.5732,37.2562,11.0
2838,-5.87,37.3242,75.0
2839,-6.2987,37.2849,64.5
2840,-5.8455,37.2743,78.9
2841,-5.5611,37.4665,14.9
2842,-5.4403,37.1212,45.1
2843,-5.8941,36.9798,21.1
2844,-5.3765,36.7885,48.3
2845,-5.4325,36.6995,11.4
2846,-5.3799,36.6988,13.8
2847,-5.3436,36.741,67.4
2848,-5.6156,36.8831,27.5
2849,-5.7249,36.6923,30.7
2850,-5.5954,36.8178,22.8
2851,-5.7772,36.6695,16.8
2852,-5.1982,36.8839,10.1
2853,-5.6541,36.5213,66.9
2854,-5.9156,36.4823,9.9
2855,-5.3813,36.204,24.2
2856,-5.368,36.2277,20.8
2857,-5.3963,36.3031,77.2
2858,-5.4154,36.2057,78.4
2859,-5.6027,36.0323,47.0
2860,-6.0469,36.7121,36.2
2861,-6.0581,36.8009,9.5
2862,-5.8313,36.725,14.2
2863,-5.6108,36.8357,41.1
2864,-5.8668,36.5204,8.9
2865,-6.0388,36.5167,28.8
2866,-5.9459,36.3058,75.1
2867,-6.3992,36.6856,53.1
2868,-6.0844,36.6875,75.7
2869,-5.5972,36.8213,17.5
2870,-5.9458,36.2873,75.5
2871,-4.5243,36.9634,8.4
2872,-4.6606,36.6928,31.1
2873,-4.6987,36.6945,70.6
2874,-4.6254,36.7495,9.2
2875,-4.6234,36.72,26.0
2876,-4.5923,36.6867,51.0
2877,-4.5906,36.7634,61.3
2878,-4.5695,36.6887,50.5
2879,-4.6584,36.7089,72.1
2880,-4.5134,36.9598,9.4
2881,-4.5426,36.9559,8.9
2882,-4.5498,36.9517,7.7
2883,-4.5568,36.9539,4.4
2884,-4.4548,37.3794,64.1
2885,-4.1285,37.3861,23.9
2886,-4.801,37.8509,65.1
2887,-5.0169,37.7866,44.2
2888,-5.2688,37.7076,66.1
2889,-4.4773,37.9446,53.3
2890,-4.51,37.7477,66.5
2891,-4.6625,37.5763,52.9
2892,-4.6529,37.5264,28.1
2893,-4.3303,37.6019,19.1
2894,-4.3853,37.3176,15.1
2895,-4.4338,37.4652,57.1
2896,-4.2073,37.4078,27.5
2897,-5.2079,37.7944,34.8
2898,-4.6768,37.6941,27.0
2899,-4.8168,37.7768,29.2
2900,-4.4458,37.9797,34.3
2901,-5.2343,37.7002,35.1
2902,-4.7618,37.8524,15.0
2903,-4.7728,37.841,37.7
2904,-4.2605,37.4789,16.4
2905,-4.708,38.4687,60.3
2906,-4.6464,38.0001,67.5
2907,-5.0588,37.9458,50.6
2908,-4.8958,38.6379,76.8
2909,-5.1731,38.3853,41.9
2910,-4.8853,38.2127,43.1
2911,-4.9864,37.7082,61.0
2912,-2.9045,37.9025,31.9
2913,-2.8567,37.8952,33.7
2914,-2.8527,37.8966,37.4
2915,-3.0,37.839,15.0
2916,-2.9452,38.023,61.1
2917,-2.907,37.9753,48.2
2918,-2.9789,38.0134,11.1
2919,-2.9875,38.0341,56.6
2920,-2.9676,38.0278,11.3
2921,-2.9897,37.8403,4.7
2922,-2.9118,37.9669,52.4
2923,-2.0818,37.9706,56.6
2924,-2.8885,37.948,48.9
2925,-2.9129,37.934,20.0
2926,-3.2043,37.5256,40.5
2927,-3.8319,37.3299,41.3
2928,-3.4809,37.4274,13.9
2929,-4.1132,37.3222,28.0
2930,-4.0506,37.1479,16.0
2931,-3.6003,37.4467,34.3
2932,-3.6207,37.4538,26.4
2933,-3.6327,37.269,21.8
2934,-2.546,37.587,81.8
2935,-3.5131,36.9167,87.8
2936,-2.9763,37.2091,79.1
2937,-3.3254,37.0277,75.8
2938,-3.3027,37.0265,83.2
2939,-3.3279,37.0557,85.5
2940,-2.4087,37.5968,62.9
2941,-3.6445,37.0877,60.4
2942,-3.6456,37.3203,53.5
2943,-3.2717,37.379,44.6
2944,-4.1527,37.2687,85.4
2945,-3.2041,36.845,66.4
2946,-3.1107,36.9488,18.8
2947,-2.4284,37.8326,61.9
2948,-2.6553,37.4154,51.9
2949,-3.6847,37.0289,67.5
2950,-3.5928,36.9979,54.3
2951,-3.5953,37.0195,33.3
2952,-3.5539,37.4037,6.4
2953,-0.1393,40.6154,60.0
2954,-0.3139,39.1873,25.1
2955,-0.5788,39.5625,9.0
2956,-0.0823,38.8761,16.3
2957,-0.2651,39.8438,56.4
2958,-0.8227,38.8285,24.0
2959,-0.0783,40.6589,26.0
2960,-0.5237,38.8136,26.8
2961,-0.4316,39.7665,37.7
2962,-0.9338,39.7585,82.0
2963,-0.5652,38.9496,91.0
2964,-0.3198,39.3226,71.7
2965,-0.0376,38.8743,90.8
2966,0.0593,40.2891,57.0
2967,0.045,38.7033,26.5
2968,-0.9516,39.5516,72.0
2969,-0.5943,38.77,24.6
2970,-0.5974,39.698,55.0
2971,-0.5685,38.8505,35.1
2972,-0.6713,38.7989,52.3
2973,-0.2005,39.7071,33.0
2974,-0.287,39.5831,23.8
2975,-0.7909,38.7378,24.5
2976,-0.9307,39.8486,19.0
2977,-0.1527,38.8772,38.2
2978,0.0012,40.5848,23.0
2979,-1.4507,40.1282,29.0
2980,-1.1695,39.6724,27.0
2981,-0.8501,39.8201,8.5
2982,-0.1761,38.8687,43.1
2983,-0.666,39.0417,19.8
2984,-0.8865,39.776,78.0
2985,-0.011,40.5761,10.0
2986,-0.8869,39.7487,80.0
2987,-0.257,39.7535,50.0
2988,-0.4723,39.29,24.1
2989,-2.3,37.3006,54.5
2990,-1.8777,37.2506,23.4
2991,-2.8494,36.983,31.8
2992,-2.8687,36.8157,42.0
2993,-2.4243,37.0358,25.0
2994,-2.795,37.1569,56.5
2995,-6.0029,36.8062,12.7
2996,-5.3816,36.2006,24.3
2997,-6.1502,36.5173,63.8
2998,-5.6668,36.5006,66.9
2999,-6.1891,36.7492,12.8
3000,-5.5918,36.8145,22.8
3001,-4.6668,37.5173,28.1
3002,-4.7862,37.8187,10.5
3003,-4.7945,37.9784,53.1
3004,-4.6584,38.3506,78.3
3005,-4.8168,38.2006,44.0
3006,-3.6667,37.3839,23.9
3007,-4.8002,37.8673,65.1
3008,-3.7945,37.0589,25.0
3009,-3.3834,37.1006,60.6
3010,-2.6,37.3947,81.8
3011,-3.7017,36.7784,68.3
3012,-3.1111,37.2325,50.1
3013,-2.5917,37.6451,9.5
3014,-3.3084,37.4089,13.3
3015,-4.082,37.3228,28.0
3016,-3.7667,37.3089,13.2
3017,-3.6361,37.0284,54.3
3018,-3.7334,37.1673,35.7
3019,-7.0569,37.8395,57.4
3020,-6.9391,37.5617,35.4
3021,-6.3724,37.4562,30.5
3022,-6.5044,37.0173,91.5
3023,-7.0002,37.3506,87.3
3024,-6.5955,37.2276,12.5
3025,-6.4724,37.884,43.4
3026,-4.0973,38.0437,77.5
3027,-3.8778,37.8895,17.2
3028,-3.1472,38.259,39.0
3029,-3.5,37.9728,13.2
3030,-3.2428,37.7601,9.1
3031,-3.0722,37.8395,25.7
3032,-4.1806,38.0992,39.5
3033,-2.9528,37.9062,72.5
3034,-3.9278,37.7145,15.7
3035,-4.6084,37.0867,38.0
3036,-4.3723,36.7728,35.4
3037,-4.6751,36.6506,86.0
3038,-4.5987,36.9992,46.1
3039,-4.7557,36.8423,43.2
3040,-5.6599,37.2339,57.6
3041,-6.1891,37.3839,65.9
3042,-5.6599,37.3756,29.7
3043,-4.9112,37.2812,30.4
3044,-6.2002,36.9089,1.2
3045,-5.637,37.918,63.5
3046,-5.4418,37.0506,26.9
3047,-5.7835,37.4839,78.6
3048,-5.9168,37.5339,47.4
3049,-2.9994,41.8498,90.7
3050,-2.997,41.8534,92.5
3051,-3.2798,41.9179,79.5
3052,-3.8709,41.76,81.3
3053,-3.0453,41.9768,81.1
3054,-4.758,40.9802,86.6
3055,-5.5905,41.445,60.4
3056,-5.2881,42.6024,65.2
3057,-4.7928,42.6517,50.5
3058,-6.4919,42.002,49.7
3059,-6.3254,41.6944,41.1
3060,-4.7531,41.1073,93.2
3061,-5.2987,41.5548,81.9
3062,-4.7331,42.545,80.5
3063,-5.0011,42.4709,68.0
3064,-1.8113,41.8036,78.0
3065,-1.823,41.7893,80.0
3066,-1.8533,41.8459,33.5
3067,-4.4293,40.5609,38.0
3068,-4.5013,40.6141,57.0
3069,-4.5017,40.6321,53.0
3070,-4.5119,40.5599,47.0
3071,-4.5221,40.4877,45.0
3072,-4.3362,40.6341,61.0
3073,-3.05,43.1341,36.5
3074,-3.0333,43.1174,22.9
3075,-2.5,42.5021,52.7
3076,-2.8333,43.0508,11.7
3077,-2.595,43.0236,49.6
3078,-2.4166,42.5341,70.5
3079,-2.6333,42.9924,57.8
3080,-2.5833,42.9508,55.2
3081,-2.5833,42.8549,53.8
3082,-2.6333,42.8424,37.8
3083,-2.6333,42.5008,53.3
3084,-2.4975,42.9286,5.5
3085,-2.4166,42.9341,3.7
3086,-2.7167,42.9341,55.6
3087,-2.55,42.823,41.0
3088,-2.4747,42.7347,56.0
3089,-2.4508,42.6852,84.6
3090,-2.303,42.7924,78.3
3091,-2.2722,42.8102,40.8
3092,-2.7833,42.5827,60.3
3093,-2.6667,42.5846,74.5
3094,-2.6833,42.5508,19.3
3095,-2.6166,42.4994,92.0
3096,-2.5,42.6016,54.5
3097,-2.4878,42.6222,75.1
3098,-2.7028,39.3118,91.9
3099,-2.5166,39.2007,63.5
3100,-2.4277,39.2498,65.5
3101,-2.3486,39.2396,59.4
3102,-2.375,39.1721,56.5
3103,-2.6667,39.134,52.0
3104,-2.7333,39.0868,56.8
3105,-2.5,39.084,64.4
3106,-2.45,39.0618,46.0
3107,-2.4166,39.0007,41.5
3108,-2.0166,39.0173,34.7
3109,-2.7333,38.984,72.2
3110,-2.6,38.9173,75.9
3111,-1.8944,38.7256,48.8
3112,-2.6427,38.5734,29.6
3113,-2.6655,38.6005,28.1
3114,-2.6988,38.6908,33.2
3115,-2.55,38.6506,49.8
3116,-2.55,38.5673,18.0
3117,-2.5,38.6173,44.8
3118,-2.4166,38.434,11.4
3119,-0.1498,38.8506,38.2
3120,-0.8166,38.7173,65.3
3121,-0.7832,38.734,34.6
3122,-0.5332,38.684,32.8
3123,-0.4832,38.7673,26.8
3124,-0.3832,38.734,33.7
3125,-0.0665,38.8006,26.7
3126,0.0502,38.7006,26.5
3127,-0.9166,38.5673,44.4
3128,-0.6332,38.534,47.9
3129,-0.2999,38.534,18.2
3130,-0.2332,38.5173,18.6
3131,-0.9332,38.4006,17.8
3132,-0.7499,38.2506,9.6
3133,-0.6832,38.2673,28.2
3134,-0.5987,38.1923,46.6
3135,-0.5362,38.1273,69.4
3136,-0.6332,38.184,58.7
3137,-0.9499,38.1173,49.0
3138,-0.9666,38.0173,65.9
3139,-0.8832,38.0173,25.0
3140,-0.6665,38.1006,73.4
3141,-0.8166,37.884,60.7
3142,-0.3665,38.5173,48.6
3143,-0.6165,38.434,21.6
3144,-0.4332,38.4173,33.0
3145,-2.1189,37.8506,39.6
3146,-2.15,37.884,44.8
3147,-2.2333,37.8173,17.1
3148,-2.2833,37.7006,34.0
3149,-2.1166,37.8173,28.3
3150,-2.15,37.7673,10.2
3151,-2.0666,37.734,47.5
3152,-2.1333,37.5506,47.8
3153,-2.5166,37.3506,48.8
3154,-2.4166,37.4173,64.4
3155,-2.35,37.4673,48.7
3156,-2.2333,37.4339,80.6
3157,-2.1387,37.3839,81.5
3158,-2.0833,37.4839,35.3
3159,-1.8999,37.5006,77.4
3160,-2.0625,36.8006,53.5
3161,-2.8167,37.1673,48.8
3162,-2.5666,37.3339,56.4
3163,-2.5833,37.2339,54.7
3164,-2.5166,37.2006,71.9
3165,-2.45,37.3006,71.0
3166,-2.3,37.3006,54.8
3167,-2.3,37.2006,61.3
3168,-2.2,37.1839,54.2
3169,-1.8833,37.2506,24.7
3170,-1.8333,37.2339,62.0
3171,-2.9167,37.0839,51.9
3172,-2.9,37.0173,25.4
3173,-2.7667,37.1173,49.6
3174,-2.8,37.1506,60.0
3175,-2.7333,37.0006,48.3
3176,-2.5666,37.0339,51.7
3177,-2.4166,37.0339,26.3
3178,-2.35,37.0839,91.0
3179,-2.25,37.1506,64.4
3180,-2.2333,37.0839,67.4
3181,-2.1333,37.1506,67.3
3182,-1.8833,37.0506,60.2
3183,-1.8499,37.1673,1.0
3184,-2.9833,36.9006,27.5
3185,-2.9167,36.9673,56.9
3186,-2.8833,37.0006,64.7
3187,-2.8833,36.8673,24.5
3188,-2.7667,36.9839,31.1
3189,-2.7667,36.8839,51.4
3190,-2.7167,36.8339,46.9
3191,-2.5833,36.9839,33.1
3192,-2.5166,36.8839,46.2
3193,-2.4833,36.9506,30.1
3194,-2.3333,37.0006,61.3
3195,-2.2166,36.9173,61.8
3196,-2.15,36.8673,76.2
3197,-2.0833,36.8506,29.7
3198,-1.9666,37.0006,5.6
3199,-2.0333,36.8839,43.4
3200,-3.1167,36.7673,29.9
3201,-2.95,36.7506,94.9
3202,-2.9333,36.8173,24.3
3203,-2.7333,36.7673,31.4
3204,-2.6833,36.7173,68.3
3205,-2.6333,36.7506,51.7
3206,-2.6166,36.7339,43.5
3207,-2.25,36.8339,76.3
3208,-2.2,36.7673,68.2
