,Longitude,Latitude,C/N
2425,-4.0835,39.9001,10.6
2426,-4.0167,39.884,14.1
2427,-3.5667,39.984,12.1
2428,-3.6334,39.8507,11.1
2429,-3.4667,39.9507,10.3
2430,-3.3167,39.934,13.4
2431,-3.4834,39.884,11.3
2432,-3.2833,39.884,10.9
2433,-3.55,39.8173,7.9
2434,-3.7167,39.7673,14.8
2435,-3.7334,39.7007,15.5
2436,-3.3667,39.784,7.8
2437,-3.25,39.734,12.4
2438,-3.1167,39.784,10.0
2439,-3.7667,39.3201,11.0
2440,-3.6834,39.684,14.0
2441,-3.7167,39.684,9.0
2442,-3.2167,39.7507,15.6
2443,-3.3667,39.8507,11.1
2444,-1.4499,40.134,14.4
2445,-0.9332,39.8507,13.2
2446,-1.2499,39.734,13.0
2447,-1.1332,39.684,20.1
2448,-1.0999,39.7507,14.6
2449,-1.0832,39.734,13.1
2450,-1.1832,39.8173,23.0
2451,-0.9332,39.7507,22.4
2452,-0.9666,39.684,21.0
2453,-0.8499,39.8173,11.8
2454,-0.6665,39.8173,14.2
2455,-0.7165,39.7007,9.3
2456,-0.6999,39.784,13.5
2457,-0.4832,39.7007,14.0
2458,-0.1998,39.7007,12.7
2459,-1.4332,39.5673,24.0
2460,-1.1999,39.6007,12.0
2461,-1.2166,39.534,10.0
2462,-1.1666,39.6673,14.2
2463,-0.9499,39.5507,14.0
2464,-0.7999,39.6507,11.1
2465,-0.8666,39.5173,12.4
2466,-0.6999,39.534,17.0
2467,-0.5999,39.7007,10.5
2468,-0.5832,39.5673,12.8
2469,-0.3161,39.634,23.7
2470,-0.3165,39.6334,14.4
2471,-0.3165,39.6007,8.2
2472,-0.2832,39.584,12.0
2473,-1.0999,39.4007,12.1
2474,-0.5499,38.8173,14.1
2475,-0.3165,39.3507,10.8
2476,-0.5165,38.7506,15.1
2477,-0.3165,39.184,12.0
2478,-1.2166,39.0673,18.0
2479,-1.1999,39.0673,10.0
2480,-1.1832,39.034,13.0
2481,-0.5999,38.7673,9.2
2482,-0.8166,38.834,20.5
2483,-0.1998,38.884,6.6
2484,-0.0332,38.8673,16.6
2485,-0.0665,38.884,9.8
2486,-0.8499,38.834,20.5
2487,-0.6665,38.8006,11.2
2488,-5.1501,42.1841,11.7
2489,-5.2501,42.1674,12.1
2490,-4.9834,42.0174,10.3
2491,-5.2335,41.9841,11.0
2492,-5.3001,41.9007,8.4
2493,-4.9668,41.9174,8.3
2494,-4.8501,41.8841,14.4
2495,-5.3335,41.7841,9.4
2496,-5.2168,41.7507,11.3
2497,-5.1335,41.8174,14.2
2498,-4.7168,41.7841,9.8
2499,-4.6834,41.8007,12.3
2500,-4.6334,41.8174,9.6
2501,-4.6168,41.8007,13.2
2502,-4.6334,41.7507,10.7
2503,-4.6001,41.7507,12.4
2504,-4.3167,41.7507,8.6
2505,-4.1501,41.7841,10.3
2506,-4.1334,41.7341,11.0
2507,-4.1001,41.7174,12.7
2508,-5.1168,41.5341,5.7
2509,-4.9834,41.5507,8.1
2510,-4.9668,41.5174,10.5
2511,-4.5001,41.6341,11.7
2512,-4.5001,41.5841,10.2
2513,-4.2501,41.6507,13.9
2514,-5.2168,41.3507,11.0
2515,-5.1835,41.4007,10.9
2516,-5.0334,41.3674,10.8
2517,-4.8501,41.4507,12.0
2518,-4.5334,41.3674,14.1
2519,-4.3501,41.4841,17.8
2520,-5.2835,41.234,6.5
2521,-5.1168,41.2174,9.1
2522,-5.0501,41.234,10.8
2523,-4.9334,41.2507,8.0
2524,-4.9334,41.3007,10.6
2525,-4.8668,41.3174,10.0
2526,-4.8001,41.2007,11.5
2527,-4.7168,41.2674,8.9
2528,-4.6334,41.3007,5.6
2529,-4.5334,41.5507,5.6
2530,-4.8668,41.4674,12.0
2531,-5.2166,41.3173,7.6
2532,-4.9168,41.4174,9.8
2533,-4.9501,41.2007,5.9
2534,-4.7001,41.5507,13.5
2535,-5.0501,41.2674,10.0
2536,-5.1166,41.2174,6.8
2537,-4.6857,41.284,9.7
2538,-2.82,43.4227,13.9
2539,-2.8,43.3841,10.7
2540,-2.6333,43.3508,8.9
2541,-3.1861,43.2027,11.7
2542,-3.0583,43.1911,12.0
2543,-2.8667,43.2841,8.5
2544,-2.8944,43.2891,5.6
2545,-2.8667,43.2508,10.8
2546,-2.8055,43.3077,10.3
2547,-2.7833,43.2174,12.5
2548,-2.7,43.3175,9.4
2549,-2.6333,43.2008,13.9
2550,-2.9333,43.1174,7.9
2551,-2.8167,43.1008,11.9
2552,-2.7167,43.0674,16.2
2553,-2.5,43.1174,14.0
2554,-3.0,42.9841,9.7
2555,-2.9,43.3841,23.7
2556,-2.6166,43.1174,9.88
2557,-6.9836,42.0674,19.4
2558,-6.7502,42.1507,12.0
2559,-6.6835,42.1507,9.3
2560,-6.3502,42.0341,9.6
2561,-6.4335,41.9841,25.2
2562,-6.4169,41.9341,23.4
2563,-5.9335,41.9507,9.4
2564,-5.7002,41.8841,7.0
2565,-5.7502,41.8507,11.9
2566,-5.6335,41.9674,6.2
2567,-5.4168,41.9674,9.0
2568,-5.4001,41.8841,9.1
2569,-6.5335,41.7841,6.6
2570,-6.5002,41.7174,24.6
2571,-6.4335,41.7841,12.7
2572,-6.2502,41.6841,19.5
2573,-6.0835,41.8174,7.6
2574,-5.8168,41.7507,9.4
2575,-5.9668,41.7841,8.1
2576,-5.6668,41.8007,8.6
2577,-5.8002,41.7007,12.9
2578,-5.7668,41.5507,7.8
2579,-5.4668,41.5674,13.6
2580,-5.3835,41.6507,7.4
2581,-5.3335,41.5674,8.7
2582,-6.1502,41.4007,10.2
2583,-5.5168,41.4174,10.9
2584,-5.4335,41.3674,7.6
2585,-6.4335,41.3007,8.5
2586,-5.7835,41.2507,7.5
2587,-5.4668,41.3174,8.2
2588,-5.6502,41.4591,6.1
2589,-6.5002,42.0007,25.2
2590,-6.5002,41.7507,9.3
2591,-6.5169,41.7341,11.9
2592,-5.3835,41.234,8.8
2593,-5.4168,41.3674,6.0
2594,-1.0166,42.6174,15.4
2595,-1.0166,42.6174,11.6
2596,-1.2499,42.1174,9.6
2597,-1.1166,42.1174,15.7
2598,-1.8166,41.8174,21.7
2599,-1.8166,41.8007,26.0
2600,-8.4903,43.1508,14.47
2601,-8.0203,43.2208,16.8
2602,-8.1103,43.1208,17.12
2603,-6.2402,43.2808,12.55
2604,-6.0102,43.3108,17.31
2605,-8.4403,42.5908,14.49
2606,-8.3203,43.0108,21.12
2607,-7.4503,43.0808,19.9
2608,-7.1002,43.1308,15.38
2609,-6.5802,43.1508,17.61
2610,-6.3402,43.1808,14.4
2611,-5.4601,43.2408,17.24
2612,-5.2201,43.2708,12.89
2613,-7.1902,43.0308,14.32
2614,-6.5502,43.0608,20.57
2615,-5.2001,43.1908,22.93
2616,-8.1503,42.4607,24.4
2617,-7.5203,42.4908,16.96
2618,-7.4003,42.5107,22.45
2619,-7.2802,42.5308,15.74
2620,-7.1602,42.5508,16.53
2621,-5.5401,43.0608,15.16
2622,-5.4201,43.0808,15.5
2623,-4.0601,43.2008,14.19
2624,-8.3603,42.3407,22.12
2625,-8.2403,42.3607,14.2
2626,-7.2602,42.4508,12.77
2627,-6.1502,42.5508,15.19
2628,-5.1601,43.0308,20.54
2629,-4.4001,43.0708,14.0
2630,-3.29,43.1508,17.14
2631,-3.05,43.1708,11.61
2632,-2.41,43.2008,20.35
2633,-8.4503,42.2407,20.0
2634,-7.5803,42.3107,21.47
2635,-6.2502,42.4508,19.09
2636,-5.4901,42.5008,13.09
2637,-4.2601,43.0008,20.99
2638,-3.27,43.0708,15.26
2639,-3.02,43.1008,14.36
2640,-2.51,43.1108,21.79
2641,-2.38,43.1208,13.44
2642,-2.27,43.1308,23.0
2643,-8.3103,42.1707,20.81
2644,-7.3302,42.2607,34.44
2645,-5.5901,42.4008,27.56
2646,-5.3501,42.4308,23.08
2647,-5.2301,42.4408,24.62
2648,-5.1201,42.4608,12.34
2649,-4.4801,42.4908,15.45
2650,-4.1201,42.5308,13.88
2651,-4.0101,42.5508,26.0
2652,-3.37,42.5708,15.13
2653,-2.37,43.0408,14.23
2654,-2.25,43.0508,15.94
2655,-2.1299,43.0608,10.19
2656,-1.4899,43.0808,11.63
2657,-1.65,43.1314,17.89
2658,-7.1802,42.2007,13.57
2659,-6.3202,42.2707,19.33
2660,-5.0901,42.3808,14.19
2661,-4.5801,42.3908,15.53
2662,-4.3401,42.4208,18.85
2663,-3.47,42.4808,18.79
2664,-3.35,42.4908,26.88
2665,-3.11,42.5208,16.13
2666,-2.59,42.5308,11.84
2667,-2.1199,42.5808,24.91
2668,-1.4799,43.0008,21.13
2669,-1.3599,43.0108,12.05
2670,-6.1802,42.2007,22.4
2671,-4.4401,42.3208,13.93
2672,-4.3201,42.3408,14.42
2673,-3.45,42.3908,15.0
2674,-2.34,42.4708,15.56
2675,-2.0999,42.4908,17.1
2676,-1.3399,42.5308,11.16
2677,-1.2199,42.5408,14.58
2678,-1.0999,42.5508,15.0
2679,-0.5799,42.5608,18.86
2680,-6.2702,42.1007,14.09
2681,-5.0501,42.2107,15.0
2682,-4.1801,42.2708,15.17
2683,-2.56,42.3608,15.89
2684,-2.0799,42.4108,17.23
2685,-1.4399,42.4308,15.94
2686,-1.0899,42.4708,13.14
2687,-6.2502,42.0207,15.52
2688,-1.3099,42.3608,12.31
2689,-1.1899,42.3708,13.55
2690,-0.3198,42.4108,12.05
2691,-0.1998,42.4208,12.58
2692,-5.4801,41.5807,12.86
2693,-5.3601,42.0007,14.48
2694,-3.27,42.1607,18.62
2695,-3.16,42.1707,13.33
2696,-2.52,42.1907,16.15
2697,-1.1799,42.2908,13.56
2698,-1.0599,42.3007,14.38
2699,-0.4199,42.3207,27.83
2700,0.5202,42.4008,14.44
2701,1.0402,42.4008,20.4
2702,-6.2002,41.4507,12.31
2703,-5.5701,41.4807,28.13
2704,-3.14,42.0907,19.07
2705,-3.02,42.1007,13.75
2706,-1.0399,42.2207,15.59
2707,-0.5199,42.2307,12.33
2708,-0.1698,42.2607,18.18
2709,-0.0498,42.2707,17.42
2710,0.1802,42.2907,30.66
2711,1.0502,42.3207,10.0
2712,-6.0602,41.3807,10.0
2713,-5.0901,41.4607,18.89
2714,-3.12,42.0007,25.71
2715,-2.9679,42.0107,23.06
2716,-2.37,42.0407,16.87
2717,-2.25,42.0507,9.57
2718,-1.3799,42.1007,13.81
2719,-1.0299,42.1307,16.52
2720,-0.5099,42.1407,12.94
2721,-0.1498,42.1707,13.85
2722,0.0702,42.1907,12.4
2723,0.1902,42.2007,17.5
2724,0.3102,42.2107,7.14
2725,1.0602,42.2407,10.68
2726,1.3002,42.2507,15.24
2727,1.4203,42.2607,13.21
2728,-6.1602,41.2907,40.0
2729,-2.58,41.5307,33.85
2730,-2.47,41.5407,11.25
2731,-2.23,41.5707,14.29
2732,0.3202,42.1307,14.77
2733,0.4402,42.1407,14.32
2734,1.0802,42.1507,11.09
2735,1.1902,42.1607,28.11
2736,1.3102,42.1707,25.36
2737,1.4303,42.1807,29.2
2738,2.0703,42.1907,11.06
2739,2.1903,42.2007,14.38
2740,2.4303,42.2107,11.62
2741,2.5403,42.2207,18.33
2742,-5.2701,41.2707,16.25
2743,-4.1801,41.3507,15.0
2744,-3.55,41.3807,11.15
2745,-3.08,41.4307,13.53
2746,-2.57,41.4507,15.58
2747,-0.9999,41.5607,13.85
2748,0.3302,42.0407,17.92
2749,1.0902,42.0707,12.73
2750,1.2102,42.0807,19.65
2751,1.3202,42.0807,16.06
2752,1.4403,42.0907,15.0
2753,1.5603,42.1007,24.87
2754,2.0803,42.1107,11.32
2755,2.2003,42.1107,15.16
2756,2.3203,42.1207,19.09
2757,2.4303,42.1307,12.86
2758,-2.32,41.3907,11.79
2759,-2.0799,41.4107,12.57
2760,0.2302,41.5507,14.0
2761,0.3502,41.5607,12.43
2762,0.5802,41.5807,13.0
2763,1.1002,41.5807,21.0
2764,1.2202,41.5907,18.15
2765,1.3402,42.0007,16.43
2766,1.4503,42.0107,13.95
2767,1.5703,42.0207,17.86
2768,2.0903,42.0207,17.89
2769,2.2103,42.0307,20.3
2770,2.3303,42.0407,20.5
2771,2.4403,42.0407,18.1
2772,2.5603,42.0507,12.5
2773,-6.0902,41.0407,18.75
2774,-5.4601,41.0707,18.0
2775,-4.1401,41.1907,27.5
2776,-4.0301,41.2007,11.94
2777,1.3502,41.5207,12.27
2778,1.4603,41.5207,19.29
2779,1.5803,41.5307,22.29
2780,2.1003,41.5407,15.0
2781,2.2203,41.5507,14.06
2782,2.3403,41.5507,16.98
2783,2.4503,41.5607,12.86
2784,-5.2101,41.0207,16.67
2785,-4.2401,41.0907,17.5
2786,-4.1201,41.1007,17.78
2787,-4.0101,41.1207,16.96
2788,-3.26,41.1607,14.38
2789,-2.17,41.2307,10.0
2790,-1.5299,41.2607,24.0
2791,1.5903,41.4507,20.0
2792,2.1103,41.4507,17.92
2793,2.2303,41.4607,21.11
2794,2.517,41.8174,16.21
2795,-5.5301,40.4906,11.54
2796,-2.38,41.1307,13.0
2797,-2.0299,41.1607,11.67
2798,-1.2899,41.2007,16.03
2799,-0.5399,41.2307,16.54
2800,1.1302,41.3307,18.62
2801,1.4903,41.3607,19.63
2802,2.1203,41.3707,14.0
2803,-6.2502,40.3507,10.83
2804,-6.0202,40.3907,13.9
2805,-5.5101,40.4007,11.48
2806,-5.4001,40.4207,24.5
2807,-3.11,41.0007,12.65
2808,-2.13,41.0707,15.0
2809,-2.0199,41.0807,10.53
2810,0.1602,41.2007,22.56
2811,0.4002,41.2207,13.1
2812,0.5102,41.2307,20.57
2813,1.0402,41.2507,21.63
2814,1.2602,41.2607,17.71
2815,1.3802,41.2607,12.16
2816,-6.3402,40.2507,10.65
2817,-5.3801,40.3307,15.21
2818,-4.0601,40.4507,16.92
2819,-3.09,40.5207,17.42
2820,-2.46,40.5507,20.0
2821,-2.12,40.5807,12.45
2822,-1.9999,40.5907,10.63
2823,-1.2599,41.0307,20.0
2824,-0.3899,41.0707,15.0
2825,0.0602,41.1107,16.67
2826,0.1802,41.1207,19.83
2827,1.0402,41.1507,25.71
2828,-6.5502,40.1407,21.25
2829,-6.4302,40.1507,22.4
2830,-6.2102,40.1907,13.08
2831,-5.4701,40.2407,16.05
2832,-5.3601,40.2507,12.73
2833,-4.2701,40.3407,23.13
2834,-2.45,40.4607,19.62
2835,-2.33,40.4707,15.79
2836,-2.22,40.4907,12.09
2837,-2.0999,40.5007,11.67
2838,-1.4699,40.5207,21.46
2839,-1.0099,40.5707,15.0
2840,-0.2598,41.0007,20.0
2841,0.1902,41.0407,8.82
2842,-5.5601,40.1407,18.7
2843,-5.1101,40.2007,20.22
2844,-4.3701,40.2407,16.19
2845,-2.2,40.4007,34.14
2846,-2.0799,40.4107,10.0
2847,-0.4799,40.4907,19.13
2848,-0.0198,40.5307,10.5
2849,-6.0502,40.0407,18.06
2850,-5.5401,40.0507,15.0
2851,-4.2301,40.1707,18.42
2852,-2.0699,40.3307,12.11
2853,-1.4399,40.3507,13.33
2854,-1.0999,40.3907,22.5
2855,-0.0098,40.4507,25.0
2856,0.1002,40.4607,18.57
2857,0.3302,40.4807,8.89
2858,-6.2502,39.5207,21.0
2859,-5.4001,39.5807,9.41
2860,-5.0701,40.0307,7.14
2861,-4.3301,40.0807,13.0
2862,-3.25,40.1607,23.2
2863,-2.0499,40.2507,14.09
2864,-1.5399,40.2607,15.76
2865,-1.4199,40.2707,19.63
2866,-1.3099,40.2807,10.83
2867,-1.1999,40.2907,16.92
2868,-0.3399,40.3307,11.94
2869,-2.49,40.1107,16.18
2870,-2.0399,40.1607,18.21
2871,-1.5199,40.1707,23.86
2872,-1.2899,40.2007,13.79
2873,-1.1799,40.2107,18.42
2874,-0.5499,40.2307,13.69
2875,-0.4399,40.2407,20.93
2876,-0.3199,40.2507,6.36
2877,-7.0502,39.2907,8.33
2878,-6.4302,39.3207,8.64
2879,-5.1401,39.4507,7.0
2880,-5.0301,39.4607,19.12
2881,-2.0199,40.0807,10.74
2882,-1.5099,40.0907,25.19
2883,-1.2799,40.1107,3.53
2884,-1.1699,40.1207,10.0
2885,-0.5399,40.1407,15.78
2886,-0.4199,40.1607,11.61
2887,-0.3099,40.1707,18.46
2888,-7.1402,39.1907,10.0
2889,-7.0302,39.2007,7.33
2890,-5.3401,39.3307,10.26
2891,-2.12,39.5807,16.15
2892,-1.4899,40.0107,13.14
2893,-1.2599,40.0307,18.38
2894,-1.0399,40.0507,10.73
2895,-0.5199,40.0607,13.85
2896,-0.4099,40.0707,17.14
2897,-0.1798,40.0907,14.09
2898,-6.2802,39.1707,9.44
2899,-4.2501,39.3407,15.71
2900,-1.5899,39.5107,22.67
2901,-1.3599,39.5307,11.43
2902,-1.1399,39.5507,20.24
2903,-0.5099,39.5807,11.38
2904,-0.3999,39.5907,18.57
2905,-0.2798,40.0007,10.95
2906,-6.3702,39.0707,24.55
2907,-4.5701,39.2107,13.21
2908,-1.5699,39.4307,21.58
2909,-1.4599,39.4407,18.33
2910,-1.2299,39.4607,21.67
2911,-1.0099,39.4807,11.47
2912,-0.4999,39.4907,9.17
2913,-0.4999,39.4907,6.67
2914,-4.1001,39.1907,9.0
2915,-3.48,39.2107,15.26
2916,-1.3299,39.3607,17.13
2917,3.8337,40.034,28.57
2918,4.0604,40.0107,19.29
2919,-4.3101,39.0707,13.75
2920,-2.28,39.2207,16.67
2921,-1.3199,39.2807,20.26
2922,2.9669,39.7673,11.21
2923,-7.1402,38.3506,11.11
2924,-6.0802,38.4506,14.76
2925,-5.5701,38.4706,17.5
2926,-5.0201,38.5506,15.56
2927,-1.1899,39.2107,10.0
2928,-1.0799,39.2207,13.64
2929,-0.5699,39.2307,19.0
2930,2.517,39.6178,11.61
2931,-7.1202,38.2706,10.0
2932,-2.58,39.0107,17.39
2933,2.7306,39.8041,11.21
2934,-5.5301,38.3006,10.29
2935,-4.3601,38.4106,16.0
2936,-2.23,38.5706,16.3
2937,-0.4299,39.0707,8.0
2938,-6.4502,38.1406,9.17
2939,-5.2901,38.2506,9.41
2940,-3.39,38.3906,9.47
2941,-2.21,38.4806,11.36
2942,-5.2701,38.1606,13.85
2943,-5.0501,38.2006,10.95
2944,-4.5401,38.2106,10.0
2945,-4.3201,38.2406,7.14
2946,-3.59,38.2806,9.44
2947,-2.2,38.4006,14.67
2948,-2.09,38.4106,18.75
2949,-1.4699,38.4306,9.41
2950,-7.1302,37.5206,15.0
2951,-6.5202,37.5506,22.31
2952,-6.4102,37.5706,9.13
2953,-6.3002,37.5806,13.08
2954,-6.1902,38.0006,10.0
2955,-5.2501,38.0806,6.67
2956,-5.0301,38.1106,13.64
2957,-4.4101,38.1406,12.0
2958,-4.3001,38.1606,13.33
2959,-4.1901,38.1706,7.5
2960,-4.0801,38.1806,14.81
2961,-3.35,38.2306,11.36
2962,-2.51,38.2806,16.25
2963,-6.5002,37.4706,13.71
2964,-5.3401,37.5806,18.18
2965,-5.1201,38.0106,12.0
2966,-4.5001,38.0406,6.47
2967,-4.3901,38.0606,11.76
2968,-4.2801,38.0706,10.0
2969,-4.0601,38.1006,12.35
2970,-3.56,38.1106,10.0
2971,-3.34,38.1406,5.79
2972,-2.39,38.2106,13.93
2973,-0.9999,38.3106,11.43
2974,-7.2002,37.3306,11.36
2975,-7.0902,37.3506,8.42
2976,-6.5802,37.3706,13.64
2977,-6.3702,37.4006,14.0
2978,-6.2602,37.4206,8.95
2979,-5.1001,37.5306,12.61
2980,-4.4801,37.5606,11.11
2981,-4.3701,37.5706,25.0
2982,-2.48,38.1106,28.57
2983,-2.37,38.1206,25.93
2984,-2.26,38.1306,14.29
2985,-2.15,38.1506,21.43
2986,-1.5299,38.1706,14.29
2987,-0.5799,38.2306,13.0
2988,-6.4502,37.3006,14.0
2989,-2.57,38.0106,15.88
2990,-2.46,38.0206,13.17
2991,-2.35,38.0406,23.33
2992,-2.14,38.0606,11.84
2993,-1.2999,38.1106,15.0
2994,-3.5,37.4606,28.46
2995,-2.56,37.5306,15.71
2996,-2.34,37.5506,10.77
2997,-2.23,37.5606,13.33
2998,-2.0099,37.5906,15.19
2999,-1.4999,38.0006,10.5
3000,-1.0599,38.0506,24.0
3001,-6.4102,37.1306,13.46
3002,-5.4701,37.2106,11.05
3003,-3.27,37.4006,16.36
3004,-2.54,37.4406,13.57
3005,-2.1,37.4906,11.08
3006,-3.47,37.2906,8.57
3007,-2.52,37.3606,16.94
3008,-4.0601,37.1806,11.38
3009,-3.56,37.1906,16.43
3010,-3.45,37.2106,12.25
3011,-3.34,37.2206,11.0
3012,-2.51,37.2706,3.33
3013,-3.43,37.1206,17.5
3014,-3.22,37.1506,13.33
3015,-2.38,37.2006,11.43
3016,-4.0301,37.0106,7.69
3017,-3.09,37.0806,7.14
3018,-2.58,37.0906,10.81
3019,-5.3501,36.3106,18.82
3020,-5.3301,36.2206,16.67
3021,1.2702,41.1707,17.81
3022,1.5103,41.1907,22.5
3023,1.1702,41.0807,11.43
3024,1.3302,39.0106,9.29
3025,-0.4599,42.5708,7.0
3026,-0.0598,40.0207,8.0
3027,-6.1668,36.9673,10.35
3028,-6.0168,36.9339,11.22
3029,-5.9335,36.9839,9.05
3030,-5.7668,37.1839,9.8
3031,-2.5501,37.7366,14.19
3032,-3.8667,40.7507,13.96
3033,-3.8667,40.784,39.42
3034,-3.9001,40.784,25.47
3035,-3.85,40.734,13.63
3036,-3.8653,40.734,17.11
3037,-3.8667,40.7342,21.71
3038,-5.3506,36.7505,29.9
3039,-5.3503,36.7505,17.63
3040,-5.3501,36.7507,8.88
3041,-5.4169,36.767,15.85
3042,-5.4168,36.7673,25.27
3043,-5.3495,36.7499,9.19
3044,-5.3502,36.7516,14.0
3045,-5.3668,36.7506,31.83
3046,-5.3501,36.7506,11.0
3047,-5.3497,36.7508,10.61
3048,-5.3501,36.7506,35.69
3049,-0.0498,38.7006,9.47
3050,-0.0498,38.8006,9.3
3051,-1.7999,38.1006,11.55
3052,-0.6999,38.1006,1.11
3053,-0.6999,38.1006,10.61
3054,-1.2335,38.2507,15.98
3055,-1.2332,38.2506,15.16
3056,-1.2005,38.2707,14.36
3057,-1.202,38.2675,12.81
3058,-1.2,38.2673,11.49
3059,-1.2018,38.2786,10.0
3060,-1.1999,38.2673,13.09
3061,-1.2001,38.2675,11.64
3062,-1.2011,38.2673,18.4
3063,-1.2017,38.2674,10.37
3064,-1.2017,38.2674,13.74
3065,-1.1999,38.2686,17.85
3066,-1.2005,38.269,14.73
3067,-2.45,38.5506,11.41
3068,-0.8332,39.8507,11.8
3069,1.999,41.3332,18.72
3070,0.1668,41.3174,26.51
3071,0.0502,41.3674,37.86
3072,0.0502,41.3007,17.33
3073,0.0835,41.3841,16.0
3074,0.0172,41.3508,17.19
3075,0.0168,41.3509,15.15
3076,1.7336,41.484,17.62
3077,-1.5833,37.5673,8.98
3078,-1.2828,37.6004,3.64
3079,-1.2999,37.6005,10.96
3080,-1.3001,37.6008,10.95
3081,-1.3499,37.5673,13.0
3082,-1.2832,37.5969,2.57
3083,-1.2666,37.6339,9.48
3084,-1.2914,37.5974,13.9
3085,-1.2825,37.5982,11.08
3086,-1.5499,37.6006,12.2
3087,-1.3499,37.5999,9.23
3088,-1.2833,37.5999,10.56
3089,-2.0166,38.1506,8.52
3090,-1.9999,38.1673,10.72
3091,-1.9333,38.184,7.25
3092,-1.9499,38.184,9.61
3093,-1.8999,38.1006,15.69
3094,-1.8999,38.1506,10.31
3095,-2.0833,38.0173,9.75
3096,-1.8521,38.1005,9.17
3097,-1.8833,38.1173,9.4
3098,-1.7333,37.6674,11.26
3099,-1.6833,37.5839,6.43
3100,-1.6529,37.7173,10.68
3101,-1.5666,37.4839,14.25
3102,-1.6333,37.734,8.24
3103,-1.6501,37.7075,13.84
3104,-1.7331,37.6673,8.6
3105,-1.5499,37.6339,6.61
3106,-1.7999,37.5506,13.72
3107,-1.6499,37.6506,8.01
3108,-1.5999,37.5506,13.89
3109,-1.6666,37.6339,8.37
3110,-1.7333,37.6506,9.18
3111,1.7003,41.8341,20.92
3112,0.7835,41.6341,25.69
3113,0.6335,41.6341,23.44
3114,0.6502,41.5507,17.13
3115,0.6502,41.5341,14.71
3116,0.9169,41.8674,18.18
3117,0.7669,41.6507,17.49
3118,0.7835,41.6507,13.0
3119,0.9669,41.5507,16.25
3120,0.5502,41.7507,18.91
3121,0.6335,41.8174,16.22
3122,0.6669,41.6507,18.44
3123,0.6335,41.7174,17.47
3124,0.6502,41.7007,17.91
3125,0.7008,41.6343,19.55
3126,0.7502,41.334,18.11
3127,0.7669,41.7507,16.85
3128,0.8002,41.7341,15.42
3129,0.6169,41.7507,19.01
3130,0.7169,41.6007,21.41
3131,-0.5332,41.4674,16.38
3132,0.7669,41.8674,20.98
3133,0.7002,41.9174,20.43
3134,0.5501,41.9341,20.54
3135,0.5669,41.8674,20.37
3136,0.4853,41.6943,15.54
3137,0.6007,41.6007,14.88
3138,0.6669,41.5841,25.21
3139,0.6002,41.6015,20.98
3140,0.6002,41.5841,22.61
3141,0.7169,41.5174,30.28
3142,0.9669,41.4007,26.45
3143,0.8335,41.4341,28.39
3144,0.9502,41.8007,16.88
3145,-0.9332,41.7841,18.76
3146,-0.9342,41.7829,18.81
3147,-0.9329,41.7833,16.31
3148,0.8335,41.8841,21.49
3149,0.7835,41.8841,5.96
3150,-0.9666,41.5507,17.65
3151,-0.7499,41.4507,17.88
3152,-0.3665,41.2007,27.1
3153,-0.3332,41.1836,26.36
3154,-0.3336,41.1841,21.98
3155,-0.4665,41.0674,36.94
3156,-0.4665,41.1174,22.21
3157,-0.5497,41.1674,23.17
3158,-0.5499,41.1674,16.24
3159,-0.883,41.4353,22.2
3160,-0.8832,41.4341,20.52
3161,0.6668,41.6507,18.57
3162,0.6671,41.6507,19.26
3163,0.6665,41.6505,28.46
3164,-0.5663,41.4007,23.2
3165,-0.5665,41.4012,26.23
3166,-0.4332,41.3174,21.45
3167,-0.4332,41.3172,22.96
3168,-0.4665,41.334,20.13
3169,-0.4624,41.3344,16.39
3170,-0.4476,41.3372,21.36
3171,-0.4165,41.4174,18.3
3172,-0.4165,41.4175,19.02
3173,-0.4165,41.3841,16.38
3174,0.6669,41.6174,21.11
3175,0.6502,41.6007,21.8
3176,0.6669,41.6007,16.08
3177,2.8341,42.0174,17.14
3178,2.8335,42.0174,13.6
3179,0.5502,41.934,21.35
3180,0.7002,41.6341,20.29
3181,2.8712,42.0177,12.67
3182,2.8337,42.0173,11.73
3183,2.8659,42.0165,12.27
3184,2.8688,42.0167,12.38
3185,2.8654,42.0173,9.2
3186,2.867,42.0174,4.33
3187,2.8669,42.0158,12.0
3188,2.8675,42.0174,9.75
3189,2.8676,42.0172,13.27
3190,2.8663,42.0166,9.81
3191,2.8659,42.0173,9.5
3192,2.8654,42.0173,18.33
3193,2.8663,42.0173,20.77
3194,2.867,42.0174,25.0
3195,2.8669,42.0175,22.68
3196,2.8668,42.0174,17.74
3197,2.8837,42.0174,21.47
3198,2.8837,42.0174,25.0
3199,-0.7499,38.484,6.5
3200,-0.7499,38.6173,3.16
3201,-0.6603,38.6002,13.68
3202,-0.7332,38.484,11.13
3203,-0.6844,38.5646,9.57
3204,-0.5665,38.534,15.2
3205,-0.6499,38.584,15.56
3206,-0.7614,38.6975,13.11
3207,-0.7165,38.534,9.17
3208,-0.7165,38.6673,9.29
3209,-0.6499,38.7173,10.93
3210,-0.5499,38.5506,12.72
3211,-0.6646,38.5521,13.61
3212,-0.6665,38.7006,8.87
3213,-0.7165,38.4673,10.15
3214,-0.6832,38.634,13.75
3215,1.501,42.0,16.3
3216,1.5003,42.0007,16.38
3217,1.4997,41.9998,24.46
3218,1.5002,42.0006,21.07
