,Longitude,Latitude,C/N
1633,-6.4669,40.034,10.0
1634,-6.3169,40.084,7.8
1635,-6.0335,40.0507,12.0
1636,-6.0002,40.034,11.5
1637,-5.8835,40.1507,9.4
1638,-5.8668,40.134,21.8
1639,-5.8335,40.134,19.0
1640,-5.5668,40.1507,12.9
1641,-5.5835,40.1174,8.0
1642,-5.8335,40.1146,22.8
1643,-5.6001,40.0174,12.8
1644,-5.3668,40.134,9.7
1645,-6.8669,39.8673,11.5
1646,-6.5169,39.9173,12.6
1647,-6.4002,39.8673,8.9
1648,-6.0502,39.884,13.8
1649,-5.9168,39.934,13.0
1650,-5.6835,39.9174,8.6
1651,-5.6001,39.934,17.9
1652,-5.5835,39.6673,9.7
1653,-6.3335,39.7173,10.8
1654,-5.5668,39.734,8.1
1655,-5.3501,39.8007,8.7
1656,-5.2168,39.7673,10.7
1657,-7.0836,39.6007,10.1
1658,-6.6502,39.6007,10.0
1659,-6.2668,39.6007,8.8
1660,-5.7835,39.584,9.1
1661,-5.6335,39.634,13.2
1662,-5.3335,39.5507,13.2
1663,-6.6835,39.384,10.7
1664,-6.4169,39.4507,9.4
1665,-6.2835,39.434,9.6
1666,-5.9168,39.3507,11.5
1667,-5.7001,39.384,10.9
1668,-5.3335,39.484,16.0
1669,-6.5946,39.2701,8.5
1670,-6.5002,39.284,13.1
1671,-6.2168,39.334,11.5
1672,-6.8072,40.1646,14.0
1673,-5.8502,40.2674,17.0
1674,-5.8835,40.2507,17.0
1675,-5.8668,40.234,17.0
1676,-6.8669,40.2174,20.0
1677,-6.7669,40.234,18.0
1678,-6.7835,40.2174,17.3
1679,-5.5668,40.1007,12.0
1680,-6.7835,40.184,15.0
1681,-6.6335,40.2174,25.0
1682,-6.0668,40.234,8.4
1683,-6.5835,40.0174,12.0
1684,-6.5669,40.0174,11.0
1685,-6.5502,40.034,12.0
1686,-6.5502,40.0174,12.0
1687,-6.5502,40.0007,10.0
1688,-5.7001,36.9006,10.8
1689,-6.0502,36.7006,11.6
1690,-6.0779,36.6841,11.0
1691,-5.7335,36.7339,9.1
1692,-5.6668,36.7673,8.2
1693,-5.6168,36.8006,7.3
1694,-5.5835,36.8173,18.6
1695,-6.0502,36.5173,12.8
1696,-5.7001,36.5006,15.7
1697,-6.0835,36.4839,12.5
1698,-4.3681,43.3936,12.3
1699,-4.3387,43.3519,13.6
1700,-4.2834,43.3675,11.0
1701,-4.0834,43.4008,11.9
1702,-4.0334,43.4175,13.6
1703,-4.0667,43.3508,11.0
1704,-3.7773,43.3966,11.9
1705,-3.775,43.3958,13.5
1706,-3.65,43.3841,11.0
1707,-3.6167,43.3841,14.0
1708,-3.45,43.3841,13.0
1709,-4.0923,43.3575,17.1
1710,-4.5334,43.3175,10.7
1711,-4.6168,43.2341,14.2
1712,-4.347,43.3338,21.1
1713,-4.2334,43.2841,13.9
1714,-4.2001,43.3008,13.6
1715,-4.3001,43.1841,15.3
1716,-4.1001,43.3008,10.7
1717,-3.7909,43.1986,18.7
1718,-3.4667,43.3008,17.0
1719,-4.7168,43.0841,11.0
1720,-4.2445,43.0897,16.3
1721,-4.1501,43.0341,38.1
1722,-3.9328,43.1533,20.5
1723,-3.45,43.1508,21.0
1724,-0.2165,40.5507,14.4
1725,-0.1332,40.6174,15.0
1726,-0.0832,40.6507,12.0
1727,-0.0498,40.6007,11.1
1728,0.0002,40.584,20.0
1729,0.2168,40.584,10.8
1730,0.0668,40.3507,9.3
1731,0.3835,40.3674,17.8
1732,-0.2999,40.3007,11.1
1733,0.0668,40.284,12.7
1734,-0.1498,39.784,13.4
1735,-0.3999,40.1507,21.2
1736,-0.3165,40.1174,20.3
1737,0.0335,40.1507,11.4
1738,-0.0498,39.884,11.3
1739,-0.4332,39.7673,10.6
1740,-0.4499,39.8007,12.6
1741,-0.1998,39.7507,13.5
1742,-0.1637,39.7673,8.1
1743,-4.6668,39.3673,8.3
1744,-3.7334,39.2673,11.0
1745,-4.157,39.0348,19.0
1746,-3.2417,39.1118,11.7
1747,-3.6945,38.8687,8.0
1748,-3.3947,38.837,11.9
1749,-3.6,38.634,10.8
1750,-3.8903,38.5826,13.0
1751,-4.9168,38.634,13.8
1752,-5.1668,38.384,11.0
1753,-4.9334,38.3506,10.0
1754,-4.807,38.4409,9.0
1755,-4.8168,38.3979,10.0
1756,-4.8043,38.3562,9.0
1757,-4.7584,38.3812,8.0
1758,-4.7376,38.3451,11.0
1759,-4.6501,38.3506,11.2
1760,-4.5834,38.4006,13.0
1761,-4.5459,38.4534,11.0
1762,-4.5904,38.409,11.0
1763,-4.6001,38.3673,10.0
1764,-5.3335,38.2673,14.6
1765,-4.8834,38.2006,22.0
1766,-4.7834,38.2506,11.0
1767,-4.8168,38.2006,12.0
1768,-5.3668,38.084,12.6
1769,-5.3501,38.1006,13.0
1770,-4.4001,38.0506,16.0
1771,-5.0668,37.934,20.0
1772,-4.8501,37.9673,23.7
1773,-4.8001,37.8673,18.5
1774,-5.2501,37.7339,10.5
1775,-5.0987,37.7784,12.2
1776,-5.0765,37.8034,8.6
1777,-5.0168,37.784,11.4
1778,-4.9987,37.7312,12.8
1779,-4.7834,37.8173,8.6
1780,-4.7834,37.7673,9.1
1781,-4.9334,37.5173,12.0
1782,-4.6668,37.5173,7.6
1783,-4.2667,37.4673,13.0
1784,-4.4667,37.3673,19.3
1785,-4.1334,37.3839,14.0
1786,-4.3667,37.3173,11.0
1787,-7.9975,43.6994,8.0
1788,-7.8336,43.5675,21.0
1789,-8.2003,43.3008,12.0
1790,-8.2072,43.3105,13.0
1791,-8.1336,43.3174,12.4
1792,-8.7003,43.1674,7.7
1793,-8.7337,43.1174,18.0
1794,-8.6837,43.0994,43.0
1795,-8.5837,43.1341,17.0
1796,-8.5003,43.1174,16.2
1797,-8.3503,43.0674,10.3
1798,-8.017,43.0674,8.9
1799,-8.9503,42.9674,16.2
1800,-8.8003,42.9341,14.2
1801,-8.6503,42.9841,16.2
1802,-8.6837,42.8841,20.7
1803,-8.567,42.9008,12.8
1804,-8.4503,42.9008,21.2
1805,-8.367,42.8841,13.7
1806,-8.1336,42.9341,6.4
1807,-8.017,42.898,10.0
1808,-8.7003,42.7341,18.4
1809,-8.4003,42.8008,11.9
1810,-2.55,40.3507,11.1
1811,-2.2333,40.4674,12.4
1812,-2.2333,40.4674,12.4
1813,-1.8666,40.4007,16.0
1814,-1.8499,40.384,9.0
1815,-1.9166,40.384,13.6
1816,-2.8333,40.2007,10.4
1817,-2.55,40.2174,12.3
1818,-2.0333,40.2507,16.7
1819,-1.9166,40.2507,17.3
1820,-1.9166,40.2174,15.2
1821,-1.8333,40.2507,21.1
1822,-3.0667,40.0507,6.1
1823,-2.7,40.084,12.2
1824,-2.55,40.134,9.2
1825,-2.5166,40.1174,12.1
1826,-2.3666,40.084,8.1
1827,-2.1,40.1674,12.8
1828,-2.0333,40.1674,14.7
1829,-2.0333,40.1673,10.3
1830,-1.9499,40.034,11.4
1831,-1.8999,40.034,17.1
1832,-1.6666,40.1007,12.7
1833,-1.6666,40.0507,15.3
1834,-2.0333,39.884,10.3
1835,-1.9833,39.9674,10.2
1836,-1.9833,39.9507,11.8
1837,-1.9333,39.984,12.6
1838,-1.9333,39.9674,12.3
1839,-1.6833,39.984,17.0
1840,-2.7333,39.5173,11.0
1841,-2.7167,39.4673,7.3
1842,-2.7333,39.4507,14.2
1843,-2.75,39.384,16.0
1844,-2.5166,40.5007,12.2
1845,-2.7833,40.284,10.8
1846,-2.4333,40.2007,9.5
1847,-1.7963,40.4118,16.0
1848,-1.7708,40.2124,21.1
1849,-1.7944,40.3813,8.9
1850,2.4892,42.2602,9.3
1851,2.4906,42.2144,8.8
1852,2.7003,42.2841,15.0
1853,2.6837,42.2674,10.3
1854,2.5198,42.1521,16.3
1855,2.5503,42.1507,20.1
1856,2.4281,41.8424,36.0
1857,2.4225,41.8396,22.0
1858,2.7837,41.9841,9.0
1859,2.7503,41.9285,13.8
1860,2.7642,41.8368,30.0
1861,3.017,41.9507,11.0
1862,3.0337,41.9341,13.0
1863,2.4378,41.8479,20.2
1864,2.7156,41.7696,11.7
1865,2.7503,42.1507,15.1
1866,-2.55,37.6506,17.1
1867,-2.4333,37.8173,8.9
1868,-3.6,37.4228,14.0
1869,-3.5667,37.4006,10.0
1870,-3.3,37.4006,9.0
1871,-2.7667,37.4839,8.1
1872,-2.7667,37.3673,14.0
1873,-2.5833,37.4506,12.4
1874,-3.7334,37.2173,11.0
1875,-3.7334,37.1673,9.8
1876,-3.55,37.2506,16.5
1877,-3.55,37.2673,10.5
1878,-3.5167,37.2673,15.3
1879,-3.1833,37.3172,9.9
1880,-3.0667,37.3173,17.5
1881,-3.1833,37.2673,8.0
1882,-2.8833,37.2506,15.3
1883,-3.1167,37.2339,7.0
1884,-3.0167,37.1839,12.2
1885,-4.0834,37.1673,13.1
1886,-2.8167,37.3339,12.8
1887,-4.0834,37.0506,10.0
1888,-4.0334,37.0839,7.0
1889,-4.0334,37.0173,8.0
1890,-3.9167,37.084,22.4
1891,-3.4834,37.0506,16.0
1892,-3.4667,37.1006,9.0
1893,-3.3834,37.1006,17.0
1894,-3.25,37.1506,40.0
1895,-3.2833,37.0173,11.0
1896,-3.0833,37.0173,9.3
1897,-3.0667,37.1506,14.3
1898,-3.8,36.9839,14.0
1899,-3.5334,37.0006,15.2
1900,-3.3,36.9006,15.0
1901,-3.0833,36.9506,17.2
1902,-3.15,36.8673,10.2
1903,-3.05,36.8839,14.0
1904,-3.7,36.7839,12.2
1905,-3.5167,36.7839,11.2
1906,-3.55,36.7673,9.2
1907,-3.3653,36.7806,10.0
1908,-3.3686,36.7609,10.4
1909,-3.3661,36.7417,12.0
1910,-2.575,37.634,14.2
1911,-2.55,37.6339,20.5
1912,-2.55,37.6339,12.5
1913,-2.5499,37.6339,10.6
1914,-2.5847,37.6423,9.7
1915,-3.7166,37.1006,11.6
1916,-2.5166,41.134,7.0
1917,-2.3666,41.034,20.5
1918,-3.2722,40.8618,14.7
1919,-3.15,40.8507,8.8
1920,-2.8667,40.8507,15.0
1921,-1.8666,40.9674,8.6
1922,-3.1167,40.7674,8.2
1923,-3.0833,40.7674,6.5
1924,-2.9833,40.784,9.8
1925,-2.9667,40.7674,12.8
1926,-2.6667,40.8007,10.5
1927,-1.6999,40.7507,8.5
1928,-1.6499,40.8007,11.7
1929,-3.3167,40.6007,9.7
1930,-3.0833,40.3007,9.8
1931,-3.15,40.734,7.0
1932,-3.3167,40.6007,9.7
1933,-2.8667,40.7674,15.0
1934,-3.0667,40.9924,17.0
1935,-1.8333,43.3675,15.0
1936,-1.7833,43.0341,12.8
1937,-2.2677,43.2107,16.0
1938,-2.2002,43.3008,18.0
1939,-1.7833,43.2841,16.0
1940,-6.6727,38.0728,11.0
1941,-6.4366,38.0092,12.0
1942,-7.1669,37.984,15.2
1943,-7.1169,37.9673,14.7
1944,-7.0569,37.8392,11.7
1945,-6.4059,36.9166,9.6
1946,-6.9224,37.9573,10.0
1947,-6.8685,37.9459,11.3
1948,-6.8685,37.9328,11.3
1949,-6.7335,37.8673,24.8
1950,-6.6269,37.949,11.0
1951,-6.6502,37.884,11.2
1952,-6.5835,37.8673,20.7
1953,-6.4724,37.8837,11.8
1954,-6.2002,37.9173,15.3
1955,-7.1419,37.7687,10.1
1956,-6.9155,37.6687,10.9
1957,-6.8935,37.7164,11.3
1958,-6.7155,37.7728,12.5
1959,-6.7127,37.7256,15.4
1960,-6.5835,37.7839,9.2
1961,-6.5669,37.5751,16.3
1962,-7.121,37.5751,10.8
1963,-7.121,37.5895,11.6
1964,-6.9169,37.5534,10.8
1965,-6.8919,37.6173,12.0
1966,-7.0002,37.3503,17.3
1967,-6.3502,37.4673,11.5
1968,-6.4669,37.4006,13.3
1969,-6.3724,37.3728,8.9
1970,-7.1699,37.2087,11.6
1971,-6.9335,37.2007,15.0
1972,-6.9332,37.2006,9.6
1973,-6.8502,37.2006,7.5
1974,-6.4962,37.2505,9.5
1975,-6.4335,37.2839,6.0
1976,-6.5002,37.2006,10.8
1977,-6.8169,37.1506,17.3
1978,-6.5044,37.017,20.5
1979,-6.4786,37.1483,14.8
1980,-6.4502,36.9839,16.6
1981,-0.7332,42.8341,14.5
1982,-0.5665,42.6841,19.3
1983,-0.3998,42.8008,15.4
1984,-0.3998,42.7841,12.5
1985,-0.2998,42.7174,11.0
1986,-0.2332,42.7841,23.2
1987,-0.8499,42.6063,10.3
1988,-0.7832,42.5841,12.1
1989,-0.7499,42.5508,10.3
1990,-0.5499,42.5508,13.4
1991,0.0168,42.6341,10.3
1992,0.6169,42.5841,33.8
1993,0.1502,42.4674,9.9
1994,-0.2665,42.4174,9.0
1995,-0.4665,42.4508,11.6
1996,0.5502,42.4841,9.4
1997,-0.6999,42.4008,10.3
1998,0.5002,42.2007,13.5
1999,-0.7499,42.0007,8.0
2000,-0.5832,42.0341,9.0
2001,-0.7832,41.9841,17.0
2002,-0.7665,41.9674,7.0
2003,-0.6832,42.0007,9.0
2004,-0.1832,42.6174,13.0
2005,0.0668,42.6008,19.5
2006,0.0168,42.5841,13.0
2007,-0.1332,42.5341,9.8
2008,0.3002,42.6008,23.9
2009,0.2335,42.6174,20.2
2010,0.3835,42.5674,35.8
2011,0.3502,42.5841,13.7
2012,-2.7592,38.509,14.5
2013,-3.9303,38.1656,14.3
2014,-2.7,38.5006,9.0
2015,-2.6166,38.5006,10.7
2016,-2.6,38.4006,14.0
2017,-4.2334,38.0673,12.1
2018,-4.1042,38.037,11.6
2019,-4.0973,38.0437,9.0
2020,-4.0576,38.0356,9.0
2021,-4.0101,38.0595,10.0
2022,-4.0142,38.0437,12.0
2023,-3.9981,38.1117,13.5
2024,-3.8839,38.1012,10.3
2025,-3.8834,38.134,11.9
2026,-3.6534,38.3251,8.0
2027,-3.7667,38.0006,9.0
2028,-2.9,38.0506,27.1
2029,-2.7833,38.0673,23.6
2030,-4.0345,37.964,7.0
2031,-3.7478,37.9831,7.0
2032,-3.0667,37.834,8.5
2033,-3.05,37.9673,11.8
2034,-2.9,37.9673,11.9
2035,-3.8175,37.7645,14.2
2036,-3.8167,37.7506,16.2
2037,-3.85,37.734,11.0
2038,-3.8167,37.7173,24.0
2039,-3.0,37.8006,9.8
2040,-3.0192,37.6545,15.7
2041,-2.9,42.3508,13.1
2042,-2.1138,42.4091,9.1
2043,-1.8527,42.2202,7.6
2044,-6.0502,43.0508,13.6
2045,-5.0835,43.1508,12.1
2046,-5.0501,43.1341,10.8
2047,-5.0334,43.1008,13.8
2048,-4.8668,43.1174,11.4
2049,-5.1501,42.7174,23.2
2050,-5.2835,42.6008,18.1
2051,-4.9834,42.4674,22.9
2052,-6.2169,42.3174,14.3
2053,-5.8335,42.2341,30.8
2054,-5.0668,43.1424,10.9
2055,-5.6168,42.8008,19.0
2056,-5.0334,42.6341,12.3
2057,-5.4335,42.1174,8.4
2058,-5.7168,42.7008,10.6
2059,0.9669,42.6674,28.9
2060,1.0002,42.5674,23.0
2061,1.0169,42.5674,27.0
2062,1.4341,41.8796,20.4
2063,1.4664,41.9446,21.4
2064,1.3752,41.7196,17.5
2065,0.5335,41.5341,11.3
2066,1.2975,41.6052,18.5
2067,0.6002,41.5591,11.9
2068,1.6808,42.4199,30.2
2069,1.4286,42.5908,20.3
2070,-7.817,43.4008,27.0
2071,-7.7503,43.3508,22.0
2072,-7.4669,43.3508,19.0
2073,-7.4169,43.3841,13.0
2074,-7.3836,43.4675,13.9
2075,-7.0836,43.4341,19.0
2076,-7.7336,43.2174,26.0
2077,-7.6003,43.2674,24.9
2078,-7.5336,43.2674,11.9
2079,-7.6003,43.2008,23.8
2080,-7.4669,43.2841,35.0
2081,-7.4836,43.2674,8.6
2082,-7.4336,43.2008,11.6
2083,-7.6169,43.1508,16.3
2084,-7.6003,43.1008,34.0
2085,-7.4669,43.1508,16.6
2086,-7.4836,43.1174,28.6
2087,-7.5003,43.0841,27.0
2088,-7.0669,43.1341,14.0
2089,-7.817,42.8841,31.0
2090,-7.7336,42.9008,24.0
2091,-7.6669,42.8674,9.0
2092,-7.5003,42.8841,12.0
2093,-7.1669,42.8841,12.0
2094,-7.7003,42.8174,13.0
2095,-7.4336,42.8008,21.0
2096,-7.4003,42.7841,16.0
2097,-7.7669,42.5841,21.0
2098,-7.4669,42.5841,16.5
2099,-7.2336,42.5674,35.0
2100,-7.5169,42.4841,18.0
2101,-7.123,42.6658,9.0
2102,-7.4725,43.4302,21.0
2103,-7.3669,43.4341,16.0
2104,-3.6153,41.1174,20.5
2105,-3.4834,41.084,13.1
2106,-3.7,40.9674,7.3
2107,-3.75,40.834,14.3
2108,-3.7,40.8674,9.8
2109,-3.6667,40.884,13.6
2110,-3.55,40.9174,11.8
2111,-3.5,40.8507,17.5
2112,-4.1334,40.7146,18.0
2113,-4.0834,40.7507,17.3
2114,-3.9505,40.8629,14.8
2115,-3.8,40.834,14.0
2116,-3.7667,40.734,15.4
2117,-3.65,40.784,8.3
2118,-4.1497,40.5679,8.6
2119,-4.0667,40.6507,9.0
2120,-3.9667,40.584,14.2
2121,-3.85,40.634,18.1
2122,-3.9001,40.6174,10.9
2123,-3.45,40.6174,15.1
2124,-3.3,40.5674,9.7
2125,-3.2667,40.5174,10.5
2126,-4.3334,40.3674,10.0
2127,-4.0167,40.434,9.2
2128,-4.0334,40.4007,9.0
2129,-3.5834,40.5007,8.3
2130,-3.3,40.384,10.7
2131,-4.4167,40.334,16.3
2132,-4.2501,40.284,11.0
2133,-4.0667,40.3174,12.0
2134,-3.3667,40.3174,9.6
2135,-3.3667,40.284,11.8
2136,-3.4,40.2507,9.3
2137,-3.35,40.184,7.8
2138,-3.35,40.084,8.7
2139,-3.3,40.1007,9.4
2140,-3.25,40.1507,15.1
2141,-3.6667,40.684,13.1
2142,-3.6,40.7507,9.2
2143,-3.6167,40.834,9.2
2144,-3.6334,40.8507,6.0
2145,-3.7167,40.9674,15.3
2146,-3.6167,41.1174,14.0
2147,-3.8334,40.834,12.8
2148,-4.2001,40.5674,9.8
2149,-4.2167,40.5007,10.6
2150,-3.75,40.7174,12.5
2151,-4.6501,37.1006,11.0
2152,-4.6501,37.0006,14.0
2153,-4.6168,37.0839,9.0
2154,-4.7668,36.8506,17.0
2155,-4.7501,36.8339,11.0
2156,-4.5134,36.9653,10.0
2157,-4.4506,36.9839,13.2
2158,-4.4504,36.9839,10.2
2159,-4.3667,36.7673,10.2
2160,-4.2667,36.8173,11.0
2161,-3.9834,36.8173,11.0
2162,-4.8501,36.5173,15.2
2163,-4.7668,36.5673,14.0
2164,-4.5426,36.9559,13.0
2165,-4.5498,36.9517,12.0
2166,-4.5568,36.9539,12.0
2167,-1.2999,38.584,12.5
2168,-1.4894,38.3523,11.7
2169,-1.3407,38.3415,7.8
2170,-1.7874,38.3109,10.8
2171,-1.8233,38.2301,7.6
2172,-1.5494,38.209,15.3
2173,-1.4832,38.3006,10.2
2174,-0.8666,37.7006,13.0
2175,-1.051,38.3254,10.7
2176,-2.2833,38.0173,13.5
2177,-1.9666,38.2673,11.5
2178,-1.5666,38.084,11.9
2179,-1.4663,38.1359,7.0
2180,-1.4232,38.0723,8.8
2181,-0.8332,37.6839,13.0
2182,-1.1332,38.1006,11.6
2183,-2.1119,37.982,9.5
2184,-1.5499,37.9006,18.8
2185,-1.0666,37.8673,7.0
2186,-1.1499,37.9506,10.2
2187,-1.2827,37.6659,10.0
2188,-1.1832,37.734,9.0
2189,-1.0832,37.6839,8.7
2190,-0.9166,37.7506,8.8
2191,-0.9332,37.834,9.0
2192,-0.8166,37.6506,8.0
2193,-1.4332,37.6006,12.9
2194,-1.1832,37.6506,9.5
2195,-1.4269,37.5226,10.2
2196,-1.3702,37.5506,8.7
2197,-0.8832,37.6506,10.4
2198,-2.0833,38.034,9.8
2199,-2.0666,38.0006,6.3
2200,-1.7035,43.2155,8.4
2201,-1.8666,43.1841,7.0
2202,-1.5746,43.1719,5.6
2203,-1.481,43.2452,6.6
2204,-1.9122,43.0377,8.8
2205,-1.8638,43.0961,10.4
2206,-1.8919,43.1952,7.9
2207,-1.8333,43.098,14.4
2208,-1.6194,43.073,21.5
2209,-1.461,43.1208,17.1
2210,-1.3021,43.0091,12.9
2211,-2.0608,42.8688,14.7
2212,-1.9666,42.9841,11.0
2213,-1.878,42.9749,24.1
2214,-1.8249,42.8685,19.9
2215,-1.6019,42.9911,18.7
2216,-1.281,42.9397,15.0
2217,-1.3466,42.9783,13.6
2218,-1.468,42.8685,7.9
2219,-1.126,42.9572,15.1
2220,-1.081,42.9083,11.9
2221,-1.0946,42.8658,11.0
2222,-0.8252,42.8741,18.8
2223,-2.17,42.8341,17.1
2224,-1.8619,42.7841,9.6
2225,-1.6671,42.8135,9.4
2226,-1.7141,42.7327,16.7
2227,-1.5555,42.7508,13.9
2228,-1.4916,42.8327,13.6
2229,-1.3824,42.7655,8.7
2230,-1.186,42.7041,13.1
2231,-0.8604,42.8124,8.8
2232,-1.0866,42.6785,14.6
2233,-0.9938,42.7035,19.5
2234,-2.0041,42.6563,9.7
2235,-1.6305,42.6063,14.0
2236,-1.4068,42.6299,17.7
2237,-1.3638,42.628,17.8
2238,-1.2105,42.6166,15.3
2239,-1.8758,42.4655,10.7
2240,-1.4944,42.3299,8.0
2241,-2.35,42.0674,15.9
2242,-2.0333,42.4077,9.8
2243,-1.4999,42.2507,14.0
2244,-1.7958,42.3874,10.7
2245,-1.7666,43.0091,18.1
2246,-2.2,42.8674,12.3
2247,-2.175,42.8591,24.9
2248,-1.6499,42.8508,9.1
2249,-1.6333,42.7841,9.8
2250,-1.6333,42.6508,12.5
2251,-1.3332,42.6841,8.4
2252,-7.3669,42.3674,9.1
2253,-6.9669,42.4008,11.0
2254,-6.9836,42.3507,29.0
2255,-7.8169,42.2841,17.5
2256,-7.7336,42.3341,22.0
2257,-7.4836,42.3341,14.2
2258,-7.5003,42.3007,14.0
2259,-7.0336,42.2341,12.0
2260,-8.067,42.1341,12.0
2261,-7.8169,42.0841,10.6
2262,-7.4503,42.0507,8.0
2263,-6.9836,42.0507,13.0
2264,-7.4003,41.9674,12.0
2265,-6.8927,42.4633,14.0
2266,-4.4334,43.0008,16.4
2267,-4.7668,42.6341,17.3
2268,-4.6668,42.5674,16.2
2269,-4.3667,42.4008,6.2
2270,-4.7834,42.1507,7.0
2271,-4.7001,42.1007,10.0
2272,-8.717,42.6771,12.0
2273,-8.567,42.6841,17.0
2274,-8.317,42.7508,15.7
2275,-8.6128,42.7563,17.6
2276,-8.1003,42.7174,6.1
2277,-8.0336,42.7508,12.0
2278,-8.7003,42.6508,9.4
2279,-8.6871,42.6548,10.5
2280,-8.6359,42.6257,10.0
2281,-8.6503,42.5674,11.0
2282,-8.5503,42.5341,14.0
2283,-8.3503,42.6174,13.0
2284,-8.117,42.6508,10.0
2285,-8.167,42.6008,16.0
2286,-7.9336,42.6341,22.0
2287,-8.667,42.3841,8.0
2288,-8.5003,42.3841,27.0
2289,-8.2836,42.3096,10.0
2290,-8.3503,42.3055,14.5
2291,-8.317,42.2785,19.0
2292,-8.3003,42.2341,7.9
2293,-8.717,41.9841,19.6
2294,-6.4169,41.0007,11.1
2295,-5.5835,41.0674,8.0
2296,-5.5001,41.1007,12.7
2297,-5.2335,41.0507,9.1
2298,-5.2168,41.1007,8.2
2299,-6.7502,40.9674,12.7
2300,-5.9668,40.884,13.9
2301,-5.8835,40.934,7.3
2302,-5.8168,40.9507,9.5
2303,-5.7668,40.884,11.9
2304,-5.3835,40.9674,13.1
2305,-5.3501,40.934,10.2
2306,-5.2668,40.9007,11.5
2307,-6.1835,40.684,12.4
2308,-6.1168,40.7007,9.8
2309,-5.6668,40.7007,12.3
2310,-5.6001,40.7007,13.7
2311,-5.6001,40.6674,18.7
2312,-5.3668,40.7674,10.6
2313,-6.2669,40.6174,20.7
2314,-6.3835,40.534,16.3
2315,-6.2669,40.5674,24.0
2316,-6.3335,40.534,27.8
2317,-6.2002,40.5674,12.1
2318,-6.1835,40.6507,9.4
2319,-6.1335,40.584,13.6
2320,-6.1571,40.516,17.0
2321,-6.6002,40.4174,22.0
2322,-5.8002,40.3674,14.2
2323,-5.7668,40.3507,16.5
2324,-5.7502,40.3674,24.2
2325,-6.1335,40.5507,19.6
2326,-6.1335,40.6174,13.4
2327,-5.7168,40.3507,13.8
2328,-6.7168,40.2844,15.2
2329,-6.7335,40.284,18.5
2330,-6.053,40.5535,14.0
2331,-6.3335,40.4507,18.5
2332,-6.1339,40.5842,23.9
2333,-5.2835,40.834,9.5
2334,-5.2168,40.9007,13.5
2335,-5.5668,41.084,8.5
2336,-5.2335,41.084,9.5
2337,-5.3335,41.0674,9.1
2338,-5.5168,41.1507,10.7
2339,-3.5167,41.184,14.7
2340,-3.4667,41.3507,13.7
2341,-3.3333,41.3674,9.0
2342,-3.5834,41.3174,11.4
2343,-3.5667,41.284,17.7
2344,-3.5,41.284,12.9
2345,-3.45,41.2674,14.2
2346,-3.4834,41.234,14.5
2347,-4.4001,41.1007,6.7
2348,-4.1167,41.1174,18.7
2349,-3.8167,41.1174,18.0
2350,-4.0709,40.934,15.6
2351,-4.0167,40.8676,29.5
2352,-4.0001,40.859,31.3
2353,-4.0167,40.809,23.7
2354,-3.6834,41.1257,13.9
2355,-6.0502,37.884,15.7
2356,-5.6835,37.984,15.3
2357,-5.7001,37.934,11.3
2358,-5.6501,37.884,17.2
2359,-5.5835,37.8506,15.5
2360,-6.4544,37.7034,7.7
2361,-6.3835,37.7089,18.6
2362,-6.2668,37.7173,10.0
2363,-5.821,37.7006,16.0
2364,-5.3668,37.7673,12.7
2365,-5.8043,37.6673,16.5
2366,-5.1001,37.5173,10.1
2367,-6.1835,37.3839,10.4
2368,-5.9668,37.4839,10.4
2369,-5.9168,37.4173,11.0
2370,-5.8335,37.3506,6.8
2371,-5.4835,37.4839,11.0
2372,-5.3668,37.4839,10.0
2373,-5.3168,37.4339,11.0
2374,-5.3668,37.3506,10.5
2375,-5.2168,37.4673,12.8
2376,-6.3168,37.2339,12.0
2377,-5.5168,37.2673,10.0
2378,-5.3668,37.1006,12.2
2379,-2.9999,41.8341,31.0
2380,-3.3167,41.7007,12.2
2381,-2.7333,41.7841,10.5
2382,-2.7,41.7841,12.1
2383,-2.75,41.7507,11.0
2384,-2.75,41.7007,15.8
2385,-2.5333,41.7007,16.5
2386,-2.5,41.7174,14.5
2387,-2.9667,41.6341,11.0
2388,-2.9333,41.6507,10.0
2389,-2.9833,41.5507,12.0
2390,-2.9333,41.5174,15.8
2391,-2.55,41.5174,16.3
2392,-3.0,41.6007,12.8
2393,-2.7833,41.7257,6.0
2394,-2.6667,41.8174,17.4
2395,-2.7167,41.8174,25.3
2396,1.0124,41.3396,18.0
2397,0.9961,41.3327,24.0
2398,1.2041,41.3799,12.0
2399,1.1847,41.3904,13.0
2400,-0.7727,40.8157,20.9
2401,-0.7704,40.8149,21.0
2402,-0.7796,40.7971,13.4
2403,-0.7035,40.7674,20.0
2404,-0.4999,40.534,11.3
2405,-0.2998,40.5174,10.0
2406,-1.5666,40.484,13.2
2407,-1.4332,40.284,10.8
2408,-1.3666,40.3345,14.3
2409,-1.4166,40.2007,12.6
2410,-0.5999,40.284,10.0
2411,-0.4665,40.3007,10.8
2412,-1.3681,40.334,10.8
2413,-0.7688,40.8026,18.5
2414,-0.7765,40.8015,14.4
2415,-0.7785,40.8076,13.6
2416,-0.7821,40.8046,13.3
2417,-0.7838,40.8026,13.2
2418,-0.7868,40.8013,13.1
2419,-0.7777,40.7888,18.7
2420,-0.7079,40.7693,12.6
2421,-3.85,40.0674,8.6
2422,-3.8334,40.034,9.6
2423,-3.8,40.0507,7.9
2424,-3.8,40.0174,10.8
