,Point_ID,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Latitude,Longitude,Date,Date Before,Date After,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,NDVI
352,45183718,,,,5.0,5.27,35.2,49.9,0,84.0,3.9,31.5,56.525759906000005,13.199473597,2015-10-29,2015-10-12,2015-11-15,3360,3243,2417,2276,2241,2338,2404,2454,2418,712,24,1557,995,0.03763213530655391
353,45243716,,,,3.4,3.99,11.18,61.0,0,12.7,3.2,40.1,56.505365586,13.295251094000001,2015-10-29,2015-10-12,2015-11-15,5483,5308,4627,5107,5321,5529,5729,5492,5816,2243,27,3876,2739,0.03632418152655911
354,46664162,,,,4.2,4.41,27.1,20.4,0,13.2,2.0,67.6,60.421360584,16.254250279,2015-08-01,2015-07-15,2015-08-18,2035,2168,1977,2017,1847,2239,2306,2822,2333,949,41,2039,1337,0.16635668526555072
355,46164168,,,,4.3,4.53,25.5,19.9,0,29.7,2.0,15.2,60.512018418000004,15.360273695,2015-07-18,2015-07-01,2015-08-04,4541,4185,3801,3875,3931,4258,4452,4237,4543,1729,270,1869,1523,0.04462524654832347
356,46204162,,,,5.2,5.49,24.8,11.6,0,19.2,1.4,82.3,60.455457024,15.423852634000001,2015-07-19,2015-07-02,2015-08-05,5094,4845,4448,4642,4680,4967,5151,4966,5221,2452,240,1123,1178,0.033721898417985015
357,45564224,,,,4.4,4.51,7.5,15.7,0,0.0,0.8,25.4,61.051777754,14.339183455999999,2015-09-14,2015-08-28,2015-10-01,5853,6772,6424,6750,7000,7240,7392,7836,7351,3017,48,5145,2999,0.07445495680789799
358,46003818,,,,4.0,4.42,9.67,49.3,0,17.2,3.1,36.3,57.382874948,14.636857119,2015-07-05,2015-06-18,2015-07-22,5881,5424,5627,5566,5699,6620,7128,6454,7251,2720,86,4281,3549,0.07387687188019967
359,45864138,,,,3.6,4.4,9.29,57.9,0,14.3,2.2,80.7,60.262113969,14.778085863,2015-11-12,2015-10-26,2015-11-29,7503,7473,7152,9366,10061,10508,11104,9448,11547,3608,37,8534,6273,0.004358456468587222
360,45784138,,,,3.5,4.29,27.52,192.9,0,47.7,9.0,232.8,60.266891562,14.63425799,2015-11-12,2015-10-26,2015-11-29,4861,4892,4293,4900,4866,5092,5193,5523,5229,1578,23,4565,3598,0.05977165883143049
361,45944126,,,,3.6,4.22,21.7,31.9,0,21.1,1.9,71.9,60.149497446999995,14.906078797000001,2015-11-12,2015-10-26,2015-11-29,2746,2233,1694,1637,1677,1921,2180,1948,2267,726,21,1805,1730,0.08675034867503487
