,Longitude,Latitude,Silt [%]
2420,-1.7499,43.0091,28.9
2421,-1.8166,43.0897,43.2
2422,-0.8604,42.8124,44.2
2423,-0.8615,42.7702,33.2
2424,-1.0866,42.6785,38.5
2425,-1.0907,42.6952,38.3
2426,-1.5746,43.1719,19.4
2427,-1.7035,43.2155,37.3
2428,-1.481,43.2452,20.9
2429,-1.5355,43.1891,26.2
2430,-1.9122,43.0377,23.3
2431,-1.8638,43.0961,36.4
2432,-1.8424,43.1424,18.2
2433,-1.9055,43.0341,33.1
2434,-1.8919,43.1952,25.8
2435,-1.9299,43.0969,24.6
2436,-2.7538,42.5972,24.3
2437,-2.1617,42.3425,10.2
2438,-0.8932,42.6113,19.3
2439,0.3178,41.7023,19.7
2440,-0.7517,42.7329,35.7
2441,-0.4832,42.5301,42.3
2442,0.0161,42.427,28.9
2443,0.5436,42.1941,13.4
2444,-0.0835,42.6565,36.3
2445,-0.469,42.5198,21.1
2446,0.1576,42.3612,20.4
2447,0.931,41.4691,39.2
2448,0.9905,41.6359,27.2
2449,1.5476,42.1153,18.1
2450,1.6741,42.0196,33.5
2451,1.2658,42.1555,38.9
2452,1.2452,42.3745,32.5
2453,2.7332,41.9202,27.1
2454,2.7871,41.846,24.4
2455,2.9666,41.83,18.3
2456,2.8192,42.2225,23.6
2457,2.7106,42.1286,32.4
2458,2.8927,42.0934,43.3
2459,2.3782,41.786,30.3
2460,2.491,42.1207,23.1
2461,0.2481,41.1076,27.6
2462,1.6786,41.6287,29.5
2463,2.0015,41.6275,34.5
2464,1.9639,41.3542,37.8
2465,1.919,41.3547,100.0
2466,1.9629,41.3416,68.3
2467,2.2528,41.4889,20.5
2468,0.5992,40.7538,13.2
2469,0.7312,40.8249,19.4
2470,0.8955,41.2343,16.3
2471,-1.1995,42.1338,15.7
2472,-1.7181,41.617,15.2
2473,-1.3671,41.16,18.3
2474,-1.8386,41.117,21.5
2475,-1.1778,41.4102,18.3
2476,0.064,41.1782,23.9
2477,-1.2067,42.1578,34.7
2478,-2.519,42.0541,46.6
2479,-2.4961,42.0549,38.5
2480,-2.5372,42.0259,23.0
2481,-2.5482,42.0254,38.5
2482,-2.552,42.002,37.0
2483,-2.5436,41.9984,38.0
2484,-2.4631,42.0908,40.0
2485,-3.1975,42.6161,24.0
2486,-2.9833,42.0424,22.2
2487,-3.0667,42.1369,24.2
2488,-4.2634,42.0797,100.0
2489,-4.7988,42.3324,100.0
2490,-4.4196,42.9523,100.0
2491,-5.0262,43.1314,31.2
2492,-5.0249,43.1296,40.0
2493,-5.0218,43.1153,27.1
2494,-5.4139,41.3327,14.6
2495,-5.9342,41.9519,19.1
2496,-5.3589,41.6608,30.2
2497,-5.413,41.9667,8.6
2498,-5.7356,41.538,21.9
2499,-5.7942,41.2547,8.0
2500,-5.6378,41.4602,6.1
2501,-6.2113,41.6646,12.1
2502,-7.0052,42.0729,42.0
2503,-6.1095,41.8188,33.7
2504,-6.3682,42.0272,35.7
2505,-5.1262,41.2312,6.9
2506,-5.2794,41.2093,5.8
2507,-4.8907,41.3988,12.3
2508,-4.2252,41.569,7.2
2509,-4.5222,41.3714,4.7
2510,-4.366,41.621,24.1
2511,-4.6181,41.4768,3.5
2512,-4.5877,41.4578,8.3
2513,-4.4339,41.5409,1.8
2514,-4.7289,41.2297,2.8
2515,-4.791,41.1882,1.2
2516,-4.6125,41.299,1.2
2517,-4.6126,41.3521,1.6
2518,-4.7083,41.5372,2.2
2519,-4.5826,41.3976,12.0
2520,-4.5776,41.4368,6.5
2521,-5.1986,41.3613,9.0
2522,-4.5482,41.3566,9.4
2523,-4.9135,41.2601,8.2
2524,-4.6789,41.4899,7.9
2525,-4.6144,41.2782,11.3
2526,-4.6845,41.4979,10.5
2527,-5.2252,41.3331,10.6
2528,-4.8569,41.4718,12.4
2529,-4.0784,41.6106,8.4
2530,-5.0293,41.3361,15.7
2531,-4.3772,41.4957,8.1
2532,-4.3608,41.6004,5.4
2533,-5.0697,41.2151,20.0
2534,-4.7025,41.2706,18.6
2535,-5.823,40.7289,37.3
2536,-5.9044,40.5044,50.7
2537,-6.7351,41.0412,38.8
2538,-5.7433,40.5183,12.4
2539,-6.2799,41.2025,11.1
2540,-5.194,41.1515,3.5
2541,-5.2383,40.9129,14.7
2542,-5.4989,40.9895,8.0
2543,-5.4989,40.9895,5.5
2544,-5.5179,41.0837,21.5
2545,-5.6503,40.987,29.2
2546,-5.6945,41.167,12.7
2547,-6.0105,40.7134,14.7
2548,-5.7462,40.8785,22.7
2549,-5.8079,40.9329,23.5
2550,-5.2321,41.0815,17.8
2551,-5.2298,41.0842,6.3
2552,-5.201,41.0757,8.2
2553,-5.275,40.805,8.5
2554,-5.3224,40.7383,14.2
2555,-5.4085,40.9572,10.0
2556,-5.3185,41.0653,12.2
2557,-5.4373,40.9638,10.5
2558,-5.3743,40.9133,7.0
2559,-5.3198,40.8843,2.0
2560,-5.1959,40.9579,5.5
2561,-5.1911,40.8508,12.5
2562,-5.3947,41.0665,6.7
2563,-5.3165,40.4303,15.5
2564,-5.5068,40.3629,8.7
2565,-5.041,40.7112,18.0
2566,-5.1075,40.192,19.4
2567,-4.6033,40.9487,3.0
2568,-4.6862,40.9367,4.0
2569,-4.9579,40.9477,22.4
2570,-5.3305,40.2553,13.0
2571,-4.8757,40.7906,7.7
2572,-4.7699,40.8449,9.8
2573,-5.2493,40.3596,18.0
2574,-5.1809,40.3537,21.7
2575,-4.9855,40.3987,17.9
2576,-5.2258,40.3605,17.9
2577,-3.5951,41.1912,27.4
2578,-3.7076,41.1239,38.4
2579,-4.5001,40.56,36.0
2580,-4.2064,40.6448,24.0
2581,-4.3244,40.6346,29.0
2582,-3.4121,40.3438,30.0
2583,-3.2473,40.3623,29.0
2584,-3.4477,40.3797,54.0
2585,-3.4598,40.4337,45.0
2586,-3.2471,40.3533,36.0
2587,-3.2353,40.2903,44.0
2588,-3.2817,40.119,39.0
2589,-3.5998,40.2619,36.0
2590,-3.9678,40.5027,15.0
2591,-3.875,40.6295,21.0
2592,-4.2841,40.3825,25.0
2593,-3.7575,40.6754,46.0
2594,-3.5922,40.7394,26.0
2595,-2.5024,40.7669,18.0
2596,-3.5229,40.965,37.0
2597,-3.8082,40.9723,23.0
2598,-3.7722,40.9456,26.0
2599,-3.4377,40.659,16.0
2600,-3.3429,40.6323,45.0
2601,-3.5054,40.2263,44.0
2602,-3.8006,40.3418,13.0
2603,-3.7303,40.3693,14.0
2604,-3.6259,40.5411,20.0
2605,-3.5539,40.4063,23.0
2606,-3.1575,40.7354,40.0
2607,-2.5425,41.1256,15.0
2608,-1.8732,40.9778,37.0
2609,-3.0888,40.7544,31.0
2610,-1.6524,40.7876,12.0
2611,-1.7073,40.7661,11.0
2612,-3.2311,40.7813,28.0
2613,-2.9879,40.7788,42.0
2614,-3.1059,40.2905,27.0
2615,-2.9644,40.7752,56.0
2616,-3.1421,40.4593,49.0
2617,-3.383,40.8169,53.0
2618,-2.6583,41.0774,31.4
2619,-3.2796,41.0316,23.7
2620,-3.0921,40.9386,39.8
2621,-3.1401,40.9116,27.2
2622,-1.8954,41.0708,20.4
2623,-1.6975,40.6958,19.3
2624,-3.1243,40.7075,34.3
2625,-1.651,40.7979,8.3
2626,-2.2622,40.9449,9.1
2627,-3.1728,41.1444,33.1
2628,-1.578,40.7763,16.3
2629,-1.5865,40.4864,11.4
2630,-1.3132,40.2773,27.3
2631,-1.3606,40.3356,3.9
2632,-1.3601,40.3347,10.9
2633,-1.4912,40.3149,27.6
2634,-0.4848,40.5433,7.3
2635,-1.4889,40.2599,20.3
2636,0.1354,40.3541,25.0
2637,-0.4561,40.1436,19.0
2638,-0.1973,40.5835,43.0
2639,-0.3954,40.136,12.0
2640,0.0369,40.2904,27.0
2641,0.3954,40.3585,31.0
2642,-0.3125,40.3021,17.0
2643,-0.4197,39.1271,25.5
2644,-0.4067,39.1822,23.8
2645,-0.4152,40.9372,36.3
2646,-0.4862,39.1578,33.4
2647,-0.467,39.1772,39.1
2648,-0.4327,39.1359,14.0
2649,-0.4081,39.1336,1.3
2650,-0.398,39.1334,21.4
2651,-0.414,39.14,6.5
2652,-0.4111,39.1255,11.4
2653,-0.4066,39.12,8.5
2654,-0.4408,39.1352,11.3
2655,-0.4419,39.1353,7.4
2656,-0.3624,39.0974,27.5
2657,-0.3794,39.1059,13.2
2658,-0.3817,39.169,8.1
2659,-0.9034,39.2188,33.4
2660,-0.996,39.2195,23.5
2661,-0.9731,39.1916,36.9
2662,-1.1475,39.1855,37.7
2663,-0.9239,39.3079,67.0
2664,-0.9721,39.2457,32.6
2665,-0.9839,39.2369,43.2
2666,-0.9585,39.2672,64.5
2667,-1.0874,39.2656,28.3
2668,-1.0655,39.2208,28.4
2669,-1.2497,39.7277,39.0
2670,-1.2004,39.8273,21.0
2671,0.0727,38.7274,15.3
2672,-0.0681,38.8048,13.1
2673,-0.3735,38.7337,22.2
2674,-1.1152,37.9947,34.7
2675,-1.1779,37.9677,32.2
2676,-1.2471,38.0526,16.3
2677,-1.4277,38.2399,29.7
2678,-1.3511,37.8829,38.0
2679,-1.4148,37.8297,38.1
2680,-1.6061,37.5081,2.0
2681,-1.8514,38.106,24.5
2682,-1.9748,38.0495,21.1
2683,-1.4459,37.8094,40.9
2684,-1.6366,37.5702,58.3
2685,-0.8493,37.7405,35.8
2686,-1.2394,38.0881,35.3
2687,-0.947,37.8188,26.8
2688,-0.8677,40.5699,10.3
2689,-0.9108,37.6722,25.2
2690,-1.3819,38.5231,3.4
2691,-1.1382,38.6114,26.3
2692,-2.2643,37.9935,15.0
2693,-1.106,38.0427,16.4
2694,-0.8339,37.6456,17.3
2695,-1.5159,37.4344,10.4
2696,-1.9467,37.6202,11.0
2697,-1.08,37.9472,6.8
2698,-1.427,37.6847,27.6
2699,-1.2714,38.0836,3.2
2700,-1.8486,38.2096,14.5
2701,-1.4901,38.3146,8.3
2702,-1.1447,37.9068,26.2
2703,-1.2568,38.0248,7.1
2704,-1.1009,38.108,15.6
2705,-1.3217,38.2267,13.3
2706,-1.1659,37.9261,18.2
2707,-0.7424,37.7115,1.1
2708,-2.3892,38.4462,40.1
2709,-2.6991,38.6132,38.7
2710,-2.7002,38.6078,44.0
2711,-2.7001,38.6087,52.6
2712,-2.7002,38.6106,44.6
2713,-2.7025,38.6105,57.0
2714,-2.263,40.4431,23.0
2715,-3.068,40.049,42.2
2716,-2.865,40.1535,22.0
2717,-2.5809,40.3312,26.3
2718,-2.3774,40.0537,17.8
2719,-2.5921,40.0357,39.2
2720,-2.5227,40.0778,29.8
2721,-2.334,40.0642,14.6
2722,-2.5586,40.2311,31.2
2723,-2.2309,40.4699,21.1
2724,-4.0731,40.227,13.0
2725,-4.165,40.1702,14.0
2726,-4.5023,40.0222,16.0
2727,-4.3688,40.2563,27.0
2728,-2.4321,39.9612,53.0
2729,-3.4366,39.9392,48.0
2730,-3.2626,39.7392,34.0
2731,-3.4789,39.7985,33.0
2732,-3.4636,39.7823,21.0
2733,-3.3577,39.6196,47.0
2734,-4.2355,40.1046,9.0
2735,-4.0086,39.914,15.0
2736,-3.9546,39.8154,21.0
2737,-4.1988,40.023,19.0
2738,-3.5442,39.4882,39.0
2739,-3.8612,39.5917,28.0
2740,-4.1282,39.7192,32.0
2741,-3.7092,39.5865,35.0
2742,-4.978,39.8961,24.0
2743,-4.4989,39.5943,39.0
2744,-4.6414,39.7608,29.0
2745,-4.6716,39.609,50.0
2746,-4.6676,39.6379,41.0
2747,-3.7036,39.3747,40.0
2748,-3.9129,39.5801,46.0
2749,-4.5005,39.6438,11.0
2750,-2.9195,39.2268,36.0
2751,-3.232,39.328,20.0
2752,-3.2378,39.3136,37.0
2753,-3.4311,39.24,51.0
2754,-3.3358,38.8294,17.0
2755,-3.5806,39.243,48.0
2756,-3.4182,38.8228,23.0
2757,-3.1643,39.1497,22.0
2758,-3.5515,39.0061,24.0
2759,-3.0023,39.194,21.0
2760,-2.9594,39.3075,6.0
2761,-3.1612,39.3182,2.0
2762,-3.0115,38.8011,30.0
2763,-2.8607,38.7667,37.0
2764,-2.7113,38.7124,30.0
2765,-3.0458,38.7096,32.0
2766,-3.1148,38.9182,36.0
2767,-3.2346,39.3915,29.0
2768,-3.2825,38.8935,40.0
2769,-3.3452,38.6275,20.0
2770,-3.3481,38.632,26.0
2771,-6.7772,40.243,10.1
2772,-6.2646,40.3032,35.9
2773,-7.2671,39.3703,11.0
2774,-5.5909,40.1146,10.4
2775,-5.8787,40.2898,11.6
2776,-6.7326,40.2764,13.4
2777,-5.6553,40.1411,13.5
2778,-5.6664,40.2742,19.8
2779,-5.8361,40.326,21.9
2780,-6.6745,40.1869,29.1
2781,-6.6859,40.2475,30.0
2782,-6.6739,40.2216,23.0
2783,-5.7224,40.0576,10.8
2784,-6.0142,39.9912,45.3
2785,-5.324,39.4577,40.9
2786,-5.6655,39.3914,15.4
2787,-5.5902,40.0669,11.8
2788,-6.4128,39.4652,11.8
2789,-6.2083,39.319,9.2
2790,-6.8485,39.8466,9.1
2791,-6.6902,39.6179,24.9
2792,-5.4725,39.3344,15.9
2793,-5.4147,39.6086,12.8
2794,-5.8131,40.127,18.1
2795,-5.3508,39.3198,19.9
2796,-5.1732,39.7827,32.4
2797,-5.6101,40.0034,14.8
2798,-5.3487,40.1342,15.0
2799,-6.7156,40.204,7.9
2800,-6.946,38.9222,18.8
2801,-5.7966,38.9667,1.6
2802,-5.7689,38.9948,1.1
2803,-6.4977,38.7441,11.9
2804,-6.429,38.7349,16.0
2805,-6.4178,38.7257,17.2
2806,-6.5173,39.0414,26.4
2807,-6.4155,38.5828,24.1
2808,-6.427,38.7268,21.1
2809,-5.512,38.7822,16.3
2810,-6.8581,39.1193,14.0
2811,-5.6311,38.766,6.2
2812,-5.7301,38.5079,26.5
2813,-5.8352,38.6892,12.4
2814,-6.3406,38.778,9.4
2815,-6.8266,38.8259,9.3
2816,-5.7885,38.6115,12.7
2817,-5.8254,38.4538,8.7
2818,-5.5691,38.5115,16.2
2819,-6.3652,38.8276,39.2
2820,-5.7998,38.9599,16.4
2821,-6.409,38.7156,31.5
2822,-6.5794,38.9481,13.4
2823,-6.6883,38.6475,16.6
2824,-6.7087,37.7288,21.2
2825,-6.7113,37.7739,20.9
2826,-6.7135,37.7758,43.9
2827,-6.7199,37.7344,28.8
2828,-6.4379,37.7025,19.7
2829,-6.4709,37.7158,22.9
2830,-6.4029,37.7135,36.2
2831,-5.679,37.8833,33.5
2832,-5.6607,37.8643,30.1
2833,-5.8604,37.7236,22.8
2834,-5.8435,37.578,43.1
2835,-5.9794,37.4666,34.8
2836,-6.1238,36.9023,20.5
2837,-6.3099,37.2257,33.0
2838,-6.0333,36.864,2.0
2839,-6.3335,37.3848,33.3
2840,-5.7501,37.1603,18.5
2841,-5.5732,37.2562,39.0
2842,-5.87,37.3242,5.0
2843,-6.2987,37.2849,6.4
2844,-5.8455,37.2743,1.6
2845,-5.5611,37.4665,30.2
2846,-5.4403,37.1212,21.5
2847,-5.8941,36.9798,35.1
2848,-5.3765,36.7885,32.1
2849,-5.4325,36.6995,18.3
2850,-5.3799,36.6988,37.6
2851,-5.3436,36.741,6.4
2852,-5.6156,36.8831,28.4
2853,-5.7249,36.6923,21.6
2854,-5.5954,36.8178,60.4
2855,-5.7772,36.6695,45.9
2856,-5.1982,36.8839,22.8
2857,-5.6541,36.5213,0.1
2858,-5.9156,36.4823,76.0
2859,-5.3813,36.204,28.2
2860,-5.368,36.2277,52.9
2861,-5.3963,36.3031,8.7
2862,-5.4154,36.2057,5.4
2863,-5.6027,36.0323,30.4
2864,-6.0469,36.7121,13.8
2865,-6.0581,36.8009,37.4
2866,-5.8313,36.725,69.5
2867,-5.6108,36.8357,32.4
2868,-5.8668,36.5204,73.0
2869,-6.0388,36.5167,59.6
2870,-5.9459,36.3058,1.5
2871,-6.3992,36.6856,40.6
2872,-6.0844,36.6875,4.8
2873,-5.5972,36.8213,67.3
2874,-5.9458,36.2873,2.7
2875,-4.5243,36.9634,28.3
2876,-4.6606,36.6928,35.4
2877,-4.6987,36.6945,12.3
2878,-4.6254,36.7495,22.1
2879,-4.6234,36.72,20.5
2880,-4.5923,36.6867,22.2
2881,-4.5906,36.7634,25.6
2882,-4.5695,36.6887,21.4
2883,-4.6584,36.7089,10.5
2884,-4.5134,36.9598,53.6
2885,-4.5426,36.9559,45.4
2886,-4.5498,36.9517,56.9
2887,-4.5568,36.9539,60.2
2888,-4.4548,37.3794,18.3
2889,-4.1285,37.3861,15.3
2890,-4.801,37.8509,19.2
2891,-5.0169,37.7866,22.9
2892,-5.2688,37.7076,18.4
2893,-4.4773,37.9446,16.9
2894,-4.51,37.7477,11.1
2895,-4.6625,37.5763,16.6
2896,-4.6529,37.5264,39.5
2897,-4.3303,37.6019,52.0
2898,-4.3853,37.3176,41.6
2899,-4.4338,37.4652,16.1
2900,-4.2073,37.4078,17.1
2901,-5.2079,37.7944,29.3
2902,-4.6768,37.6941,16.6
2903,-4.8168,37.7768,17.6
2904,-4.4458,37.9797,27.2
2905,-5.2343,37.7002,15.5
2906,-4.7618,37.8524,23.6
2907,-4.7728,37.841,26.9
2908,-4.2605,37.4789,48.9
2909,-4.708,38.4687,26.0
2910,-4.6464,38.0001,17.0
2911,-5.0588,37.9458,30.7
2912,-4.8958,38.6379,12.9
2913,-5.1731,38.3853,30.9
2914,-4.8853,38.2127,33.6
2915,-4.9864,37.7082,7.6
2916,-2.9045,37.9025,38.9
2917,-2.8567,37.8952,19.9
2918,-2.8527,37.8966,22.3
2919,-3.0,37.839,21.3
2920,-2.934,37.9728,100.0
2921,-2.9452,38.023,16.3
2922,-2.907,37.9753,25.6
2923,-2.9789,38.0134,17.6
2924,-2.9989,37.8944,100.0
2925,-2.9966,38.0332,100.0
2926,-2.9964,38.0359,100.0
2927,-2.9875,38.0341,18.1
2928,-2.9676,38.0278,16.9
2929,-2.9897,37.8403,35.0
2930,-2.9118,37.9669,36.3
2931,-2.9112,37.9701,100.0
2932,-2.0818,37.9706,12.3
2933,-2.8885,37.948,7.2
2934,-2.9129,37.934,22.4
2935,-3.2043,37.5256,26.4
2936,-3.8319,37.3299,25.4
2937,-3.4809,37.4274,35.8
2938,-4.1132,37.3222,42.1
2939,-4.0506,37.1479,54.6
2940,-3.6003,37.4467,32.5
2941,-3.6207,37.4538,33.1
2942,-3.6327,37.269,41.3
2943,-2.546,37.587,10.9
2944,-3.5131,36.9167,11.0
2945,-2.9763,37.2091,7.1
2946,-3.3254,37.0277,15.5
2947,-3.3027,37.0265,11.0
2948,-3.3279,37.0557,10.2
2949,-2.4087,37.5968,18.2
2950,-3.6445,37.0877,27.5
2951,-3.6456,37.3203,17.4
2952,-3.2717,37.379,30.2
2953,-4.1527,37.2687,7.6
2954,-3.2041,36.845,14.3
2955,-3.1107,36.9488,47.1
2956,-2.4284,37.8326,7.0
2957,-2.6553,37.4154,25.6
2958,-3.6847,37.0289,8.9
2959,-3.5928,36.9979,17.9
2960,-3.5953,37.0195,21.9
2961,-3.5539,37.4037,29.3
2962,-2.29,37.3298,55.3
2963,-2.1223,36.8014,74.4
2964,-2.0378,36.8314,63.7
2965,-2.2656,37.6316,100.0
2966,-2.259,37.61,100.0
2967,-2.1968,37.7033,100.0
2968,-2.1236,37.6568,100.0
2969,-2.1305,37.6537,100.0
2970,-0.1393,40.6154,25.0
2971,-0.3139,39.1873,51.1
2972,-0.5788,39.5625,65.0
2973,-0.0823,38.8761,54.8
2974,-0.2651,39.8438,35.2
2975,-0.8227,38.8285,47.0
2976,-0.7073,38.4749,100.0
2977,-0.0783,40.6589,37.0
2978,-0.5237,38.8136,62.0
2979,-0.4316,39.7665,38.8
2980,-0.9338,39.7585,15.0
2981,-0.5652,38.9496,5.9
2982,-0.3198,39.3226,28.2
2983,-0.0376,38.8743,8.1
2984,0.0593,40.2891,19.0
2985,0.045,38.7033,45.2
2986,-0.9516,39.5516,15.0
2987,-0.5943,38.77,46.2
2988,-0.5974,39.698,24.0
2989,-0.5685,38.8505,45.9
2990,-0.6713,38.7989,29.0
2991,-0.2005,39.7071,50.0
2992,-0.287,39.5831,76.2
2993,-0.7909,38.7378,40.6
2994,-0.9307,39.8486,43.0
2995,-0.1527,38.8772,43.3
2996,0.0012,40.5848,50.0
2997,-1.4507,40.1282,46.0
2998,-1.1695,39.6724,39.0
2999,-0.8501,39.8201,41.5
3000,-0.1761,38.8687,34.6
3001,-0.666,39.0417,38.1
3002,-0.8865,39.776,17.0
3003,-0.011,40.5761,44.0
3004,-0.8869,39.7487,14.0
3005,-0.257,39.7535,27.3
3006,-0.4723,39.29,45.6
3007,-2.3,37.3006,30.3
3008,-1.8777,37.2506,62.3
3009,-2.8494,36.983,35.6
3010,-2.8687,36.8157,30.5
3011,-2.4243,37.0358,23.9
3012,-2.3055,37.5978,100.0
3013,-2.795,37.1569,26.0
3014,-6.0029,36.8062,47.2
3015,-5.3816,36.2006,28.1
3016,-6.1502,36.5173,10.5
3017,-5.6668,36.5006,0.1
3018,-6.1891,36.7492,46.7
3019,-5.5918,36.8145,60.3
3020,-4.6668,37.5173,39.5
3021,-4.7862,37.8187,50.5
3022,-4.7945,37.9784,30.0
3023,-4.6584,38.3506,12.5
3024,-4.8168,38.2006,31.2
3025,-3.6667,37.3839,15.3
3026,-4.8002,37.8673,19.2
3027,-3.7945,37.0589,35.5
3028,-3.3834,37.1006,30.8
3029,-2.6,37.3947,10.9
3030,-3.7017,36.7784,18.7
3031,-3.1111,37.2325,31.0
3032,-2.5917,37.6451,80.8
3033,-3.3084,37.4089,56.9
3034,-4.082,37.3228,42.1
3035,-3.7667,37.3089,24.2
3036,-3.6361,37.0284,17.9
3037,-3.7334,37.1673,53.5
3038,-7.0569,37.8395,18.9
3039,-6.9391,37.5617,39.6
3040,-6.3724,37.4562,23.7
3041,-6.5044,37.0173,5.5
3042,-7.0002,37.3506,6.7
3043,-6.5955,37.2276,39.4
3044,-6.4724,37.884,49.1
3045,-4.0973,38.0437,10.2
3046,-3.8778,37.8895,39.0
3047,-3.1472,38.259,15.7
3048,-3.5,37.9728,37.2
3049,-3.2428,37.7601,12.5
3050,-3.0722,37.8395,29.0
3051,-4.1806,38.0992,36.8
3052,-2.9528,37.9062,14.6
3053,-3.9278,37.7145,20.1
3054,-4.6084,37.0867,11.3
3055,-4.3723,36.7728,31.9
3056,-4.6751,36.6506,5.6
3057,-4.5987,36.9992,33.9
3058,-4.7557,36.8423,15.8
3059,-5.6599,37.2339,11.1
3060,-6.1891,37.3839,8.3
3061,-5.6599,37.3756,17.8
3062,-4.9112,37.2812,28.6
3063,-6.2002,36.9089,37.8
3064,-5.637,37.918,17.5
3065,-5.4418,37.0506,31.8
3066,-5.7835,37.4839,6.7
3067,-5.9168,37.5339,24.1
3068,-2.9994,41.8498,8.3
3069,-2.997,41.8534,5.0
3070,-3.2798,41.9179,8.5
3071,-3.8709,41.76,3.9
3072,-3.0453,41.9768,7.3
3073,-4.758,40.9802,6.8
3074,-5.5905,41.445,15.5
3075,-5.2881,42.6024,18.5
3076,-4.7928,42.6517,37.6
3077,-6.4919,42.002,35.2
3078,-6.3254,41.6944,40.0
3079,-4.7531,41.1073,2.8
3080,-5.2987,41.5548,8.3
3081,-4.7331,42.545,11.0
3082,-5.0011,42.4709,18.8
3083,-1.8113,41.8036,2.0
3084,-1.823,41.7893,5.0
3085,-1.8533,41.8459,36.7
3086,-4.4293,40.5609,39.0
3087,-4.5013,40.6141,17.0
3088,-4.5017,40.6321,29.0
3089,-4.5119,40.5599,34.0
3090,-4.5221,40.4877,41.0
3091,-4.3362,40.6341,24.0
3092,-3.05,43.1341,48.1
3093,-3.0333,43.1174,58.5
3094,-2.5,42.5021,26.6
3095,-2.8333,43.0508,60.4
3096,-2.595,43.0236,25.5
3097,-2.4166,42.5341,11.2
3098,-2.6333,42.9924,13.0
3099,-2.5833,42.9508,21.5
3100,-2.5833,42.8549,18.8
3101,-2.6333,42.8424,24.9
3102,-2.6333,42.5008,28.5
3103,-2.4975,42.9286,77.8
3104,-2.4166,42.9341,75.2
3105,-2.7167,42.9341,21.0
3106,-2.55,42.823,19.4
3107,-2.4747,42.7347,16.8
3108,-2.4508,42.6852,2.4
3109,-2.303,42.7924,7.5
3110,-2.2722,42.8102,15.1
3111,-2.7833,42.5827,24.2
3112,-2.6667,42.5846,24.6
3113,-2.6833,42.5508,36.6
3114,-2.6166,42.4994,3.1
3115,-2.5,42.6016,22.6
3116,-2.4878,42.6222,8.8
3117,-2.7028,39.3118,2.5
3118,-2.5166,39.2007,15.3
3119,-2.4277,39.2498,15.9
3120,-2.3486,39.2396,26.0
3121,-2.375,39.1721,19.9
3122,-2.6667,39.134,26.2
3123,-2.7333,39.0868,17.8
3124,-2.5,39.084,20.1
3125,-2.45,39.0618,34.1
3126,-2.4166,39.0007,28.1
3127,-2.0166,39.0173,36.0
3128,-2.7333,38.984,5.3
3129,-2.6,38.9173,6.7
3130,-1.8944,38.7256,21.5
3131,-2.6427,38.5734,38.7
3132,-2.6655,38.6005,44.0
3133,-2.6988,38.6908,56.9
3134,-2.55,38.6506,22.0
3135,-2.55,38.5673,36.0
3136,-2.5,38.6173,32.2
3137,-2.4166,38.434,67.3
3138,-0.1498,38.8506,43.3
3139,-0.8166,38.7173,22.9
3140,-0.7832,38.734,30.5
3141,-0.5332,38.684,44.5
3142,-0.4832,38.7673,62.0
3143,-0.3832,38.734,22.2
3144,-0.0665,38.8006,13.1
3145,0.0502,38.7006,45.2
3146,-0.9166,38.5673,40.9
3147,-0.6332,38.534,40.5
3148,-0.2999,38.534,56.3
3149,-0.2332,38.5173,55.9
3150,-0.9332,38.4006,56.3
3151,-0.7499,38.2506,30.0
3152,-0.6832,38.2673,30.0
3153,-0.5987,38.1923,34.1
3154,-0.5362,38.1273,4.8
3155,-0.6332,38.184,26.5
3156,-0.9499,38.1173,18.5
3157,-0.9666,38.0173,11.3
3158,-0.8832,38.0173,28.1
3159,-0.6665,38.1006,18.6
3160,-0.8166,37.884,9.9
3161,-0.3665,38.5173,41.7
3162,-0.6165,38.434,67.7
3163,-0.4332,38.4173,59.4
3164,-2.1189,37.8506,35.1
3165,-2.15,37.884,32.7
3166,-2.2333,37.8173,56.6
3167,-2.2833,37.7006,55.0
3168,-2.1166,37.8173,41.5
3169,-2.15,37.7673,51.4
3170,-2.0666,37.734,38.0
3171,-2.1333,37.5506,42.8
3172,-2.5166,37.3506,40.8
3173,-2.4166,37.4173,28.6
3174,-2.35,37.4673,38.1
3175,-2.2333,37.4339,14.3
3176,-2.1387,37.3839,7.4
3177,-2.0833,37.4839,25.4
3178,-1.8999,37.5006,11.2
3179,-2.0625,36.8006,7.9
3180,-2.8167,37.1673,38.8
3181,-2.5666,37.3339,33.2
3182,-2.5833,37.2339,25.5
3183,-2.5166,37.2006,20.6
3184,-2.45,37.3006,15.3
3185,-2.3,37.3006,30.0
3186,-2.3,37.2006,23.1
3187,-2.2,37.1839,36.3
3188,-1.8833,37.2506,61.0
3189,-1.8333,37.2339,25.5
3190,-2.9167,37.0839,37.8
3191,-2.9,37.0173,51.0
3192,-2.7667,37.1173,29.8
3193,-2.8,37.1506,22.5
3194,-2.7333,37.0006,29.6
3195,-2.5666,37.0339,30.1
3196,-2.4166,37.0339,22.6
3197,-2.35,37.0839,7.2
3198,-2.25,37.1506,26.2
3199,-2.2333,37.0839,20.1
3200,-2.1333,37.1506,26.3
3201,-1.8833,37.0506,19.7
3202,-1.8499,37.1673,42.7
3203,-2.9833,36.9006,50.4
3204,-2.9167,36.9673,31.2
3205,-2.8833,37.0006,26.5
3206,-2.8833,36.8673,48.1
3207,-2.7667,36.9839,46.6
