,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,OM [%]
10,43.262,-4.9986,0.0006539366989275437,7620.0,7559.0,7176.0,7641.0,7599.0,7801.0,8109.0,7651.0,8254.0,2769.0,31.0,4229.0,2687.0,-1227364185.1106632,-5682492581.602375,4437022900.763362,-1063291139.2405063,5549450549.450536,7281323877.068558,-9160000000.00001,18902821316.614445,-68221393034.82587,-6391223155.929037,17477102414.65447,-2619330728.724308,-8.964041039218731e+16,1.5014117926358666e+17,-5.248391259545679e+16,1.6741118199217827e+17,4.757893757192357e+16,-3.886837795997297e+17,5.612564263322897e+17,-2.7311665940890414e+18,7.69031963667871e+17,5.571504568296802e+16,-8.366541691664776e+16,8.5
11,43.2606,-5.013,0.006929570366637269,7629.0,7702.0,7332.0,7882.0,7852.0,8069.0,8401.0,7992.0,8558.0,2916.0,33.0,4618.0,2996.0,1468812877.2635806,-5489614243.323443,5248091603.053438,-759493670.8860759,5961538461.538447,7848699763.59338,-8180000000.000009,17742946708.46397,-70174129353.23383,-6729691876.750699,19088259783.513752,-2755223373.5349073,-1.4000859397559395e+17,1.5931314312131875e+17,-5.7324286965071736e+16,1.7015271221327907e+17,5.184509071579473e+16,-3.7892907242537555e+17,5.184589341692801e+17,-2.756021193156674e+18,7.891099188617303e+17,6.026599360472559e+16,-9.093873087863728e+16,10.78
12,43.2642,-5.0205,0.012638436482084693,7541.0,7494.0,7128.0,7578.0,7553.0,7762.0,8071.0,7772.0,8194.0,2902.0,32.0,4327.0,2660.0,-945674044.265593,-5430267062.314542,4293893129.770995,-632911392.4050633,5741758241.758228,7304964539.0070915,-5980000000.000007,13228840125.391865,-65820895522.388054,-6699346405.228757,17880932556.203175,-2831662986.24087,-9.023325992050192e+16,1.4427537376981514e+17,-4.701149353221433e+16,1.6138404137122256e+17,4.294522794639724e+16,-3.140653555320827e+17,3.841768025078379e+17,-2.4780481394288404e+18,7.353426507109364e+17,5.73769350173481e+16,-8.623062257470466e+16,2.19
13,43.2025,-5.2114,0.020402236259348,6880.0,6708.0,6326.0,6746.0,6742.0,6981.0,7257.0,7027.0,7350.0,3014.0,36.0,4215.0,2627.0,-3460764587.525149,-5667655786.35015,4007633587.786262,-101265822.78481013,6565934065.934051,6524822695.03546,-4600000000.000005,10125391849.529793,-53930348258.70647,-6951447245.564891,17398001665.278946,-2697468999.4904027,-4.440424947334004e+16,1.4355028745009517e+17,-3.920705544438049e+16,1.6878987060047747e+17,-1129433266444780.0,-2.6299817245946726e+17,2.945078369905963e+17,-2.008016931292675e+18,5.843146892181788e+17,5.6838116038384296e+16,-8.366140992826546e+16,11.52
14,43.1942,-5.1564,0.01910828025477707,7435.0,7412.0,7030.0,7469.0,7446.0,7681.0,7960.0,7760.0,8076.0,3120.0,39.0,4858.0,3338.0,-462776659.9597583,-5667655786.35015,4188931297.709926,-582278481.0126582,6456043956.043941,6595744680.851064,-4000000000.0000043,9905956112.852676,-61641791044.776115,-7191876750.700278,20062447960.033318,-2581960251.401393,-1.0472593815674827e+17,1.4624016445192995e+17,-4.5526810865673544e+16,1.781853781533316e+17,3837932000195682.5,-2.5049041798702288e+17,2.7811912225705392e+17,-2.2428760864460462e+18,6.772377399760676e+17,6.361887187379456e+16,-9.42731399310355e+16,12.89
15,43.1458,-5.1283,0.013680297397769516,6672.0,6416.0,6155.0,6633.0,6728.0,7020.0,7319.0,6817.0,7468.0,3231.0,52.0,4641.0,3248.0,-5150905432.595571,-3872403560.8308616,4561068702.290079,2405063291.1392403,8021978021.978003,7068557919.621749,-10040000000.000011,20407523510.971813,-52699004975.124374,-7420634920.634919,19104912572.855965,-2366230677.764566,2.572438373772049e+16,1.2512570123324842e+17,-2.0572570717088172e+16,1.4220037293262688e+17,-2.6192859954842068e+16,-4.044576340336114e+17,6.089504702194372e+17,-2.2917407048933002e+18,5.631638066478788e+17,6.19177112359731e+16,-8.938860637227538e+16,3.98
16,43.1033,-5.2164,0.01303538175046555,8595.0,8374.0,8093.0,8745.0,8850.0,9137.0,9451.0,8976.0,9579.0,4358.0,48.0,5126.0,3210.0,-4446680080.482895,-4169139465.875372,6221374045.801531,2658227848.1012654,7884615384.615366,7423167848.699763,-9500000000.00001,18902821316.614445,-64937810945.27363,-10060690943.043882,21140716069.94173,-3254628843.213861,5584318201358608.0,1.5416192153823302e+17,-3.3999486619277364e+16,1.3231360851934432e+17,-1.2677130107571472e+16,-4.0007489004018374e+17,5.680564263322897e+17,-2.628232986266087e+18,6.825512438088276e+17,7.283241599669842e+16,-1.0156263494236306e+17,4.52
17,43.1106,-5.2217,0.029609690444145364,7063.0,7210.0,6821.0,7210.0,7058.0,7367.0,7681.0,7650.0,7741.0,3060.0,34.0,3697.0,2218.0,2957746478.8732376,-5771513353.115728,3711832061.0687046,-3848101265.8227844,8489010989.010968,7423167848.699763,-620000000.0000007,2852664576.802511,-58221393034.82587,-7063492063.492062,15249791840.133232,-2512315270.935961,-1.7563903082472758e+17,1.4070245421638629e+17,-7.213676838636922e+16,3.12331955818576e+17,-2.928140495360446e+16,-1.9014581202599914e+17,6.945329153605032e+16,-1.9145472605526162e+18,6.362923006384801e+17,5.20851631737285e+16,-7.394715699862283e+16,7.74
18,43.1445,-5.2914,0.011977249916359987,7345.0,7243.0,6888.0,7383.0,7359.0,7635.0,7868.0,7562.0,7948.0,3378.0,50.0,4057.0,2453.0,-2052313883.2997975,-5267062314.540061,4723282442.748095,-607594936.7088608,7582417582.417564,5508274231.678487,-6120000000.000007,12100313479.623838,-56840796019.9005,-7768440709.617178,16681931723.56371,-2724647528.4525228,-6.468306702696703e+16,1.4822469966302906e+17,-5.086715056733739e+16,2.073420890918082e+17,-5.698196018513936e+16,-2.7490010003968067e+17,3.644062695924773e+17,-2.161163307195123e+18,6.103526779885984e+17,5.707369849015145e+16,-8.079341903420586e+16,2.46
19,43.1008,-5.3061,0.01405608985136862,7375.0,7153.0,6820.0,7330.0,7467.0,7718.0,8009.0,7539.0,8143.0,3524.0,40.0,4446.0,2808.0,-4466800804.828971,-4940652818.991099,4866412213.740461,3468354430.3797464,6895604395.604379,6879432624.113475,-9400000000.00001,18934169278.996887,-57450248756.2189,-8132586367.880484,18343047460.44964,-2782401902.4970274,-9534245757789300.0,1.4550541591589856e+17,-1.3340246024434312e+16,8.676582190442106e+16,-444279436563291.6,-3.8485656321781286e+17,5.666833855799385e+17,-2.3944958631729116e+18,6.134037610489852e+17,6.180119941253529e+16,-8.794941450019434e+16,4.16
20,43.1111,-5.3217,0.014177287698696837,7048.0,6909.0,6488.0,6884.0,6866.0,7062.0,7292.0,7082.0,7337.0,3068.0,38.0,3464.0,2051.0,-2796780684.104626,-6246290801.186945,3778625954.198476,-455696202.53164554,5384615384.615372,5437352245.862884,-4200000000.000005,7993730407.52352,-53097014925.37313,-7072829131.652659,14263114071.607004,-2400203838.967216,-6.9406642194815224e+16,1.4873763732025853e+17,-4.040383737337905e+16,1.4785598954802576e+17,1448814869437135.5,-2.2783338642701862e+17,2.438746081504708e+17,-1.9150703866111826e+18,5.7244012181244365e+17,4.980378898986848e+16,-6.937268072678698e+16,6.7
21,43.1967,-5.4255,0.002297341647522153,8913.0,8792.0,8451.0,9120.0,9122.0,9309.0,9665.0,9162.0,9817.0,3982.0,46.0,5116.0,3308.0,-2434607645.8752503,-5059347181.0089035,6383587786.259546,50632911.39240506,5137362637.362625,8416075650.118203,-10060000000.000011,20532915360.50159,-72574626865.67163,-9187675070.02801,21107410491.2573,-3071173772.7195516,-5.281166066667307e+16,1.6977648319389395e+17,-6.042895872964833e+16,1.287779677460815e+17,9.007453331746072e+16,-4.3678665839522963e+17,6.118583072100328e+17,-2.918731731228004e+18,7.883949228313883e+17,7.0716819704214056e+16,-1.0066021758524925e+17,16.68
22,43.0597,-5.4025,0.020486662764445187,5970.0,5795.0,5503.0,5857.0,5891.0,6153.0,6374.0,6102.0,6487.0,2739.0,32.0,4246.0,2939.0,-3521126760.5633783,-4332344213.649853,3377862595.4198494,860759493.670886,7197802197.80218,5224586288.416076,-5440000000.000006,12068965517.241394,-46616915422.88557,-6318860877.684405,17543713572.023327,-2220146084.5931716,-1.6322282758279154e+16,1.1439475977848226e+17,-2.4018159367833636e+16,1.604314608640834e+17,-5.42092282798379e+16,-2.5211787915877258e+17,3.501793103448284e+17,-1.8396827880917565e+18,5.0121958389553683e+17,5.570162103106379e+16,-8.228084786268323e+16,7.84
23,43.0008,-5.7658,0.15303593556381662,1125.0,1317.0,1286.0,1367.0,1367.0,1839.0,2025.0,1861.0,2043.0,907.0,13.0,1672.0,1186.0,3863179074.4466777,-459940652.81899124,772900763.3587791,0.0,12967032967.032936,4397163120.567376,-3280000000.000004,5705329153.605022,-14129353233.830845,-2086834733.8935568,6906744379.683601,-825547817.2243928,-8.698430034739771e+16,1.8291415670293336e+16,-7375007283957820.0,3.28279315621087e+17,-2.354359847930093e+17,-1.8149321798031632e+17,1.7970658307210074e+17,-6.217768773490875e+17,1.497825684071802e+17,2.0993415297799148e+16,-3.219105827189009e+16,9.07
24,43.0336,-6.2383,0.16142735768903993,1218.0,1232.0,1045.0,987.0,997.0,1305.0,1479.0,1367.0,1691.0,933.0,76.0,1710.0,1309.0,281690140.84507024,-2774480712.166173,-553435114.5038172,253164556.96202528,8461538461.538441,4113475177.3049645,-2240000000.0000024,10156739811.912237,-9427860696.517412,-2000466853.4080293,6802664446.294759,-681161882.1131307,-6.149237128795254e+16,3.295319877837324e+16,7696561750628273.0,2.078069342930738e+17,-1.1945228802839192e+17,-1.5020035880153584e+17,2.4793479623824506e+17,-6.139373200134693e+17,9.238052043668386e+16,2.05488592430037e+16,-3.1156645830174416e+16,7.52
25,43.0617,-6.3233,0.18457943925233644,1093.0,780.0,519.0,349.0,388.0,446.0,497.0,507.0,508.0,358.0,44.0,447.0,247.0,-6297786720.321928,-3872403560.8308616,-1622137404.5801537,987341772.1518986,1593406593.4065895,1205673758.8652482,200000000.0000002,31347962.38244518,-1865671641.7910447,-732959850.6069093,1677768526.2281444,-339731612.0264991,4.880046598573571e+16,3.3386738223304276e+16,2.4899610465000516e+16,1.5343413196321288e+16,-1.0652000948937922e+16,-2.377479335378837e+16,-3373040752351104.0,-5.94676991903916e+16,1.408845511423054e+16,5627283792798910.0,-8399251200060969.0,5.23
26,43.06,-6.3772,0.11513157894736842,1029.0,731.0,448.0,269.0,250.0,334.0,340.0,339.0,335.0,206.0,39.0,188.0,101.0,-5995975855.130781,-4198813056.379823,-1708015267.1755736,-481012658.22784805,2307692307.692302,141843971.63120568,-20000000.000000022,-125391849.52978072,-1604477611.9402983,-389822595.70494854,620316402.9975026,-147783251.2315271,3.616021727869129e+16,3.695545681311944e+16,1.1708040161714946e+16,7.060012571949747e+16,-5.950132791376625e+16,-3826098620123066.0,-2107836990595616.0,-4.636632484045516e+16,1.5107649455663552e+16,2357934170640641.5,-3197750433926020.5,7.77
27,42.9453,-6.7429999999999986,0.047800108636610536,1388.0,1237.0,1436.0,1753.0,1985.0,2182.0,2342.0,1929.0,2203.0,784.0,12.0,2637.0,1927.0,-3038229376.2575436,2952522255.192879,3024809160.3053455,5873417721.518987,5412087912.087899,3782505910.1654844,-8260000000.00001,8589341692.789979,-17649253731.34328,-1802054154.995331,10928393005.828484,-1206047222.6940718,1.2053826220222171e+17,1072506010570717.4,2.718137940089354e+16,-1.1679235681799682e+16,-4.476873631654975e+16,-2.8469281111502346e+17,3.369868338558002e+17,-8.225265023239276e+17,1.971044723426362e+17,2.9716263213874444e+16,-5.051806922782083e+16,13.62
28,43.5136,-7.6697,0.03357801030766828,6280.0,6332.0,5935.0,6188.0,6145.0,6482.0,6731.0,6618.0,6863.0,2371.0,54.0,4259.0,2902.0,1046277665.9959753,-5890207715.133533,2414122137.4045815,-1088607594.9367087,9258241758.241735,5886524822.695035,-2260000000.0000024,7680250783.699069,-55870646766.16915,-5408496732.026142,17506244796.00334,-2305078987.5997963,-1.3956711028429586e+17,1.2320964172905218e+17,-3.342299362921081e+16,2.6194555324502387e+17,-9.262958614139264e+16,-1.925892393072113e+17,1.9880501567398166e+17,-1.9921911457638963e+18,6.27638682016704e+17,5.348912588242175e+16,-8.247845038968838e+16,5.71
29,43.5361,-7.6461,0.006953944368445052,8678.0,8600.0,8168.0,8711.0,8772.0,8986.0,9247.0,8833.0,9326.0,4274.0,116.0,5207.0,3526.0,-1569416498.993963,-6409495548.961426,5181297709.923668,1544303797.4683542,5879120879.120865,6170212765.957447,-8280000000.00001,15454545454.545473,-62835820895.522385,-9705882352.941174,21194837635.30393,-2855444199.0827246,-9.738589637761488e+16,1.7197022639295395e+17,-3.470414038602401e+16,1.0974220459879773e+17,7997029858147843.0,-3.416125949398926e+17,4.746909090909102e+17,-2.454243459249779e+18,6.60820131126632e+17,7.213053218544606e+16,-1.0012606925223427e+17,10.1
30,43.5947,-7.4186,0.19919737322145206,2391.0,2342.0,2179.0,2195.0,2410.0,3012.0,3398.0,3287.0,3658.0,1024.0,12.0,3052.0,2435.0,-985915492.9577459,-2418397626.1127605,152671755.72519094,5443037974.683544,16538461538.461498,9125295508.274231,-2220000000.0000024,11630094043.887161,-32761194029.850742,-2362278244.631185,12656119900.083273,-1048072023.1017497,-2.8822578131891624e+16,3.8146429997595736e+16,5.048059369235073e+16,2.8089679908298614e+17,-2.0365840742272662e+17,-2.6821029570388256e+17,2.7700188087774358e+17,-1.391576428643823e+18,3.7809596747785517e+17,3.5056951785047748e+16,-5.705325530052053e+16,19.96
31,43.593,-7.4586,0.1535030175806875,3397.0,3284.0,3125.0,3226.0,3341.0,4117.0,4467.0,4396.0,4761.0,1485.0,16.0,4050.0,3460.0,-2273641851.1066384,-2359050445.103858,963740458.0152678,2911392405.063291,21318681318.681267,8274231678.486998,-1420000000.0000017,11442006269.592491,-40746268656.716415,-3429038281.979458,16794338051.62366,-1002208255.4781723,-1718482776604014.2,4.929956829553601e+16,1.858446514358802e+16,4.6600731426880954e+17,-3.583640011042373e+17,-2.2917805386494086e+17,2.5724012539185014e+17,-1.6359960791946386e+18,4.641446564022009e+17,4.720676081606702e+16,-7.409053416778453e+16,30.04
32,43.4541,-7.4053,0.11876208897485492,3461.0,3257.0,3188.0,3417.0,3477.0,4173.0,4555.0,4338.0,4798.0,1527.0,20.0,4521.0,3658.0,-4104627766.599595,-1023738872.4035611,2185114503.8167953,1518987341.7721517,19120879120.879074,9030732860.520094,-4340000000.000005,14420062695.924782,-40684079601.99004,-3517740429.5051346,18738551207.32724,-1465941905.8943436,6.198971618100669e+16,4.7609100537394024e+16,-6356175210349657.0,4.4561751339511194e+17,-2.7720182033953174e+17,-3.1609297542600704e+17,3.752012539184961e+17,-1.72740257987194e+18,4.622679001552849e+17,5.195212800381038e+16,-8.411529189517734e+16,19.65
33,43.4947,-7.6686,0.12132963988919668,4227.0,4055.0,3853.0,3965.0,4022.0,4786.0,5086.0,5060.0,5304.0,1895.0,55.0,3577.0,2640.0,-3460764587.525149,-2997032640.949556,1068702290.0763366,1443037974.6835442,20989010989.010937,7092198581.560284,-520000000.0000006,7648902821.316624,-42400497512.437805,-4295051353.874883,14662781015.82016,-1591642602.3441482,9330622667516956.0,6.0322476721452424e+16,3571905387473356.5,4.948347598563896e+17,-3.817805606442478e+17,-1.7995741327565683e+17,1.6337805642633267e+17,-1.568946718926473e+18,4.739483353055089e+17,4.425264325325639e+16,-6.767037309810291e+16,9.42
34,43.4481,-7.8403,0.02260016854362982,6530.0,6368.0,6013.0,6379.0,6403.0,6691.0,6926.0,6674.0,6955.0,2976.0,101.0,5280.0,4240.0,-3259557344.0643845,-5267062314.540061,3492366412.2137427,607594936.7088608,7912087912.0878935,5555555555.555555,-5040000000.000006,8808777429.467094,-49490049751.243774,-6711017740.429503,21561199000.832653,-1766604382.5377953,-4.039245413431942e+16,1.2996185054530869e+17,-2.7526445376954996e+16,1.849238727944059e+17,-6.473989990473441e+16,-2.5048594693984778e+17,2.769755485893423e+17,-1.827549441401597e+18,5.3207751257231674e+17,6.599490369108812e+16,-9.711824888996862e+16,8.46
35,43.4341,-7.9697,0.009849058802960546,8439.0,8205.0,7832.0,8495.0,8541.0,8752.0,9045.0,8664.0,9130.0,3831.0,72.0,6159.0,4443.0,-4708249496.981889,-5534124629.08012,6326335877.862599,1164556962.0253165,5796703296.703282,6926713947.990543,-7620000000.000009,14608150470.219454,-65907960199.004974,-8774509803.921566,25341382181.515423,-2914897231.187362,-1.6617205877227984e+16,1.7597122413861606e+17,-4.925361560913442e+16,1.1726952746020166e+17,3.1044248661737864e+16,-3.4389394676100595e+17,4.4456300940438976e+17,-2.52401600843964e+18,7.106150546652164e+17,7.963560220690238e+16,-1.1763646716362533e+17,10.15
36,43.4174,-7.9531,0.0013424620754463685,7608.0,7412.0,6999.0,7439.0,7358.0,7569.0,7831.0,7459.0,7888.0,2845.0,39.0,3848.0,2063.0,-3943661971.8309836,-6127596439.169141,4198473282.442751,-2050632911.3924048,5796703296.703282,6193853427.895981,-7440000000.000009,13448275862.068981,-62723880597.01492,-6549953314.659196,15857618651.124075,-3032104637.3365045,-4.394234340720636e+16,1.5320578221976106e+17,-5.9628875895373656e+16,1.986667394454604e+17,1.0910717889909272e+16,-3.223133198084158e+17,4.177655172413802e+17,-2.387841895269091e+18,6.986806875914892e+17,5.230525668950342e+16,-7.86416456638659e+16,33.46
37,43.3841,-8.3323,0.02294258646273256,8423.0,8435.0,8003.0,8560.0,8675.0,8859.0,9157.0,8962.0,9354.0,4081.0,82.0,6234.0,4290.0,241448692.15291736,-6409495548.961426,5314885496.183209,2911392405.063291,5054945054.945043,7044917257.683215,-3900000000.0000043,12288401253.91851,-65584577114.42786,-9334733893.55742,25611990008.326412,-3302191268.897571,-1.338218157165863e+17,1.7395224102588483e+17,-2.2934094380915268e+16,5.42671556932089e+16,5.466956600929032e+16,-2.5874508883411866e+17,3.237680250783706e+17,-2.441159196499889e+18,6.996249156824681e+17,8.157498576536842e+16,-1.203754424530558e+17,1.69
38,43.3974,-8.3387,0.0016509079993996699,7273.0,6538.0,6247.0,6652.0,6806.0,6969.0,7225.0,6674.0,7326.0,3529.0,72.0,4978.0,3624.0,-14788732394.366188,-4317507418.397627,3864503816.7938957,3898734177.2151895,4478021978.021967,6052009456.264775,-11020000000.000011,20438871473.354256,-47226368159.20398,-8069561157.79645,20424646128.226494,-2299983013.419399,2.106886313072144e+17,1.2139482544794547e+17,326625576539062.56,1.4665513944475378e+16,4.324141423743969e+16,-4.035936041670162e+17,6.291774294670861e+17,-2.1211673866005742e+18,4.870249627040737e+17,6.6513088902948024e+16,-9.460711549394634e+16,6.71
39,43.5247,-7.695,0.041485044340898836,6574.0,6481.0,6060.0,6377.0,6402.0,6798.0,7120.0,6929.0,7277.0,2555.0,34.0,3979.0,2385.0,-1871227364.1851096,-6246290801.186945,3024809160.3053455,632911392.4050633,10879120879.120853,7612293144.208037,-3820000000.0000043,10909090909.090921,-58731343283.582085,-5884687208.216619,16423813488.759378,-2707660947.8511977,-8.802944541251171e+16,1.3755341189157706e+17,-2.2823451983781336e+16,2.5939770852445037e+17,-8.974801469540682e+16,-2.7026697740444544e+17,2.945818181818188e+17,-2.1830857113690624e+18,6.572967173552918e+17,5.2073997892100824e+16,-7.964810339971102e+16,17.73
40,40.7735,0.3335,0.114493712772998,2501.0,2999.0,2714.0,2676.0,2728.0,3049.0,3268.0,3368.0,3346.0,750.0,14.0,3074.0,2181.0,10020120724.346071,-4228486646.884274,-362595419.8473285,1316455696.2025316,8818681318.681297,5177304964.539007,2000000000.0000021,-689655172.4137939,-32288557213.930347,-1718020541.549953,12739383846.794348,-1516901647.6983185,-2.8669230123199872e+17,5.7357436602922056e+16,1.602148011497959e+16,1.899297625943991e+17,-1.0003781192698574e+17,-7.511359254229326e+16,-5.3793103448275976e+16,-9.905611925240311e+17,3.8023055562662176e+17,3.3747442549823292e+16,-5.935172978556485e+16,14.7
41,42.1396,2.742,0.13989637305699482,1552.0,1622.0,1830.0,2241.0,2455.0,2800.0,3091.0,2970.0,3384.0,809.0,12.0,3917.0,2932.0,1408450704.2253513,3086053412.4629087,3921755725.190842,5417721518.987341,9478021978.021955,6879432624.113475,-2420000000.000003,12978056426.332304,-32027363184.0796,-1860410830.9990659,16257285595.33723,-1673178189.230508,3.3754581654679204e+16,1.2399144105755692e+16,1.4274482765233776e+16,1.027924166844206e+17,-7.1389817415067976e+16,-2.1984474288684342e+17,3.0796112852664646e+17,-1.410828200953353e+18,3.752108501626932e+17,4.2291541611429256e+16,-7.464805905315466e+16,3.72
